#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Glu" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Glu" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Glu" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Glu">
#                            <taxonset id="TaxonSet.Glu" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Glu"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Glu" name="distribution">
#            <parameter id="gammaShape.s:Glu" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Glu" name="distribution">
#            <parameter id="ucldStdev.c:Glu" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Glu" id="treeLikelihood.Glu" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Glu">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Glu" shape="@gammaShape.s:Glu" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Glu" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Glu" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Glu" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Glu" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Glu">
#                <LogNormal S="@ucldStdev.c:Glu" id="LogNormalDistributionModel.c:Glu" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="84" id="rateCategories.c:Glu" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Glu" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Glu	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	sum(indicators.alltrees)
5700000	-5672.79568106371	-5409.639892739417	-263.15578832429355	-5409.639892739417	1.4766822536054256	1.0146404682000225	1.0	0.4530464636007714	0.8835367093333358	0.17814822421728335	0.44174876203847296	-79.55161847981014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.26799693014534	48.23664177168614	33.421518322463015	2.920542118350857	4.647808904107684	9.915919755069144	142.4170777875806	13.246876704199535	0.2648347801736733	9.55550125124326	9.961920988197209	16.490128932386288	29.928757847548827	5.01588334265082	7.208453655910691	0.282115583696565	0.9503555474486259	6.373734585363398	1.4216625716281426	15.220978966117151	9.54314384855849	21.495376355464437	4.198418215831459	28.849956992818214	4.792600765035221	9.165564816448311	62.380238963145516	7.673530534877034	13.867611233541664	24.769408026616656	6.076043189829755	5.032889845536644	32.21017734920107	5.714322063208903	73.123397828468	29.412791870930118	25.06190248038787	15.130099371690406	9.13521896060534	7.9628387694141685	9.019747486445581	31.902094473059208	78.33534946524176	26.97116609288894	1
5710000	-5609.347062889514	-5396.771462025533	-212.57560086398135	-5396.771462025533	1.107091404257479	0.9711843505609845	1.0	0.3994716219752148	0.8689238987828213	0.1559710050613378	0.4373102204473989	-71.14119933415489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.557572170705546	50.02902340974758	4.5407405989245735	1.046063577590443	1.6647264148797731	3.5516291406694456	51.01015902642624	20.939635275751023	0.09485705269516327	8.069015276871076	3.568105607212132	5.906342920909518	10.719716490349164	7.3793735998495436	1.1273269223659814	0.10104659505553884	0.3403930789768546	4.614332338456638	0.9178251999848525	20.039952301775408	3.418110334022601	7.699094682033574	1.5037661506328368	2.6687693978433216	1.7165871605598815	3.2828711704883546	22.343008008931427	1.92550844966571	4.967024076948887	8.871769187068208	2.176283449846758	16.04555137588743	11.536862673890786	4.165362800155051	26.19093306595046	10.534910658573835	8.9765332282422	4.084363120049188	1.4748191120015726	12.655913356468366	2.868539171020476	1.057553395021897	1.6872695805840587	2.138264553723092	1
5720000	-5591.284906186797	-5400.844011947905	-190.44089423889304	-5400.844011947905	1.297361740378385	0.9888075777539604	1.0	0.37512815344969574	0.9409823477759732	0.12011553497223773	0.36154439297700236	-79.28981672023262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.523343480286568	36.282423205683436	2.9557722570125424	0.6809298250698158	2.1546347462121136	3.948647251552399	11.282561638584331	13.068409512590117	0.06174672140591882	0.14371099763428644	1.4949782848202313	2.304081499013905	1.975482981875064	3.344636806003362	0.010213955921454307	5.673867521714898	0.2215771628877359	0.3223467919533834	7.354869392870468	3.0864118691903712	1.0840431293683372	5.946975993974062	0.7383698174017647	6.378937432564012	2.5412362545071314	1.1498179154106305	0.2040150781726496	4.502412617417464	1.4757052032966351	0.2569056930709882	0.6594323861770203	4.1623021194432726	0.283446948788432	1.7675516343059086	1.668289540854773	3.524378475110906	0.9521459812729063	3.2383686861430863	0.960026083938502	0.47226794590834775	6.314158669486594	1.4795353803179525	0.6448761387819216	2.1926506635423677	1
5730000	-5760.586162983833	-5408.395725292916	-352.19043769091735	-5408.395725292916	1.5264404426238345	0.9888075777539604	1.0	0.5711278698008582	0.8997891785519885	0.3950711385408128	0.6387045415282856	-76.61366672823213	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332.27402831217984	38.816666988178845	130.54386752172215	193.08869267443012	95.16103691679646	174.39492588568586	498.3026782116412	577.1759701999051	13.30233197847489	8.396513312803075	66.02682148410038	75.2915609554055	87.24866676229196	69.42319004304088	0.6150654045643905	0.7807506481634705	60.81411302435204	397.3789191594139	335.32855648263455	136.3136626014245	47.87756645741219	262.65259255693655	3.8991376774076527	281.73048892733345	112.2355784220923	50.78255852336163	9.010476796450671	198.8523827780759	65.17561158618534	11.346429915995037	29.124318985128358	183.831151123657	12.518644101989214	78.06522503186714	73.68124127037436	155.656781627792	42.05223137396236	143.02494779406223	42.400261935516816	14.534163046732255	278.86948695218547	65.34477418674415	380.7624488671681	96.84003801842181	1
5740000	-5742.819534982661	-5403.544633447356	-339.274901535305	-5403.544633447356	1.08382612735666	0.917100958502112	1.0	0.4924945132381217	0.9539978252207876	0.3944751480840959	0.6195481340415138	-70.81308211006494	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278.6184858256601	49.06552112292344	76.92377980135598	161.90876986768671	141.75680002715038	146.23366873650696	417.83686311997394	483.9737119657365	16.633044167342636	16.24196800629054	73.07738692864537	63.13349501134188	93.61618134453484	80.06211331230436	0.5157447681781268	1.0794630388321818	50.993862426575994	333.2102521452918	281.179769408632	114.30176009927594	40.14630676716247	117.26329064634189	3.269505718588479	236.23670689695976	94.11180005423319	42.58220130535956	119.29644087303028	166.74174046609104	54.651067088046226	9.514210721734067	24.42132988111891	154.14613424296923	66.53316395275077	65.4592683770733	61.78320942140973	89.37112374828428	163.59037987453158	119.92930832450192	35.55347626503626	12.187189355104247	233.8376989386519	54.79291334628508	319.2770060950078	81.20232838253102	1
5750000	-5673.3054314769415	-5398.483883606328	-274.82154787061353	-5398.483883606328	1.4046288546967696	0.9056173980385331	1.0	0.4423634584515742	0.962468801344481	0.24315168007652888	0.48013008067990454	-72.17288013184343	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.46021629073709	55.40256968552228	17.244641575218928	36.29643149963426	31.7787973189937	32.78241410006623	93.669954336939	20.57609174983949	3.728767433312649	3.6410966474598054	16.382363790395335	14.153159083873716	20.986715643668145	15.513490822067991	0.11561878127275019	1.046199531442878	11.43171698469797	74.69850522520208	63.03440046986737	25.623973359326893	8.999930483867095	34.424452062619096	0.7329522078970059	52.95914147573272	21.097822599524857	57.351605540972244	26.743672364607857	37.379878593995365	12.251582879446458	2.132879509965486	5.4747320227581415	34.55621710334532	14.915291060752557	14.674546984738704	13.850454366519834	20.03506588201393	36.67341195889178	26.8855475089837	7.970317586146445	2.732103294726445	52.4213359689837	12.283381731354554	71.57497392269775	18.203799288673157	1
5760000	-5633.14821808105	-5408.067498983807	-225.08071909724296	-5408.067498983807	1.1302620912630321	1.227944999647019	1.0	0.44439946272194325	0.9224081622288061	0.27125753399328667	0.5005272857648709	-66.86427759746134	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	20.046687470270395	47.425848697717925	6.632683954000522	11.649386790022245	13.439240449223815	10.52155834565166	5.405141860519866	6.60392334776165	1.196752746372195	1.9723309556784419	5.257940917169597	1.436853959463164	6.735713619333748	8.338426074288373	1.7789493439140334	1.045901775831797	3.669024400653695	2.598185273521753	20.230972627654726	23.853318987445963	2.888539367594206	11.048572560530372	0.3776740781978701	53.6425708611151	4.0823853082760495	18.407072220923464	8.583416349458078	11.99712054089706	3.9321614234755975	0.6989846252583717	1.7571223470129065	11.090862721336904	4.787082020837739	29.318557454936606	4.445321302034001	6.430280393418574	11.77037915761121	8.628951361150378	2.24229126512927	0.7309495477945426	16.824695804009018	28.136278244286974	17.284035597611414	5.842533003935178	2
5770000	-5661.069584571038	-5397.165912871427	-263.9036716996107	-5397.165912871427	1.274104194867516	1.2964449990960338	1.0	0.3893901051820273	0.969636183061598	0.1729130621160247	0.4238499441635902	-76.83352097682874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.59097977180129	58.30041809144224	10.172472687798127	31.833580278968984	7.017170616994836	20.77943322298443	10.674824076592046	13.042344081210494	2.3635133656737817	3.8952328201537743	5.642839421774297	22.43359900342655	17.05185640390475	15.524491265036978	3.5133159827232907	5.113319938824229	1.0830848750973694	37.54775038055791	39.95493166904447	47.10884383880501	40.844508911433856	8.959768903030476	1.483148766494352	105.94079151577546	2.6774297634024786	1.1999116989474095	16.951721503530752	6.498047896896165	7.765777942473209	1.380451817810029	3.470209000880367	1.9436915530398677	3.14386657272252	4.251477156926553	9.564841063034967	18.121601600470672	23.245777828706352	53.44688779971371	34.30016364179938	3.0142301342839617	61.860764710501385	55.5674260136661	34.134911552591646	29.714573499833474	1
5780000	-5650.25351137572	-5400.284838697301	-249.96867267841978	-5400.284838697301	1.099443361243845	1.2964449990960338	1.0	0.3884947753597252	0.9730736607999622	0.1587445204574915	0.41494698434342697	-80.59314868213838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.56059063112986	38.90866561817519	1.9669757224084081	20.55228535701668	4.530401282403965	13.415545389909894	6.891842784740565	8.42035281399134	1.52592327695362	24.855669794575114	3.643110357170434	14.483502146565346	11.008960211473674	26.9337314428363	2.9766112793796804	3.3012438306811247	0.9759365274759584	24.24144797954381	17.174528001813535	11.712483956163092	26.36988975348102	5.784574829921411	0.9575453470446544	68.39712527148228	1.7285928896025395	0.5968655634483891	10.944311465443612	11.524424999152437	5.013714539623392	10.723981427988127	2.240424262981799	1.254879378757459	2.0297321997949016	9.573125508553648	6.175219412937876	11.699605383849901	15.007858214333973	34.50619377016382	22.144752326974537	3.3488811073455986	39.93833171110304	35.87524827492526	22.03806284801938	24.285645652235928	1
5790000	-5633.94870052116	-5399.984280985014	-233.96441953614612	-5399.984280985014	1.1115316454074133	1.3149718219086752	1.0	0.3997543333706285	0.9530563799551649	0.1656152491917509	0.416334214861977	-85.02414827263304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17.245441104473365	19.523288674778186	29.34187448144579	2.4864243624171793	2.3860635358501523	12.949563866607381	3.6528826362015248	3.8678793488400336	37.47757430910153	16.76983899709032	1.2823499732758197	9.513684687056656	3.0240238539648376	4.947055162202643	2.5448377524871653	2.2273118362210873	3.80179946896348	3.575033928313114	1.1075443791407007	12.666685321261822	17.791466059523163	10.136366120048985	7.095743859477223	1.7892206262782115	12.457195135088154	0.40269843800876665	15.502725620272955	7.7753990685863466	1.860852578126249	34.932486181622856	2.3875367045663283	0.20503828515181635	1.369437334784657	0.8285018080334331	6.619236660648413	7.89359129076761	4.996379074541566	4.769290624138707	0.783280308787495	4.881557591393341	2.3487191642239793	7.515902007598794	3.6166188166329603	7.084509574961831	2
5800000	-5610.9749932471495	-5399.075956595432	-211.8990366517176	-5399.075956595432	1.4961658300977152	1.1108628017289717	1.0	0.41204958725633445	0.8795770904191599	0.16277789726389	0.433710667682745	-79.3051342883837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.70951415965768	29.023865544337514	10.381163115662805	1.6882619065678501	19.63789135587125	2.0358107608541616	2.4802775813646334	6.824429896229852	25.446967948428625	5.365343439217984	5.4004125815362585	2.2015521698697436	3.4028848330253845	0.1271628513481092	0.8026928126200555	1.6147680216140914	2.5813908988654046	1.29893695087412	1.3058813537898344	8.600576246598287	8.512849029224192	0.5668182179843233	4.370960555889824	1.1293157175427855	3.487273943028834	0.2734289620874084	0.30689369155532575	9.036944168060371	1.7447581362162023	23.718873822813162	1.433971901203346	9.645484130378135	0.7323047102783456	0.7096601448371889	4.4944078225916	5.359684245236155	3.392500729087522	7.6717118005910185	3.452986026825286	3.3145378764929125	1.594761197694508	5.103236295750596	8.422884522479555	0.8379572967232198	2
5810000	-5583.284348443746	-5402.542383384727	-180.74196505901938	-5402.542383384727	1.0530998944353003	1.0790199041764232	1.0	0.4992359663409798	0.9776935177895936	0.28819951840941455	0.5513096531177436	-81.3368030133157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5.8255947082187545	15.289300979183228	5.164727424825026	0.8399263620068501	0.14254409558801878	0.14228638120488382	1.2339616960960087	4.286806792970262	4.892684402640506	9.642503010205068	2.5585735747433587	1.0952931518582862	1.6929675822288839	0.06326472847590886	0.39934731174716204	0.8033624549620868	1.625517039883696	7.374632029472884	0.9137627656162953	8.454898350424953	4.235223390170393	0.49802001511001326	1.165848514605123	0.0748667121537026	1.5107630927176328	4.730779168674072	0.15268253158358958	3.436954621672885	2.6843516732321038	1.1788476154381562	0.05659961788129905	4.798720129800974	0.7109596733420686	0.35306267433713423	2.236010655170687	1.5770280585224525	0.14912392690529644	3.816749615665433	1.208491641841313	0.9526913314103297	0.6970127021987066	0.8481710012154293	4.19046519206985	1.412352346456915	1
5820000	-5596.05701911281	-5401.134815960566	-194.9222031522439	-5401.134815960566	0.8056565547937904	0.9483488301297364	1.0	0.3923002867270634	1.0293379675512269	0.1842934556861481	0.4185456897413443	-71.02231527676146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.97120089083471	20.2136681436812	14.967366264416125	4.3928787884329425	5.933671621776259	0.24354012973511333	2.908523977948297	4.260473483743782	5.975385987058514	16.504295170000148	11.860336924942558	11.810307372603758	1.5203343369934366	0.2881927086542516	0.03606592980679466	1.745364017732471	4.5159489377518245	3.653184248723892	1.2035628481414968	1.5899940630088338	8.071857380472593	1.8035924895593785	8.504387875514578	2.8807325992769943	1.9717486001641262	11.9519317057462	1.0945462326873525	5.445384066663082	0.6189191783235163	2.5793379114264194	0.09687700372336322	0.20301624801189755	4.968773639266931	3.0067261955773277	4.362422047826451	2.699271811653112	1.8798442675851168	2.1643968704048473	1.3160686908866472	6.185425809162164	1.459958654692091	1.4517459360789224	7.172481497422034	5.20486444172431	1
5830000	-5636.910207139139	-5409.121022152808	-227.78918498633084	-5409.121022152808	1.0147044315800737	1.2381823792651105	1.0	0.43559872549036516	1.0348092490912824	0.27017655864588835	0.49462120042899593	-77.41683726887983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.776724980305113	31.24971658814488	20.398125521890734	7.354577486919918	19.519253312142357	1.0141047364239626	4.601951500234193	6.741045454283417	32.321048309337726	26.113577365611903	18.765771133000683	2.4656354901862287	10.260948253744013	4.083609397754495	15.909147466900455	2.770630410810403	7.145266171650397	18.234167101874814	3.8020319958547923	2.5157349979244454	10.554788305694643	2.8536966605975307	2.378062219409353	4.557979170028343	19.958014599465372	18.910695067659177	1.731822985053893	8.615845550844886	0.5430526832697224	7.872122308066763	0.15328162188211117	0.8097234604807422	15.177528607267346	4.757329914223761	6.902351446939494	4.270866617348449	2.974344448596376	9.24239683745583	2.082322281801974	9.786761188106361	18.315739126283493	2.296994777815117	11.348509497503635	8.235288382599188	1
5840000	-5661.618418891909	-5402.6703647393815	-258.9480541525269	-5402.6703647393815	1.522317118509432	1.1772528341241628	1.0	0.526154261165428	0.8779191622595053	0.3556429010874318	0.6147743405976669	-81.75253588249173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.20037127057111	22.977943244780217	17.469850226589895	5.361010638996978	34.890016211469394	19.033830198598082	7.837065522314083	11.018862125513705	17.35687781306281	46.677151172524034	33.54319187219241	36.45034736277014	18.341103790864427	18.07094825932098	28.437072061845758	4.952409726094958	12.771925676535218	32.592967344263045	6.796005761623035	4.496792651732387	18.866333112508542	5.1008878853438056	3.4830887014649674	4.272213008395951	0.45045223850320754	30.477652869545587	5.243735429365796	1.223502046099635	0.6906858641736768	16.73276605123255	0.27398580195997274	1.4473537594496968	27.12932767915788	8.50356902368401	43.66770430506126	76.08084875813911	3.35836041513242	16.520477004674646	3.7220818341642157	17.49351017942873	32.73877462533618	4.10580178217042	20.285083348839354	39.53259184694124	1
5850000	-5593.410171681773	-5403.817916967686	-189.59225471408723	-5403.817916967686	1.0424049684874863	1.075120710091048	1.0	0.39627225538057737	0.9508346692452865	0.17264545801282163	0.4475310223650373	-74.58744823172452	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.777893630432194	31.879703905163158	6.5406053595145295	0.9878652899297019	1.5804540638175746	0.2888887101924051	5.2778688127376965	19.219828249316247	7.484406013152269	2.611376611973283	9.251487361776384	8.770466952238786	0.05160110629591542	1.1677764195731462	4.509451353303445	0.9211006081244048	4.9067109513058655	1.5805802904529476	0.6789363671319144	0.13749584850851818	0.5680425047999871	2.061664626545327	1.5132600570930583	1.178311378493405	0.1242384209432101	8.405986568408803	1.2725244228116481	0.3374518966390327	3.2466527359234147	4.615034080250182	0.07556753077634829	0.3974061373743128	0.7945956852599145	2.4039042508319155	5.822846951301746	0.4714977820115364	0.9262633399728668	1.1911060087745773	0.7919357805469567	1.8387368704772502	2.098783189139325	2.6170815566258407	1.548505193826776	10.903412985972826	2
5860000	-5596.131364504659	-5403.662305113716	-192.46905939094313	-5403.662305113716	0.9971138264866143	1.1553517040124248	1.0	0.4876011430834949	0.9928754272644618	0.33904945844039647	0.548756655417998	-65.07846937558317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.532958682773868	44.92065781084398	8.016478961427584	1.2107749784851425	1.937080141009565	0.3540758294004855	7.641961910110359	5.733687081351518	0.6683850732737829	3.2006281558931557	7.058767100106623	10.749504050453332	17.67374464304273	1.4312826695072471	9.202749813480374	2.4660687264169936	2.3114965457969165	0.8586070379972953	1.5180943176672468	1.6626524197089751	0.36999959108569036	2.526874837384594	1.8547239504686508	1.4441948193621381	8.580238364782073	10.302779448031666	1.559666835506726	1.337229517893479	7.5486045084425974	5.656406643886386	3.193096722884284	6.563774881429566	0.9738945011352949	2.9463401004690444	10.71070771660215	7.205581300642187	1.135272680354052	1.4598765305846415	0.9706343946162849	0.15378119826038647	4.451145014103541	10.663571303649986	5.129450401874134	13.363744792010396	1
5870000	-5592.27666764401	-5410.546453369031	-181.73021427497847	-5410.546453369031	0.8938319755161208	1.1553517040124248	1.0	0.39188604097390833	1.0511532425878525	0.2574089972243668	0.47434144444468546	-70.58522764630277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4060723914915725	21.114556415888604	4.4544390892089405	1.0771838796122457	0.5213324758763767	1.6655278626708592	10.583090993622926	1.2142373711600725	0.4491494516305165	7.09453351112504	2.825986292767319	10.159741762277964	11.876615789456448	2.515838279024721	2.5456031598701974	6.200537457456178	1.5533072887240384	1.5643480257646682	4.670833326078306	2.0208973635031997	1.4191771190870852	4.206942042146885	4.519200040650917	0.24937068686766856	2.0359508130908854	4.038047253471795	0.9300516850326669	0.8986075971507698	2.775441956587068	9.312069324814896	2.1457355937977516	2.071500017582405	2.319518156884624	0.20044886606325638	1.7709238326613534	6.688347018422861	2.82566350034991	3.4487825975529316	1.461935226101277	0.10333974176207192	2.991134036581919	7.165835077671484	3.4469498606291915	2.7200260955540445	2
5880000	-5579.684495396472	-5406.589675916711	-173.09481947976064	-5406.589675916711	1.0116884528581664	1.1228986543308104	1.0	0.4468163495131151	1.0201078097152962	0.2387636904559296	0.47784693528305827	-72.33446612511959	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.904387346736855	30.066504351297773	0.8074457389351756	0.9928253195107253	0.4805048531914524	0.751844977534814	0.6989393675863008	0.8550858236442808	0.41397476908367287	0.9785334433623459	4.486133979960194	1.6556450060159436	2.0450590696100104	0.12042848160329932	0.04525273976235553	0.9436554711929085	5.896709150118785	2.659531210338799	4.501736312849475	1.6143915439162846	4.402956140900363	0.9880514739357994	1.9173542212458947	0.2298414751204074	1.2504974732612433	8.271650348682293	2.216707704534737	3.2587804218162466	0.6016246033320419	0.13216308853855496	5.669923370089738	1.6959543603025002	2.1378674512367106	2.0740517957833227	1.2316754625933395	1.5425678901350182	0.10291140730084679	4.67842661997578	2.2445804479901	0.0017548413835369702	7.41509742413077	0.07828549992523505	3.769730243054188	0.20795508844653537	1
