#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Cys" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Cys" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Cys" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Cys">
#                            <taxonset id="TaxonSet.Cys" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Cys"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Cys" name="distribution">
#            <parameter id="gammaShape.s:Cys" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Cys" name="distribution">
#            <parameter id="ucldStdev.c:Cys" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Cys" id="treeLikelihood.Cys" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Cys">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Cys" shape="@gammaShape.s:Cys" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Cys" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Cys" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Cys" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Cys" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Cys">
#                <LogNormal S="@ucldStdev.c:Cys" id="LogNormalDistributionModel.c:Cys" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="92" id="rateCategories.c:Cys" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Cys" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Cys	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	sum(indicators.alltrees)
12420000	-6148.739790931865	-5934.590382318253	-214.1494086136116	-5934.590382318253	0.7134339552489664	0.647504562992123	1.0	0.48698171420300096	0.9411567046405985	0.2810376086725476	0.5352325924690747	-83.2960884569339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8.482166655684237	31.450947137182983	0.4845467843093289	10.445883062711165	2.229395036373395	1.2510152032553492	9.053685079346467	5.694406412994819	6.4288088139442685	1.0359718183040183	2.843469861335779	0.548245649597323	6.625735986633414	7.677029307189496	4.678824930350156	3.7073474153863843	4.5836764347566845	0.9654148700076157	5.419658212487748	0.3107288760486626	5.915266422363817	2.308169775870975	1.241957181366687	2.765207554369579	3.3526726640574664	2.6349888487367097	13.623310142521252	15.980766685542902	0.18706924721531187	4.147865656886527	1.0453746318634551	11.190155848260876	2.9457869438792392	1.7861168620270282	3.480148136037154	0.5557197914379938	0.35765986957201906	0.4086140353901797	1.790378820531548	0.9623079832988177	2.381767173963261	3.5454886462169077	5.493757941825423	0.09780728495079762	2.299225893080777	0.6206629302893376	9.321484561754815	2.2892970614609007	2
12430000	-6222.324519861116	-5958.898397993419	-263.42612186769645	-5958.898397993419	0.7653164247671145	0.6102230277168446	1.0	0.4055904984110954	1.0412034735078064	0.14335733133563805	0.3651494162488686	-90.8270179892342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	19.11100173573666	43.04571401027851	1.09172276517057	23.53541228867444	7.639467480860436	2.047773584412861	20.39867857939959	30.50869209130631	14.484621841245486	0.6775903547301619	6.406565640759551	0.811340023284479	18.528266750956224	17.296962718444068	12.081970663858195	1.4654741043813315	10.327390613338972	2.175157127342861	12.210924603390453	24.762281772568844	36.328547729055735	0.6628481459013184	2.798229133225481	9.45012163127223	7.553840392798848	1.6971565726484474	30.69441032565993	0.17112871435024013	0.8740461687022725	1.0353690046896382	2.3553128834894346	13.124064023288945	11.110359301977354	32.50611435014564	7.841052854562388	12.29302195491891	14.596567990570689	11.394101506794067	4.033867069078999	2.168157062419028	5.36631245805918	0.28351492754293295	12.37787723630541	0.07725552578975142	5.1803403325105775	15.169396642576203	4.26710849651824	5.1579698785895705	3
12440000	-6117.795992523887	-5932.924952326152	-184.87104019773548	-5932.924952326152	0.6578990135600813	0.5713846934592647	1.0	0.5112080320707632	1.0057903093095846	0.34171828314557384	0.5639598759001198	-83.06571824143496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3.864173452780808	27.399915863901693	0.4756310001398092	9.744420906210857	2.7696953491486815	1.231221299759548	4.124536920057274	3.146524719200514	5.281479192699722	0.1370062489038697	0.5045853528722464	0.16404993429998227	4.8120812852453225	3.4973815122085523	2.4429295199767167	2.238443554789735	1.2175860428627647	0.43980867896568465	0.2521862445222222	2.394095605148688	2.706143770806396	0.06907662636656553	5.082297762941234	4.462190982338973	1.6201612140760409	3.6062146115783906	0.883298792355764	0.03460158939571248	0.001354599875029751	1.0111157764733592	1.524106124584736	2.318313973694492	1.760168891246603	0.4683530849872303	3.413426544936735	2.7937399838718338	1.186276417077655	0.9573992717686041	0.8156329142722964	0.4518454610755136	1.0850484148605983	3.2506697785531977	7.593199051266699	0.09441143724994525	0.8513947783988864	6.351772820030353	0.6674426962094153	1.0429223203835682	2
12450000	-6202.968368293211	-5955.576968421715	-247.3913998714959	-5955.576968421715	0.8310717452317744	0.5713846934592647	1.0	0.47684185161481213	0.984876366204766	0.2794069185108355	0.5350545779256142	-89.8588482274173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14.562512769279275	32.989540180723715	5.747743842631273	1.0045638563189025	19.174338169101382	4.6399769882623065	40.914865378578334	10.224910561894125	31.802932114726055	8.738510525603242	1.6004914568842974	4.43858972633651	2.965210291834596	1.5668299760177766	0.24616262323382604	8.43579183188014	7.581254240395925	2.741214760342748	1.5488941138448233	6.491916163276688	1.9261580337350752	4.707328378026233	7.337998720869251	4.187226936932948	4.252327496785092	8.48769723645084	2.6396393496064583	8.523694559253729	5.996062579475231	3.8104879571378447	3.6292812491998574	8.73679125889892	6.633367334072612	4.776413634135722	12.863829291065137	10.528480329966028	4.470597834876266	3.608052094658348	1.2581884091857805	4.919852323844348	0.24763190187440115	0.5070931263443383	7.098720139037837	0.10437404392345113	12.153050599601128	23.93727246707524	19.09688261069627	0.44522714964074034	2
12460000	-6142.998746183336	-5934.525501228219	-208.47324495511748	-5934.525501228219	0.6020082675473256	0.6614776896552916	1.0	0.4945995009745294	1.086552750612506	0.26779407851046	0.48040376045677224	-74.8913466677497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8.642975269221266	28.633659434640098	3.587813815443398	5.851029615649856	3.7270998037838	2.7538658330935633	24.283320826098873	6.068571442071531	1.2094066511145738	3.426515018792821	0.565545650962511	6.521581804075944	1.7598775449269648	7.6443580583248565	6.95482311544244	0.0501119418722659	4.499538915265362	2.4193659790655784	3.9831536230397977	7.84991688097059	4.740524967852187	2.515932699909009	4.355164694093457	0.7586927468559822	0.01951741308801253	5.037520548104757	1.5666484198002208	5.69157077386914	5.766071447684779	4.5916115539267945	6.811271024652121	1.1719050669353863	3.9369599689550867	2.8348421436233675	7.634792167510161	6.248742683085904	2.3364444910463824	0.18212686883327311	5.255762978030428	3.0558220729186147	4.017413428050152	2.633342275062864	0.2510849563882479	0.04519718453614997	9.876209270383152	9.565552557337977	4.592326991431545	0.26424610261277337	2
12470000	-6140.3948456495145	-5937.583952950754	-202.81089269876043	-5937.583952950754	0.754601427055886	0.6993059053124682	1.0	0.5458217225194444	1.0797145894350617	0.27666275660750644	0.4874467028377432	-86.90559756977311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6.049472816043287	25.585206191589926	0.6542357858648051	4.095307866006097	2.60870686810398	2.1322142437917457	0.7557884976112826	4.2475717941439886	0.2327439583306677	3.688409750590433	3.695358132770759	1.4407233075585684	0.6197377461692596	6.6289889842412	2.8057410065327337	1.68719653105587	7.049732772447561	0.10568529864266364	2.787926473712405	12.798810615505527	5.038496561861099	2.3040510438840647	1.6708670980154647	2.324802186897513	0.3525612344124116	0.3682792188749555	1.0965433467834649	3.983697928619672	4.703508448201487	5.352861638401367	2.4775741331384635	1.521345576181775	0.80366067127879	0.18476458480268082	4.497299663405845	4.373678949469387	1.635346277700581	0.12747595680407833	3.678663223344672	2.1388598237250087	2.8119059197523755	0.7709849064332922	2.3736335836992297	4.892263650328418	6.912649596430087	0.07774972766898654	3.0940062686311705	1.4289571207248628	2
12480000	-6184.75401787772	-5935.3170626021265	-249.43695527559305	-5935.3170626021265	0.6225655791622956	0.6993059053124682	1.0	0.4266209850835244	1.0084222756948262	0.21907250144968457	0.45807951127162433	-72.44019815051058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	23.002513063231294	27.90197614768592	2.4876658955931203	30.37591830840539	14.761941821275036	19.02821473199153	4.441230132946592	1.9748045402656456	1.4321569529722702	1.7381682506308633	5.0305223985956395	2.3404040429114272	9.460688967313775	24.01475548361188	10.668548502880164	9.80155007750899	26.80590112917938	19.317500515155288	0.3596206678108335	13.528136518663764	7.436839302544091	3.657154533733472	0.811534622605213	10.738587634558568	0.7516615462333205	1.4003447574178112	31.46658048292035	31.063250742130066	14.664475280650008	26.146216196188686	9.420726912186801	5.985682289487679	8.7230359839675	17.052963726587993	8.471791102512158	23.96376173328243	6.094839361066388	0.49917618114579254	37.13415141692209	1.465450448048751	7.823346515049039	1.2194069345647158	9.025503407762617	1.9367787884368148	26.28465611445204	1.0501006662126091	3.192511414526434	5.310797550925087	2
12490000	-6176.009742688409	-5944.871605175936	-231.13813751247298	-5944.871605175936	0.6693879569583794	0.6454408412269926	1.0	0.4613865017850389	0.9649720695761786	0.2441317311470475	0.49661959803847266	-73.79038799275213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.443600282189333	39.49257609337744	4.304424770239489	5.18258682381512	9.269230125826912	17.220334398476542	2.7887106345798576	7.554193378492268	6.162875555429622	1.0914202011881293	7.2267288503764435	1.469572494175292	5.940499173389157	1.5234236273325077	6.698931101274389	6.154530640901835	16.831800944942756	12.129729265881124	15.432574668695123	16.752799642716358	4.6696956090646085	2.296378578733539	0.4540237244093926	6.742909653500122	1.0954732401898764	19.642496762589943	19.75830682035906	4.415462238449169	9.208029519188589	16.417575531479955	1.0955822475170838	9.144701022544975	5.477316528556809	10.707794883821736	5.319556346844855	15.047181791906972	3.8270350406239837	0.5853097694420916	23.317054028398974	3.865018218289065	4.912388903847616	0.1651176845105103	5.667240062375529	1.2161305409677101	5.696930009722757	0.6593729231733355	16.807090550332404	3.334724201409347	1
12500000	-6197.562497199091	-5940.232945057999	-257.32955214109234	-5940.232945057999	1.1384729263354676	0.6845116966498063	1.0	0.4304404726271038	0.8621229958045865	0.20839164601072543	0.4934593004305668	-84.666458049589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.52299446899245	27.78757866471807	6.116181840115888	3.4810404770625207	28.342752141879103	13.325759278407313	3.96249493276808	23.286828494413466	22.178578669867765	1.5508052227083204	14.554039062100347	11.838150764976355	2.7446346208151833	2.1646413682765204	9.518549617379499	18.9825046437047	1.7606470481061132	10.344465985547373	9.852980708685203	9.136198125726166	11.297151249060336	11.702665508790272	0.569716311380763	9.581038994435714	1.556564209068394	27.91013629149884	7.496901253141034	6.273955615448639	13.083741948027802	23.327827220635097	1.5567190982047348	4.801004544059036	1.4230240085958534	15.214767155164518	4.332987974745147	1.3756622438161523	5.437856035674023	2.0125960447925215	33.13133578254181	5.491826550636036	6.980041563980674	11.039695121236145	8.052613903889863	1.7280068596629634	8.094800520335028	14.17071779424945	30.062798830082755	6.1159139889118945	2
12510000	-6222.2179673649725	-5947.34793972265	-274.8700276423221	-5947.34793972265	0.6832981121704903	0.6845116966498063	1.0	0.4192277873073462	0.9833766508251836	0.16964626363177954	0.40568328806940585	-85.1292380827205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.687117071185643	37.7841391069741	8.251205392653493	9.84384574332875	1.1021228289712444	17.977486558364543	2.995047707475659	8.153411350417327	29.920629030665822	2.092156961821728	19.168060352201575	19.620220077474023	24.259355664929643	3.3383008980437854	13.797032421638754	25.608876383446148	2.375249918602378	19.44164207202731	9.222061036417768	22.128338781372747	22.62420281527407	65.57780139703566	1.0304507038375335	14.374848576919694	1.4747293203849183	50.313838428718306	13.713177162128543	11.118590083881713	17.650986340786776	31.471054784425117	2.1001352402089797	6.476928845422172	1.9197701573534336	20.525905226565662	17.85719351888029	28.629266423647895	7.336091080832977	16.219298162077283	44.696750950351465	1.8267805103657409	1.6845211111060627	3.6229892691466006	10.863602980691226	2.940986448384188	9.47992376911118	22.01295871041334	40.55705574318501	27.673522552595493	1
12520000	-6214.84548062358	-5939.3560300330555	-275.48945059052454	-5939.3560300330555	0.7169580199468226	0.6597811646014852	1.0	0.4874782421311054	1.0146869773723461	0.24484904446085945	0.47273098484716497	-75.07714628234399	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	33.5655174289528	56.80460179448568	10.003063074602741	6.643646501157802	1.3361204393208754	21.794383172942947	3.6309423537072605	9.884505854626155	36.273238294615886	10.786050480867251	23.237734075990932	23.785894258225934	29.409989609708767	3.0853843833360255	18.273769898619367	31.046034311713523	17.91493208804839	23.56940139842988	11.180046288419556	26.826525099391016	27.427668686479294	10.273071251943229	2.1555908970832367	24.170800857709093	1.7878370138393007	60.996239382908755	16.624695372158218	13.479237592212481	21.398561942603695	38.15284325768603	30.719313722800607	0.23927051181574857	2.327366858404036	24.88387028002763	21.64855007291271	6.185558396490531	8.89365593394877	19.66290436613065	54.18655792816127	2.2146340806051565	2.042170825113219	0.10533342225306905	13.170112809220692	3.565403058676997	11.49265724124086	26.68664806658963	49.167941823442064	33.5490365851906	3
12530000	-6212.8022277779355	-5944.2673826282735	-268.53484514966186	-5944.2673826282735	0.5608860716014805	0.6597811646014852	1.0	0.4700632799372708	1.0273373135144266	0.19820617295675563	0.4215411127920309	-81.62110135914695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.464989343746325	19.00669863637324	7.588975654516776	5.04030327295566	7.524529405626682	22.173143926414603	2.754669536694146	10.972335781239156	27.519242883436267	8.183000936534759	19.786093537813922	18.045529764267304	22.312335080075957	8.641715953491383	13.86367294123768	46.641348248953875	25.02829985467375	17.881284169681347	1.4207728183686081	14.50874991723814	44.0975963692698	21.786174762672424	13.425379274018185	18.337544999096416	2.2688023371955737	46.2757229702218	12.612577517719687	10.226228222879651	0.5279200372191006	4.285754001873676	23.30567369486022	37.08779773302441	1.765692198062927	18.878525941193566	19.782135015109983	14.0665281313396	25.913872887745466	8.141051460330903	41.109454759207345	1.680165764829303	1.005456702473147	0.11561293510263992	9.99170601354872	2.704947155590533	8.719078882039987	13.805945593214267	10.732027438431247	25.452485901436273	1
12540000	-6184.191392741	-5943.027463222506	-241.16392951849346	-5943.027463222506	0.8383046462802807	0.7212378730144842	1.0	0.4242061683037289	0.9124389393589981	0.22192083876163407	0.48534890096216887	-83.30684577852615	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12.182571174091812	71.7873239720639	4.387877257323274	2.4113048913122674	0.03948010469672864	10.908936845240722	1.3178469167559401	4.143919831294394	13.165335769791474	3.9147862966405107	9.46576059890841	2.9549365182608924	4.497000730524595	2.107675496862921	11.094428826074456	14.02043913154919	11.973656860019618	8.554490800711894	0.6797044266677161	6.941054485744741	21.096498377562984	10.422608903334947	6.4227648532305235	8.772768136440064	1.0854057537478892	22.138524430827218	6.033916654125938	4.892275880662505	0.7314009966803274	7.037748273278095	11.149544369140672	17.742977602456772	0.8447154869798844	9.031575974211433	9.4638668229506	6.729493494741775	12.39731918163384	1.4187347085398547	19.66695731821079	0.803799237376555	0.2758958820690321	0.260114809802852	4.780079348061912	17.296517158351964	0.42081897232847393	0.6439604573643711	2.1705300318711167	12.17658946823649	3
12550000	-6128.26016209531	-5931.77662726311	-196.48353483220055	-5931.77662726311	0.9028866499858156	0.6949290121709265	1.0	0.48927094801481397	0.9181462861217348	0.27418607490086916	0.5164425187816576	-81.94216025870999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5.188136620628379	36.74823410998014	1.8686454903669685	2.030366659910575	0.2023547007158644	4.645739715379486	3.7937367883183657	1.7647524420303127	5.606662144965123	1.6671723774311447	1.162859291931813	1.2584054829594964	0.01265450568832175	0.050838381472971546	4.724734348355074	5.970821155584517	4.607827181994662	5.197682661166437	0.2894626574969206	2.955955557218709	13.635121766851977	1.4138233317057622	0.5131056692450688	3.7360191853210765	1.2884519477337906	0.41178929777562845	13.271897831116627	2.083451456344499	0.7596589677073758	2.208188285362696	0.7610056854714484	7.55612181885385	0.35973517325573745	3.846236511504468	0.6787644810864217	2.865859032500422	6.3689321663462914	3.3842377571929156	8.375478379797045	1.599731438302724	0.5130961417515478	0.20833521496458746	0.46366551128408545	1.443031763514587	0.17921227709595663	0.14125153583648742	0.3611992177291713	1.8418804007142255	2
12560000	-6205.99047310902	-5939.949785901903	-266.0406872071169	-5939.949785901903	0.8215141771448339	0.6551529593654747	1.0	0.356559516280582	0.946434079531715	0.08036349853867551	0.2945691339756147	-86.11801931878757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	21.853975622798863	40.88184283087476	4.83864093519076	8.957000655875282	0.8523782274776807	39.25526218085176	13.263623863841914	7.433662539853103	10.88985650339082	32.67310087092376	4.898309446512804	5.300778441116374	0.053304544396839314	19.68254231228714	17.163342369266843	8.628621490861802	24.646221498497887	2.0332545495564993	1.2193028679113886	1.481800024665762	57.43519118634664	5.955444677996883	1.9496210754205956	16.927610699677256	2.8499373558449625	1.734579085588551	55.90518386047638	2.7267968052361153	3.199909673910398	9.301546294480865	14.071900923575637	20.557328238814225	0.9119150234494124	16.201492965263693	2.8591580191440205	12.071851227976433	26.82783790873523	14.437749175593918	35.280007780364585	4.793633424872792	1.7707166891053778	0.6368485786160836	1.9530971371196642	47.11030713320874	20.06525139889296	0.13260033323541454	1.521478610999119	2.9944849965131315	2
12570000	-6245.448006717881	-5942.444401079369	-303.00360563851285	-5942.444401079369	1.0062444056004227	0.6377031564402753	1.0	0.37175886635002986	0.9788987244772615	0.1378353243596578	0.3664144052961468	-77.15738132693065	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	50.58753174568387	146.93268134408666	11.200474739230966	44.61350520421916	26.319281278438876	0.08279396803736148	36.1733116115593	12.46997456021577	5.588953844331975	22.955281282118243	11.338595269921617	19.30498124784505	32.964408687343955	45.561102988503876	7.320696654656255	34.365977416298556	91.29343266236121	4.706572883948908	45.73840733154288	88.80962458697879	132.95084645503144	13.785649435498314	9.405704732059315	39.183993724013796	1.0842695056031637	14.997133355069437	129.40918906945973	27.48136601206336	133.40199471217616	21.53119764465702	32.573603401975966	10.374017074262335	2.5850993875559327	27.415267789182966	1.123968470582415	27.94389303643871	0.8763413874639258	0.9125174089945783	81.66607963611307	16.71569103320109	2.8794632153872532	0.4235605367758793	10.213794532410741	12.088673330173208	4.570947577694474	1.7630314510808143	3.521915136301391	21.489735782437098	5
12580000	-6191.120347751311	-5941.55843697885	-249.561910772461	-5941.55843697885	0.9311147695475205	0.5876168655985209	1.0	0.2511754487498356	0.9811398876595889	0.06297228254454845	0.2522445016259772	-72.4358132727158	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	20.75986900240483	101.40880052017937	4.596397181821743	0.028193843275386533	9.236348808432007	0.02663080772232014	14.232422813023772	5.117368438429247	2.024097906685376	8.69258190725069	4.653078423715407	7.922285748470788	13.527776162935327	18.697147241763073	0.83943136109154	14.102945225486934	7.243522731175612	1.9314608392489232	18.769908548907924	9.518575221915057	54.55973163586459	5.657288792676442	3.859868061847281	16.080139683252767	17.00297621347915	6.154451761513372	53.10632323978992	11.277671369413106	3.9035201431654305	8.835869771529305	7.735345393207685	4.257239443368808	1.0164663391733886	11.250546297267123	13.378904340457856	11.46748099452738	0.35962878158586975	0.37447452404628556	33.51373464332577	13.451783806887429	37.47355026668995	0.52992864022001	13.323382077218724	4.960891865784155	12.742047597372144	0.7235044033291889	0.19738580552459611	8.818854851081943	2
12590000	-6165.974290823985	-5945.450165685812	-220.52412513817265	-5945.450165685812	0.9620927419780357	0.6773184410377919	1.0	0.3000014315812536	1.0578857295971742	0.1277679522673267	0.33482046641220803	-82.32034696092032	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10.056883558529774	48.90792524077915	5.806970052608746	4.850761767939418	4.474444634578649	0.012900993368597099	0.3296788680827036	3.482788529637539	4.675372537669807	14.396244968275882	2.254131174459354	7.033997896710916	6.553378042064497	5.910587540720502	0.40665302140865384	0.3420826113420884	3.509042598128055	0.13844970780097426	9.092869741073647	4.611166026087033	17.578106495178087	2.740609521106889	1.8698693929518237	7.7898416594359885	2.344408031674153	2.98145449400276	2.385978244136801	5.46334024364095	1.8910161496511675	4.28043709814882	3.7473005198389164	1.310982580436564	0.49241561269233575	8.251007835269686	6.481258772736329	5.555291368084052	13.310331189330968	0.3489033865259634	2.6577127060964214	7.076173264733739	0.10271556516278486	0.25671793152477485	6.454361640763224	2.4032479123480677	6.172740732090904	0.35049351889081465	0.03611375589990886	4.272194412528937	2
