#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Cys" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Cys" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Cys" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Cys">
#                            <taxonset id="TaxonSet.Cys" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Cys"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Cys" name="distribution">
#            <parameter id="gammaShape.s:Cys" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Cys" name="distribution">
#            <parameter id="ucldStdev.c:Cys" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Cys" id="treeLikelihood.Cys" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Cys">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Cys" shape="@gammaShape.s:Cys" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Cys" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Cys" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Cys" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Cys" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Cys">
#                <LogNormal S="@ucldStdev.c:Cys" id="LogNormalDistributionModel.c:Cys" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="92" id="rateCategories.c:Cys" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Cys" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Cys	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	sum(indicators.alltrees)
8150000	-6210.2703858884815	-5946.987940428727	-263.2824454597553	-5946.987940428727	0.8464066636937986	0.6116959858988548	1.0	0.5545206403102658	0.9787671848084231	0.2706850031740972	0.5195428993921212	-93.7649056701921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.53516451080626	38.648145582456074	2.215471568221121	0.3229309655732364	9.084876221760391	17.825418177555985	5.997655089223155	2.900711414211954	30.114717640679817	0.6152673095637654	0.9961109699623826	0.7846487905653508	5.008144018345503	23.450229456957626	10.904171431285823	3.2394724852269636	4.449743849632321	1.7824711172220205	1.5777984243667347	0.5917927544072799	14.363303669733508	1.595387246962456	11.679299103645585	0.9533483477603613	11.618520007366982	6.878953410431135	3.879141382380368	2.1654090010901963	10.398378616633078	0.1517859304401059	1.8898458665974798	24.34540987646745	4.525028445579371	36.702870194790066	13.462912033846214	33.58718333813776	12.935463785353077	11.482199312650033	20.994652714622504	29.916266599354152	33.9283574922647	13.018058302617083	2.5704850535529746	11.145401728567329	0.9087751297948073	5.777265090553588	28.60086868272276	2.125926965838103	1
8160000	-6168.973107088052	-5938.732815392671	-230.2402916953805	-5938.732815392671	0.6603687703145701	0.6092137119085739	1.0	0.28399723887016753	0.9825048049479792	0.1085354274416406	0.3225951385896427	-82.38198039576996	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11.398385255223001	34.82436779607295	7.456026364675888	15.261279608893716	5.9054432656063165	1.0694275328946792	8.316102141256303	1.8855498158021182	19.575473803464515	6.093817872844905	5.606478896437188	6.670661278968834	3.255444504074282	3.8826400865153445	1.8991994144703104	2.1057547186144907	9.01344393727495	0.7330318586467858	2.0304889904674472	0.38468312069879695	1.0968367646155186	6.774616049005756	2.788980931581741	4.294331850902829	4.59062182567617	10.16086927123536	13.59177237220903	1.6572751488724524	10.245115934529254	1.204740797174493	4.035454635172136	0.1899626405037853	8.550670166587436	23.857971460424178	10.383165359836594	21.832681129964396	3.699631354014554	8.84579108971531	3.4480905471067103	5.716183632286374	1.983788937841629	12.031989169661603	0.1313419095933901	2.982726426325318	0.5907312151752498	2.4570707343766993	0.10844667650840868	17.98794977586127	2
8170000	-6182.03257664449	-5936.1707060081035	-245.8618706363866	-5936.1707060081035	0.6363563815576455	0.6092137119085739	1.0	0.47428940255862456	0.9526560282218581	0.24338686502100973	0.48491515078020797	-75.8037704031478	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	17.410124654391645	63.9709317208363	11.388485783629376	30.693253922967667	9.020093731832036	0.6291413625858274	10.04100616804469	1.7837850695531594	29.89997543125048	5.45968797333054	2.252421724825565	10.188903234416857	17.546232817231076	5.930423159139629	2.900875677484618	3.4869200628375836	13.767316948812626	1.1196477175425372	3.101410036760201	0.5875727950796845	3.115708082997267	10.347685857063528	3.55312029051322	6.559249503984236	7.011808816478667	7.17442362731254	20.76034859111685	2.5114892006436187	13.398683210110423	3.108632556269716	2.8140766045733776	0.2901527871531473	13.060466912246207	36.44114914755765	6.009009161381916	33.34767964945645	5.650891912007845	13.511240591563734	25.980898809648856	8.731014732099617	0.6662203407275186	18.377904114805297	0.06414282974268852	4.555876795660734	0.9022948306409165	17.563022859316987	13.329083457260882	7.75057271006904	2
8180000	-6126.512118817488	-5937.9000185796085	-188.61210023787947	-5937.9000185796085	0.6006855414652528	0.6092137119085739	1.0	0.34606832292179085	1.070828584160067	0.14206326276237202	0.35820782440346083	-79.33134091580011	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5.121773857293138	21.209152279286105	3.6513363997605714	9.02945318649753	6.019553726788909	0.9581457653193413	2.953899751627452	0.524760386133286	8.796083631650314	1.0179660980315632	0.6626256235851063	2.9974086490737535	4.508557484664442	6.178889771021289	1.0540259644994803	0.891280465925969	4.050119423798071	3.466585076012325	0.912384096171195	0.17285430408085392	3.332940338665757	3.453524382339283	1.7681885098796781	1.9296238998780078	0.8019233942732594	2.110598063193453	6.107354932433147	0.31554129486413257	0.7915275073293065	0.9145088432561216	0.8278553009721563	0.08535820330768673	5.101852602004686	8.29771667163256	0.0769627965538508	9.810341810900757	1.662399956338644	3.9747859487044592	1.703840931924792	0.015231289206347682	1.217043415545351	0.7577290362754046	0.11688435279152691	1.3402644227005935	0.26544037833650247	2.8262766280939067	2.363272860496546	1.093128241091872	2
8190000	-6156.024468438715	-5935.2508322707035	-220.77363616801216	-5935.2508322707035	0.655137546470327	0.6092137119085739	1.0	0.3810699567497122	1.0492102613535141	0.16232460729002654	0.3814814147157513	-83.00657334170535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9.567085821675828	52.62362980103165	7.104863588417823	0.9610350919646495	7.191784474784815	0.32161720751763595	1.728976523584439	1.4546968656461399	2.881737190437766	13.71950029766507	3.351164655078791	2.759031918486612	2.368684889979558	11.541698319589106	5.27625313333568	8.900059389690572	1.659193475604056	3.33992037189754	1.7042644196351067	0.3228787540927408	9.28078632772228	5.937520870434934	5.186442534797564	1.4323229791552174	2.0280708931513542	13.094105091126837	6.588290204526209	0.5894072507612269	0.8738671590162156	1.7082332863358307	0.9851683220927917	0.1594426617383458	8.422782469443257	15.499506564199239	0.14376067749621554	2.3927031568488055	3.105237266498018	7.406671996713133	2.743463495001808	3.746879033275451	3.675854919039048	1.912303678352604	0.12425072332402491	8.818427049765354	2.1599812763840314	4.932521832706129	6.330256295138933	1.2711136046701992	2
8200000	-6123.566612936752	-5948.4421003257585	-175.1245126109931	-5948.4421003257585	0.6455014099981587	0.6092137119085739	1.0	0.4571446687192369	1.0176317324083322	0.2638720175363634	0.49008828328140525	-71.46150051381754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4.483236209058013	40.68524038856895	0.11819005890983349	0.4503510685259645	3.3701452214472507	0.15071317818978452	1.6307068402129303	2.15223832319838	0.06155145099929859	2.500698411957359	1.175842458714738	1.106838486624189	6.650697248968665	1.7149222965908033	0.8794989767752335	1.752153484091059	0.9312856937587134	2.3855461583385993	0.3028224781052337	3.4943986851943167	0.49156323100390475	0.8855071786324763	2.4304210709097718	0.6712014884057659	0.5252870573652005	1.7839318683420236	1.7214057589991263	1.2794332950055491	0.4095032659090221	1.4892711413751283	0.15718702000598653	3.6924939097273186	5.772558060466972	3.521204972229849	0.21640085105513912	0.25943090596988505	0.13434202160093572	1.0112033890254526	1.2856156104666863	5.289799359146143	3.1915900871930005	1.000041548241981	0.045487593607203544	3.5031897348122207	5.599118174821916	0.533654079453855	0.41070554873695303	0.5956570939681891	3
8210000	-6178.963892644355	-5943.684535352613	-235.27935729174177	-5943.684535352613	0.5999238157746356	0.6449258878576296	1.0	0.40422043161238636	1.047861698605392	0.23046875079822582	0.4361300095372249	-82.04112483530558	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	15.15763195938908	26.937659005909115	11.724596965082197	4.618546552154594	7.269232842840899	23.4725943853062	0.3470505256808823	6.749741214850198	1.4087368672471996	1.4276464914803928	0.23688665443761867	13.93777398909831	4.278141726821117	5.798079734936694	7.165533640851642	2.2443910575774786	3.148637532530298	8.065430640744346	0.0030803366490741338	11.814414124005657	14.616028612556166	2.993862309549883	5.125518073381358	0.36110200240969986	1.980709302181933	6.031398177575664	5.820000047056172	5.412080634198669	1.3845132179910258	4.558475659472855	0.5314426648388632	2.3623926927178753	2.366199254189163	4.18151165755398	0.6596068188359484	7.2262118302828044	0.4542046916896971	5.864530019356967	4.878202745330471	4.992625345837256	10.790631064489611	2.5471047654457144	0.22123077048802015	11.844136290858179	18.930381678218367	1.8042618663823882	1.7787961471646243	23.169354217561658	2
8220000	-6188.675057988436	-5935.372617925082	-253.30244006335377	-5935.372617925082	0.7194447606171654	0.6449258878576296	1.0	0.5512670670534701	1.0597855461661438	0.3730867507971454	0.5470240636245804	-83.48857949556138	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	17.595328274051155	84.83795356594733	13.610182186392123	5.361315207538691	8.43829290175316	10.645346482119937	32.43349053348097	7.8352550555640175	2.432112393597377	6.198140540104034	1.100548294944468	16.179289047574972	4.9661654464242275	3.6388126541639014	38.24026674070647	3.6272434031050738	1.8258533690533973	9.362537642799925	16.455011459601046	6.094172485763683	37.040274141542774	1.1208247558656417	5.9498194254455345	0.4191755209414629	3.5627714380094875	7.001385913729162	2.6818749705729537	6.282467845867835	20.652740353950374	5.291583531820323	0.6169108850069495	11.869498304042779	2.7467385902244437	4.853995036530721	0.5232607823880906	8.388353119558296	0.5272512669067686	6.807681512526468	5.662730096721957	5.795554486658439	12.526013058805063	2.9567378741279127	0.075281394464449	13.748946188864434	21.97482303790944	5.837139387228267	2.0648675351027865	26.895519989403407	2
8230000	-6189.361504417836	-5931.856800455367	-257.50470396246834	-5931.856800455367	0.71067665212378	0.6130969195149965	1.0	0.4043750828221181	1.0303031794693822	0.17554628921276644	0.4022993214770326	-85.77012004626329	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	19.253669311966377	45.24403651914079	14.89292742999652	5.86661348259118	11.132144003796757	11.648659103468459	35.490312635165076	9.238119548261734	8.678844475336929	5.348694938417288	1.2042738051076172	18.944149732676653	5.43422127536988	4.6373914948684964	41.84437134445297	2.09353783110009	1.9979381135922316	10.244946890883051	0.06874346685934933	6.668541782424089	3.8923408508423045	1.2264613009765652	19.824980174407443	4.7765923035837305	3.8985588693287827	7.661259114284422	4.23331265765645	13.134666053262137	22.599239239388794	5.790309670355371	0.6750540819629492	4.669008497362564	3.005615790674983	21.81641020957913	20.366240991852496	9.178946509009446	0.5769441399004351	26.957872605393185	7.986429256086214	6.341779353452965	0.32102984210637314	3.2354072844767785	0.21083308387279762	15.044769792605154	24.045926814838275	4.681711128636139	2.2594791114249944	29.430394237829567	2
8240000	-6196.9198806860495	-5949.878167493951	-247.04171319209857	-5949.878167493951	0.6853946189008935	0.5985771035350484	1.0	0.4294579167159843	1.0543978823564741	0.20862272519404357	0.4326293613103234	-79.52671001048168	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	17.220204029758204	55.69965710387086	13.320019409782313	12.66297704012339	7.3692272221348665	10.418392628679698	3.199640919648546	3.060268850062577	19.153842436917127	5.420445991647823	1.0770851153425396	1.2295800977667868	6.667366942191701	4.118996426354739	16.14764800272313	36.31719919663963	1.7869270214122437	8.509716158511281	0.06148316488926011	26.412320410801406	18.117593359029005	1.0969292915139484	17.731176221928227	4.2721152369415	3.4868148021084227	0.6634883286294787	3.786213760371102	17.440302684495474	2.188085987205902	5.293459625438006	1.6062598355921476	25.210830377634665	2.6881793964498186	6.561620707912988	18.215272087432915	2.360767452256109	10.032145714890616	12.113198453819225	7.1429470939110455	13.930276456757849	4.615619404843493	2.8937015929441006	0.15787722308418237	13.455825028031727	8.937295980815994	1.4372782183359918	9.286281187267116	0.4690662709341162	3
8250000	-6251.641336182218	-5930.545459097015	-321.09587708520337	-5930.545459097015	0.6724811883403923	0.5730509554732931	1.0	0.5729081648280752	0.9161149570769298	0.3100969222002227	0.5805012904906857	-81.83442394353249	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	81.12238306863249	63.17549050186589	21.7400273809138	15.660881952674185	34.71557436838414	36.43239215110907	45.08870785175396	3.821615181378138	90.2315292384859	25.535092114902337	5.074023000734827	5.792409168453065	35.332126660467495	19.404114224177935	76.06969607738947	171.0861114141513	8.418005854993917	40.08828541306061	4.4150039995217725	0.6813075922212393	85.34988007186229	5.167506612094863	52.85194407309359	20.125439173984983	25.438133120713147	3.1256165294925986	17.83641369857014	82.15924229234626	36.698958659812654	24.936874078323623	7.566903705989033	118.76529661544963	12.663701218589413	30.911033789061484	73.55346407076688	36.27989736242806	47.26027440077455	57.063872382636795	33.64959494033143	65.62391601308629	21.74364745107985	13.6318924388737	0.06553314203797717	63.38883038448003	72.24846560508912	98.87670471608114	43.74659315619596	2.2097167751052837	3
8260000	-6188.332219368801	-5949.119834324728	-239.21238504407302	-5949.119834324728	0.638199196753585	0.701139888109774	1.0	0.4405570140333494	1.05648848659706	0.21703222734321057	0.44108847741246576	-83.35043349435071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14.141486812415184	57.74782009260593	3.789784013724492	3.544767034890999	11.398488373367083	1.5899149908707138	7.859993054382648	3.0301649582886316	25.14549445874027	13.57576919515025	0.8845182628581832	3.216222677718752	4.836983659922168	3.3825809231424495	13.260687904011903	24.311345039910616	3.361948176881664	5.646069702289398	0.7696361777633607	0.11876749629561169	22.492590127292775	0.9008145944896939	1.055612608023902	3.508324360148389	4.434448427811594	0.5448664506698601	35.72212349321503	14.322235090311244	3.540561420242278	4.347067511849618	4.655413405125097	6.417837312099382	2.2075727685112145	6.265480296019524	0.9284624881371932	7.5670489882495335	8.238546772279168	0.11730258043503096	0.6659383854247123	11.43974952132463	2.118152129600695	2.376350642824435	0.33202542454066164	0.30061599965714825	12.594560032922173	5.951837411649071	4.459495062934439	0.38520417488088915	2
8270000	-6161.0860366074985	-5935.444773675718	-225.64126293178012	-5935.444773675718	0.6722310403203471	0.6562335486974209	1.0	0.43187253736102527	1.0134538587600628	0.17004619428741263	0.40300456140360996	-72.45143016280413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12.519596675441509	37.70017086748527	3.3551328773444045	3.1382169480421576	10.09119331207672	4.042773492582586	1.1419318750728598	2.682634693300022	0.17857055120957654	1.808225233288815	0.5131685863532037	13.037719779780002	22.866022686782117	18.092027586535963	9.395751614335174	0.004040829668923304	4.954021047658994	1.4865015170476332	19.109872995493834	7.8099102763043895	6.77176727857936	1.366208825787975	1.4254487655108434	4.4605928920999585	17.682511446425988	0.48237560129654916	5.805538774091234	12.67961489481662	3.1821694309994744	1.1850474933409758	10.702105814917077	2.099307811061826	1.9543857771153281	17.032592717135362	8.107741920685168	6.699182526763757	16.358742220817216	0.1038491224802344	7.020137868674566	7.403811618126262	11.253484747642418	0.14332034308870947	0.16100681688246712	10.257796730176407	6.178629797834155	5.269219910188777	3.948034623562089	5.83244803221371	3
8280000	-6184.180220443308	-5932.278340207946	-251.90188023536183	-5932.278340207946	0.8132705302695722	0.6180660096729864	1.0	0.39973215333937984	1.011447576874093	0.19498773623182702	0.4306855353782604	-76.20557241623983	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	21.925986610180168	97.34982115352163	15.917813622486412	7.43439627655433	17.673042924406428	7.080243858033955	1.9999033236989217	3.9371555887341128	4.834060945238553	3.166805072167575	15.029314265051609	7.7847523754419905	19.72099432438674	3.378101998735284	4.455522362869227	0.007076839574922376	8.67614204941559	3.2274478814006935	4.933853450894783	10.305136137664949	2.190494574196029	7.269748909985129	2.4964358961656727	7.8119848874603965	30.967971194249426	0.8448004555811904	10.167433402651294	22.206231847016408	3.889238721764362	1.6440030497165627	7.436738842184333	4.350463556175114	3.422780900299732	29.82974687875814	2.167111234143564	11.22958052322754	26.40489560526362	6.4711139961338535	12.29460124798702	2.758130020761229	5.253191819590927	0.2510016899900373	0.12483254149018275	2.5124437833164386	0.3715352197313274	11.677395924718995	4.679702845068816	1.2600368820766477	4
8290000	-6201.724907000602	-5948.471468848451	-253.2534381521505	-5948.471468848451	0.5837908759825919	0.6559421409280057	1.0	0.3373252861866643	1.0435439846714363	0.1175478249130722	0.339108834733785	-74.26930775404729	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	24.15747366500374	74.3338280147447	17.537827155796744	0.8024945648821074	19.471692499739284	7.800825914161876	2.203440726921668	8.809876106035176	5.7293015192863015	3.0565647468089274	36.44566622143654	8.577034814524595	21.728071329655272	3.126917512391326	4.908977007897764	0.007797075164830582	9.559144443483111	3.5559169393959977	4.952402966798758	11.353927158941834	2.6100653292003115	8.009617581478246	2.7505072173122476	20.54402742612007	34.11969376266661	8.99694693517197	0.9279694926892865	24.46624047440566	4.285060630033989	1.2736150091232177	8.193602683774612	4.7932259860116435	3.7711297069605014	15.237715436924853	30.948637124260777	12.37245559718415	29.092217447362913	7.1297027004595215	13.54586733771285	7.558452479628726	5.787828173718754	0.2765470408976016	0.2732182483921592	4.671141573918292	0.4093477044318592	17.351418044834322	5.155973149564198	1.388275398360736	3
8300000	-6205.853213335103	-5932.928911080014	-272.9243022550887	-5932.928911080014	0.7474655003859524	0.6742880203977238	1.0	0.462494809066222	0.9594988805198859	0.2347190933024311	0.487538235168597	-89.75571703388492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	26.041619868914843	55.70581312719734	18.905678402109515	0.8650845984696146	20.990374296348506	7.712508719719222	2.375296631174888	13.96381751654299	6.176154607416269	3.2949594955550037	39.28822188815799	9.24599498025629	20.416006616565156	6.311592414689409	5.291849427538093	3.2173562578608625	52.628099681407434	3.8332583326101433	4.113850917948228	12.239469209102245	4.834502453843559	10.843139554663498	10.264435850181846	22.14634527709821	36.780836743634346	2.676235569258693	1.2627041894495203	26.37446874169374	4.619271103842913	3.4504863281189393	8.832657313702837	5.167070481146708	4.065256477845461	16.426170988812757	16.030551804844	13.337437100207124	31.361245733471005	0.23936512177270583	31.779989949306078	8.147968988863951	6.239246009607773	6.4732990856476125	0.16169471123702617	5.035464175961707	0.4412745082889332	31.858253755777383	3.9801535099982286	1.4965530211816138	2
8310000	-6121.25777353888	-5930.409726388798	-190.8480471500821	-5930.409726388798	0.7571734305675377	0.6409222548810857	1.0	0.41726932548004997	0.9529042622297537	0.1470406239037854	0.38554140844194573	-86.50178379155544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5.240873865095861	22.410526211342873	0.9564629444169093	0.7364002324977689	0.4664741492995997	1.5521417479773978	2.6402061657850253	2.8102171311844533	0.5995626408520481	1.6470306442012848	7.90675143620835	1.2926138073125906	1.5231190823104837	1.2839810027024021	1.0649842637443645	3.0067804053281515	0.20318931964219464	3.9386284583421816	0.06901387771775755	1.4835640120973637	0.9729432227576069	5.23425580733851	3.30664603737132	0.16815690506139455	1.4838084356578154	2.527896260787925	0.14186580587024547	1.8716475174128038	1.1433119704235575	0.6944100908444244	0.5429100038992738	0.3166228356135771	0.8321288849285783	3.428271451279473	3.226147237382786	3.4739881446003715	0.9058557749340667	1.4224286081885056	2.6363960576688275	2.2468347813389262	3.171654226858573	3.720140636522924	5.6288213087660255	4.908572338572423	0.0698920840884829	0.41056209884470907	1.4596828522401388	0.6458886126370194	2
8320000	-6121.330943835702	-5933.870013615986	-187.46093021971606	-5933.870013615986	0.6851078628342663	0.6409222548810857	1.0	0.35282203342073953	0.9983835070569672	0.1303159857675992	0.353195207691152	-81.33489808438267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5.543959445709996	30.905235465772726	0.9485521657302585	3.1086454888338366	0.49345086959877593	0.4497593353264192	2.792892232898252	0.037548520242539934	0.6342360170474631	3.696279978761191	3.2431394107533817	4.120143889436378	1.611202757531333	0.9271708991514795	0.8647036061744606	0.13915012061496596	2.0927329359032627	4.16640373472697	2.6899556048992816	2.3941792790397933	1.975075580665475	8.465023996234091	2.455420874905088	4.056340139505332	0.6575065768097447	1.0764442740222873	0.15007006364256828	1.979886980739345	1.2094309767760563	0.7345686008535278	0.9601924128667649	1.300838462437895	0.704767328933857	1.8211540753469835	6.420350970195205	2.546322932692814	0.7623787212826262	1.5046892409936972	0.3890509179784399	3.094070655829213	0.5328748200456721	1.5661699455020743	2.71121557331009	0.4683814574410247	0.05479557194941895	0.06765483654149465	1.544097939527422	0.41678085391317077	2
