#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Asn" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Asn" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Asn" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Asn">
#                            <taxonset id="TaxonSet.Asn" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Asn"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Asn" name="distribution">
#            <parameter id="gammaShape.s:Asn" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Asn" name="distribution">
#            <parameter id="ucldStdev.c:Asn" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Asn" id="treeLikelihood.Asn" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Asn">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Asn" shape="@gammaShape.s:Asn" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Asn" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Asn" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Asn" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Asn" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Asn">
#                <LogNormal S="@ucldStdev.c:Asn" id="LogNormalDistributionModel.c:Asn" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="72" id="rateCategories.c:Asn" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Asn" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Asn	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	sum(indicators.alltrees)
8380000	-4943.917270304534	-4795.30644772799	-148.6108225765434	-4795.30644772799	0.9700905794589219	0.9619050530921477	1.0	0.2569343138802096	0.9914838804425627	0.06690562062505698	0.24804068747983707	-58.33926392312646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.982018803695859	21.006531050836546	5.710661910097027	0.14949270875261123	2.6248764712298156	0.384669854523375	3.5619644065325358	0.2752447471059598	2.238512960761709	0.21699843583783926	1.8702550008091943	3.2490435646807554	0.8829466901502184	1.4350958943055852	4.140714255827441	1.097491904900632	1.6881537992882425	0.2982050400295278	1.038811411394993	5.723042475195504	3.8087552156758093	0.598960173195077	2.245835204206246	4.496110112668049	0.5529408120335785	3.0951366343331914	4.938735266304432	5.658747914574853	6.378855880489425	0.9127940916107438	4.212680487236685	4.738088467467896	3.116114856880345	4.759452613292436	2.3136420769626396	6.5125879445167145	0.25057661861285035	4.960109328023857	1
8390000	-4947.277486122596	-4788.182053835032	-159.0954322875638	-4788.182053835032	0.8803534549578657	0.9619050530921477	1.0	0.351390321660036	0.97264049782912	0.11074477503716562	0.3414456848446092	-54.50443303025352	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.330756239561978	13.80927975964163	3.4782466370011815	0.2081884656464806	11.231072745182866	3.971021155616125	6.229161864849409	0.38331489244783984	8.35314871687608	1.9488685987356262	2.604578659621904	2.282668137831709	7.393087431553757	3.021606607911398	1.0859719937447232	1.5284033425255927	8.47065726232106	4.411623784752122	2.191707115300473	1.7877220018678845	5.3041978501224225	4.906941785871494	3.1276240102939625	1.2466970541424083	1.0089438755818336	4.310389130311241	6.8778452534938355	1.498767672771661	2.2562905641591984	9.567643573397334	0.12023806352754583	2.120264913989719	0.31103398601089743	6.628170331157885	3.0243795467056263	9.06964428479539	18.386883137936085	6.90761147521214	2
8400000	-4998.39858605124	-4796.273400308406	-202.12518574283442	-4796.273400308406	0.8282874588599475	0.7312960495469626	1.0	0.34022583425149305	0.9513987828885908	0.11175316190438442	0.33814237441050127	-52.97398324087409	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.145958334733756	23.985685751222608	30.217776415365986	0.7533578742043401	42.80653382043054	14.369672435625631	22.541057334782405	25.494694550143926	28.589226111344914	1.0372625493304615	9.425017068633727	8.260140687865942	20.2423132191458	13.365657001772943	0.6273905265388192	5.530732403816788	3.711731191517565	15.499744355518244	1.8527098064351402	18.013164858624183	11.744928841906123	24.090983806142425	1.0957428309901576	4.511340431704722	0.1161877028355519	15.597720950203197	4.860353791489714	5.423491759638374	17.058189744662915	34.62180097834482	27.72918941815723	7.672462849434256	0.8286020950761257	2.0404276476899237	10.944122860111735	5.08443625725185	44.530141613236594	24.99611820777781	1
8410000	-4927.286025331181	-4796.365949759965	-130.92007557121644	-4796.365949759965	0.8664122803151334	1.118904768029839	1.0	0.30572228437524934	0.9472238953078469	0.08321647113208161	0.30452402139604423	-54.381791065436836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2.92911589594338	16.851400937463094	0.26709025143526643	3.0372177654901362	4.159273932227049	1.0506226745146767	1.7787630080443455	4.56678261487844	1.1273833814329983	0.6387600120779899	2.675499159135221	1.0929464454465494	5.536717766930664	1.2986669041638152	5.226174966820084	4.6177820527163265	0.22952065965867485	1.5060243589104034	1.3417461054392175	1.7502395159503816	1.9471110610882993	2.34078753881186	2.9283048392903868	0.9228621760499482	1.5565698862874806	0.07850153209899136	2.109919440225442	0.0013786028071279708	0.03923475626122507	3.3640087492263655	0.6496289553227427	0.8515761298594953	0.732763917674924	0.07153146185303415	7.573590363206759	0.39034464498321897	0.6148784425670135	0.047126860672837986	4
8420000	-4947.758874515729	-4792.081222539879	-155.67765197585038	-4792.081222539879	1.002585385746456	1.118904768029839	1.0	0.3350238180021761	0.967352760312917	0.09995446710199428	0.3215997158626182	-70.23372008880818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.688268830532845	12.060715386597234	4.821623420698529	1.1218096289027517	1.1418798437657076	6.321172740541231	0.7530749632902249	0.885619234518069	0.7330048474607019	3.721597027694004	7.1421260520434595	3.4854290136625536	1.129139076236643	0.09834371296907785	0.6523365087530592	5.036517036138875	0.5867193931172747	0.033022532641426044	1.392987586619557	5.4486729406076515	1.1168104367157365	5.716893462484208	0.8983425315785823	5.536990733357536	0.8455837207518614	3.1431959786212897	0.6284821362988186	1.742142537127078	1.2741375987550363	0.6343379104004713	0.42212245373530816	3.1524408475186814	1.1532690126096872	3.6560783141124893	0.6296326808229177	1.6141676872747264	1.2126498621323512	5.922805450672928	1
8430000	-4981.884085273054	-4793.983249021783	-187.90083625127045	-4793.983249021783	1.0147530850123763	1.277384949853966	1.0	0.3161581020571551	0.9915496610086686	0.09378131141388003	0.30833160784623936	-61.75400812840973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.919973981745999	31.360648607815733	7.271548892874926	0.002684391977773707	48.877107257031234	14.643799992034037	1.198190611156205	6.649171782331152	3.4222732317698363	9.10725834861624	5.829084744927573	0.38350364651146873	2.7631581824367557	0.15708543587491336	10.154316321521517	10.416453041415208	1.4357828242820962	17.052804212738174	0.931669293458061	2.913190805134007	22.373826541554177	3.1107593011074663	3.1416708438861125	0.40166080335602855	19.812706698178207	1.557917006586841	5.825257512986332	2.840561512828352	23.848040811347314	12.838814493287387	4.78010890080512	7.298844176142741	3.274850654245547	8.946925070505909	10.32276197646885	9.906131129417842	2.5949538304310993	9.212343790133852	1
8440000	-5019.152631542913	-4787.837279331264	-231.3153522116487	-4787.837279331264	0.814552593509135	1.1185811310065534	1.0	0.3510000383389246	0.9260003937605354	0.1538095947937845	0.41229933983261186	-58.272782162563075	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.89205118012441	17.15362211474054	7.958766016650627	25.613617674729603	25.67265981082755	56.694388917472324	75.59505675429263	14.803023189437369	75.22915153092049	38.337042567813135	37.038587291488376	1.4847583891078513	10.697739980113303	0.6081661043996518	43.30505654182869	7.862304008339673	17.828600687039376	66.02099965148456	29.089335648725324	7.233281841990299	25.72726403641261	0.47588480722029414	12.163175457931294	6.2387712883023525	83.43427988970316	6.031573274739203	43.41515814268667	10.99741182206115	7.0423277499931105	49.70627449962945	5.61320638350924	28.257932407938256	12.678789435763566	8.250870593559851	39.96521958199252	38.35220716099692	6.481663839503846	20.71241767464623	2
8450000	-5082.3864904786315	-4800.447642202817	-281.9388482758136	-4800.447642202817	0.8278998783468817	1.1185811310065534	1.0	0.2183441330397526	0.970358931346445	0.047174615041260026	0.21963521360358654	-60.65410655375934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202.60793613517598	18.822575888770377	29.921094512191402	96.29476147952492	96.51673123346573	284.4480632474945	284.2006955685774	26.43465591420655	282.8250696551986	55.515987209582036	139.24709793303694	5.903481001420183	40.218306247747286	3.0103321805612007	162.80597858173326	29.558444214209345	67.02687892331373	248.20689114727395	109.36177284536663	27.193626395689805	96.72201659944798	0.6958790572583918	45.72763185696571	23.454749764813357	313.6723669113525	22.675785873477565	163.2199071227059	41.34492681767043	26.47573175948816	186.8714489207014	21.102929570493608	106.23610048695235	47.666089970981076	31.01926584112096	150.24981382937088	144.18567059448046	24.367907780214562	77.86863007688774	1
8460000	-4953.29684368165	-4785.503361213927	-167.79348246772355	-4785.503361213927	0.8584057464651501	0.7697812955282642	1.0	0.3174968968432479	1.0084746603519759	0.083890753994161	0.28089725816174066	-65.16637361283364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7.1629310309136835	18.69941237347995	5.226103588792045	8.289936611469827	14.782879179278103	10.056278632439195	1.590016344081754	2.752199666614324	7.282287769161893	4.9635133223293275	4.92289383019908	0.23227596918899515	2.415702030526127	7.497791541283903	5.755786363784494	1.1786679661327433	0.7139894482264396	8.775020744988245	0.010221279380806966	0.9613940799574721	8.581576518404137	1.2048288157195608	1.616638910826899	0.8292111262641136	11.089464575516127	0.8016719057595049	0.34876488954329393	1.4616942698412412	0.9360138808168795	2.5876662939053	1.1534142363132296	0.9883277931770884	4.473464696644692	1.375066324959007	5.3118800497003456	5.097490423204567	0.3171825428370313	11.698012348481583	3
8470000	-4980.675717935564	-4798.1838587488555	-182.49185918670793	-4798.1838587488555	0.6237988332904439	0.9355103499247446	1.0	0.2432728860349898	1.0160892221381397	0.054327881607373035	0.22843577932596754	-52.9817336423652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.17372572828999	15.446410575764665	4.492692290253431	15.49660190429877	10.712937592113756	0.44147144515833836	5.075104691051204	4.785824041502106	3.249593644057547	9.106854673553181	11.988095905836968	3.0049048801224085	3.821600206163388	7.285526797824093	4.146223093177928	10.093092862347289	23.13978212944895	1.4755365597679426	0.713377914272397	1.6974216047675819	21.773100604867448	8.117565579464694	0.6534522178144643	9.653361154463802	23.225609242147662	3.20606491593878	6.827014585028707	15.559372531244414	2.0937199093976226	6.634090587045581	3.6460550332555	7.279086883797014	20.03990773141163	8.403472292144286	2.9967960472749646	6.572862782935585	12.49721888265506	19.97572582127869	1
8480000	-4928.93103084295	-4807.947043820244	-120.98398702270619	-4807.947043820244	0.6861997378961668	0.7970302876612013	1.0	0.31606930334806654	1.0246871021543738	0.07092736972527462	0.25832535370448123	-52.93889387333339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4147986181931427	9.669727058107641	0.489659567383158	6.665308277531148	1.5355298932352017	3.5912528205625907	0.9546741974863908	0.8992446330582219	2.5592692802230355	1.0871584980356834	0.43541625356004493	3.729681916734985	0.5212703924200341	0.4055866128311987	0.2667769951071931	1.4027068595791106	1.3025928997902212	0.334324901143186	1.5907785670470238	0.25500817372745993	0.8287913063985018	5.877069104529255	2.539438836761414	0.6934757272113	1.8640354658099938	2.056364042405881	0.12527355698595163	3.5695929582948063	0.13204719239325802	1.9230769319401038	1.0145180189824208	0.7414597795898155	0.7708218179489444	1.3592640346030829	1.4226232026973042	0.6342776578682475	0.7394891123940236	1.7256514047053075	1
8490000	-4960.2676867334085	-4797.350596925579	-162.91708980782946	-4797.350596925579	0.728254052258298	1.1235507606149675	1.0	0.2815951361642224	1.018395457412553	0.09244447165778252	0.29206952785412527	-59.72168519002678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.806077592236308	6.9587821012145294	1.406126758385763	4.698846204206656	4.409491440590439	6.971223611559982	4.532750635679596	0.7528780676130191	3.5153839181427613	0.37402723404578775	14.00209430743814	2.209097996105003	0.14230468692511808	1.1646993689775726	4.650579820835562	4.028071298527415	3.740579891998929	0.027744856900962248	3.249611786131286	2.6233905522385017	0.5492403145576663	7.982210222209656	2.905327292754731	1.9791769813585665	5.352841691755448	3.978153044323453	2.0535678680827774	5.392430852824902	6.943258607144823	3.0584678864697357	0.20872186422150527	4.681881945013159	2.2135239590191467	3.9033190773360293	3.6604518238792645	1.8214180757074887	1.1435548896070726	0.837563067929304	2
8500000	-4933.757590623566	-4789.662832398165	-144.09475822540102	-4789.662832398165	0.8265156315950807	0.9320264634039475	1.0	0.4015298598376437	0.9260171736977664	0.19267244031005668	0.4399890810837584	-57.724000313227215	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5.0639263262894305	17.520147679335455	0.5071364250158786	1.2254141802725027	11.128492692313081	3.2410583594735884	3.267731988957041	2.6635053056272	0.6131055211459316	0.3052309326462244	9.081331211034888	3.093242590556435	0.07348712507078388	5.454946588375377	0.42384044725824915	3.2486446466768926	1.931661340889151	0.014327636096939626	1.0604046138817051	1.7376436878708603	1.5571052173137938	2.782711571077949	5.666712265097722	1.022060688997878	1.9313584781526292	0.8895834109208899	2.3994191474070217	0.7915109407323196	3.1854187014589703	0.49913553417233836	2.438878292652998	6.947137284376835	3.122543732080205	2.0157009823457837	1.4771483633320501	0.33447564821799813	0.004179069928453147	3.0294302588893496	2
8510000	-4955.100388123763	-4796.22755547274	-158.87283265102258	-4796.22755547274	1.181248192817748	0.9804328545900958	1.0	0.40431446762815026	0.8976107959201127	0.24650534309492206	0.49716780177941533	-67.34863348259599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.490999987029433	13.61677747228692	0.09514001631651497	2.5474891302598186	1.0288562329835511	9.977561884135861	0.7677647371768187	0.31763144491473044	0.07473112887875807	0.30658352392352267	5.474686515091576	5.199653813467491	1.6887134089130933	0.10285853029007652	0.43901039038517403	1.530807744389687	2.2000060204538974	1.87309292063993	7.661395521854583	5.559137654970503	1.082204597300073	2.932967526662389	2.6462599334323715	2.0910965177981504	5.805554099379855	1.7881023238702856	2.3800366465643155	1.235044682199453	1.861447859063471	9.461989436516925	19.23098531155753	7.533034305883498	0.49168039795222546	4.7049776065997015	7.616209693889861	0.6406232575997626	0.04769960665005101	0.569717529604176	1
8520000	-4951.538865335921	-4792.504269561258	-159.03459577466273	-4792.504269561258	0.9295360664164679	1.3539043986572332	1.0	0.3063977827105852	0.9790153250856554	0.0864584171167711	0.29889911764104965	-61.68195609895906	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.3833577315518975	20.773894523921456	0.43935732339019984	2.9614887040795184	1.6272897993007254	12.202051265223165	2.350323382623812	5.7438686613657195	6.106048863489544	4.258522130612823	1.8384050049542013	1.1653274194532959	3.6215601628056704	2.5002700615949207	15.203562620046943	4.290388661322381	1.8718944547204788	2.214767017419731	0.08056491136504772	3.024623345065019	0.6095440977661881	4.306755061410215	0.6565235342038906	17.30030838693424	1.3516281130077443	1.4046137165446988	3.362548117611939	1.628908274943348	5.052921502424706	0.3051197964320765	1.3298011747390852	4.3984145691185725	0.6368834742265425	3.9166120092243037	0.45097151636673716	3.6051110773269777	2.377091454018101	3.1414570177689445	2
8530000	-5004.44809917377	-4789.415285734283	-215.03281343948657	-4789.415285734283	0.81003036073849	0.7749873391038277	1.0	0.48856637618842674	1.014323243209528	0.1940089127472507	0.42116134802154803	-52.5439374839625	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.26836477914021	38.704347713014386	50.743352997365925	58.807614927279936	1.4934832097264132	11.003657308853988	7.227357058787204	44.69476550646924	1.2007397193980671	12.196635747467786	11.309276619342429	21.772884185301194	15.390843172435046	12.614654537310301	93.5274299222705	13.136798455454338	31.77499420530494	3.8904451381988783	5.844254445957655	29.237733726955245	43.83072605803533	26.49377269425708	10.418128199377223	0.8702279408863617	6.572141109909064	8.997165305981591	35.90930130402914	3.385451740799404	9.486234605192976	7.901784808192593	1.7742614224352562	40.45438702368058	14.50550091991882	27.46297490192062	12.934915032421662	76.07654125632236	0.1624642349861292	3.3720863897466193	1
8540000	-4950.788955831585	-4784.646787416769	-166.14216841481502	-4784.646787416769	0.898478128635162	1.0212141676793767	1.0	0.6462509631427016	0.8579891270077158	0.3508659549103452	0.6465218685173862	-60.151619828998435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.357374589017118	20.90934075785829	10.79956375283006	2.6752364088460663	1.3574334534303831	2.9431874236101323	3.0805410922330574	0.43282705677770916	5.4433579885277465	0.6557775561988874	2.4069212346948974	2.4330947787744557	5.808264622889413	2.5854201320658188	19.90517737636175	0.39537702723169516	2.358371432910831	1.4580927956045542	1.026212092945049	6.256487316814624	16.45032028657634	2.384746076184917	1.1982612901387417	1.0477744890985503	0.866048485651387	2.0801026635766817	7.642474646335991	5.173859494637751	0.7624775523691641	2.695548342220152	2.8883584799422675	3.60198612271308	17.327673871813477	14.460248869680486	7.940996012680874	0.6760065544805208	1.0119711497348889	0.7176715726296123	1
8550000	-5004.086139293412	-4787.557180776713	-216.52895851669913	-4787.557180776713	0.8173733126098826	1.022560635281991	1.0	0.4510016947145984	0.9140696905134308	0.11604810731150351	0.35431073731061064	-62.76775076744801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.893527995031487	17.08631674763239	24.6138848918691	16.991817052779997	21.474296085635828	9.823166344964427	25.1598743530297	27.816516891492736	19.067536592694665	12.771612520060094	9.467221895737465	7.436662805477816	3.4025400150520366	6.5367042155068935	66.4354118006469	1.319608216696751	7.8712876736469655	15.403998110848969	1.0394115637822317	16.818321769761315	39.83105320219274	19.176374816578495	13.513527342178975	3.49704643878927	2.890518717602754	6.94253934187237	25.507481832756095	17.268245322603207	2.5448409337236213	18.397861770048138	49.03419204427784	33.89273251091509	69.10856868472503	48.262448017062226	1.2819101832465967	0.7821093457176747	2.9572036475579235	15.365765555306497	1
8560000	-4906.647355352186	-4804.772023244756	-101.87533210743041	-4804.772023244756	0.6754491836951381	0.96507614873668	1.0	0.29155829067959427	0.9619614931985916	0.08831676652939605	0.3006434403702672	-54.76859663008791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1.960148802216944	8.774970070652165	0.7342274757833087	1.5693103967225948	1.323004814705418	1.2332547428665857	0.017654144346981045	1.927702419757635	0.6421544701101757	0.034330578348724765	0.5071117467426338	1.985859970403774	0.3548524639206822	0.4593507476269973	0.2841124920714759	0.6001113799546839	1.326512860234848	1.0824779300671827	0.0548440160338691	0.04257468092941434	0.11957492229695	1.0067926969635377	1.0581334542720378	0.24574630321093893	0.9221942291864367	0.4878698090015409	0.9101969283064473	0.11527167991390447	0.41686226874186344	0.12465960615346615	3.4457567655259367	1.4628869012927517	1.2246674338170316	0.6562273355691742	0.24739971366556657	0.05496080300363053	0.3620462600939827	0.001498550430333823	2
8570000	-4925.781648310408	-4786.603858922501	-139.1777893879075	-4786.603858922501	0.7849837170316619	1.0682321083537833	1.0	0.353569378107454	0.9893715010169157	0.13428331576490224	0.357233391050108	-61.371362682433606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3.990401526806622	8.474687317684648	3.2422199486751695	1.8529610875155922	2.0659900810084317	2.8017386355990315	0.18508110537117725	0.618539682534377	0.9807199325196639	4.384951704646176	2.1289791692534394	2.755444600567523	3.129886172639578	2.969446463614967	8.641986991972503	0.8579437284957663	0.21904809007763323	1.1151727813512935	1.6242289069778653	4.809208116921383	1.1484723562477412	2.3770619636014207	2.675956568913546	2.8760966600324633	0.16249626810854592	0.20872996357198884	1.7534853345733323	3.7744486108751976	0.43800939522561666	1.3945760167824255	0.14877478971631639	0.4226055533670851	1.209520264866015	5.569174943463608	2.0034205211204887	6.736121438115542	2.2477323432495897	2.4359227483433066	1
8580000	-4950.11544445088	-4806.426387113768	-143.68905733711162	-4806.426387113768	0.898100906195913	0.9646099798721633	1.0	0.34043346458352586	0.8861858744458101	0.11891984260580592	0.3713075828968386	-66.28416421585709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.007446519936979	8.738657766781829	1.8059464290021123	1.4506522106447086	0.5788593757368012	2.813706257272198	2.8473145278667342	0.9792344675935606	5.849589480143374	0.4021594926804975	0.7028912978419085	0.6604656059048784	1.2987632147103259	0.010510369266956055	2.8280454050123964	1.8067618318739151	0.3087637662003493	1.0725365933453406	3.5381715835914034	4.829750640966821	5.540040665878367	6.197028174022445	2.6873869127092407	3.275702064699639	0.7721381726684666	0.5073132793949051	2.524739292702928	0.8355190093008841	9.129979000917508	2.015259262082559	1.8133197345887622	0.14543508519143505	0.8506034624338821	4.217250520802294	0.1610528396874869	1.4019785548507253	3.9925323439510807	0.6018379130520657	1
8590000	-4923.524809409727	-4790.967574424558	-132.55723498516878	-4790.967574424558	0.7648506190186762	1.3079583493502867	1.0	0.2928103683188632	1.0256626250756036	0.11533728177427054	0.33202810948011696	-54.98965585084162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.760357202432909	10.727762250292045	0.9843563306500449	0.613557564066469	0.5900913273416918	2.404605523090743	2.690733043945755	1.1540690500605408	0.8461029582144748	4.37991386030787	1.238474870856496	0.7845525045404599	1.5427721349849606	1.0705181287282526	4.284560532162947	0.49661936219582953	0.15525827472760106	0.16711980710941787	4.202915871141226	1.8766096126739236	0.35124757228439607	0.4872892557011083	0.19012758574039018	0.764239399358529	0.5954543105766948	2.511614833841825	0.7581678955559745	0.6448800797310816	1.08394824916881	3.822134679479829	1.8460666605625424	0.17275912525175252	0.15025658752320634	1.8002950948292313	4.3320692248110015	7.742760928593123	0.9197667206169001	6.485120565029231	1
