#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Asp" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Asp" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Asp" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Asp">
#                            <taxonset id="TaxonSet.Asp" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.7" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Asp"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Asp" name="distribution">
#            <parameter id="gammaShape.s:Asp" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.8" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Asp" name="distribution">
#            <parameter id="ucldStdev.c:Asp" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Asp" id="treeLikelihood.Asp" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Asp">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Asp" shape="@gammaShape.s:Asp" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Asp" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Asp" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Asp" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Asp" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Asp">
#                <LogNormal S="@ucldStdev.c:Asp" id="LogNormalDistributionModel.c:Asp" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.4" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="108" id="rateCategories.c:Asp" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Asp" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Asp	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	indicators.alltrees47	indicators.alltrees48	indicators.alltrees49	indicators.alltrees50	indicators.alltrees51	indicators.alltrees52	indicators.alltrees53	indicators.alltrees54	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	popSizes.alltrees48	popSizes.alltrees49	popSizes.alltrees50	popSizes.alltrees51	popSizes.alltrees52	popSizes.alltrees53	popSizes.alltrees54	popSizes.alltrees55	sum(indicators.alltrees)
7130000	-6881.840139712587	-6597.729805756036	-284.1103339565518	-6597.729805756036	1.126767934108123	0.8731914284694854	1.0	0.4233126288296439	0.9502405204356799	0.1666147371478666	0.41960046714671884	-118.16644768857064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.419843320358257	18.26349878687414	19.143019501831073	2.3089256474281545	1.9857805430336508	1.0327687935074048	6.618557594060769	0.9138702653140323	10.217791706684752	0.3821466201087435	17.74821539167054	3.9716635434898904	4.010620911801976	7.909705000984608	0.5461166976006058	6.477767966836606	21.39251861078177	1.834356221522439	11.999646009806405	9.491577748533995	5.735388038186029	1.2369893631173468	1.7988036656305137	0.9803658235794865	5.069931973852757	1.17215485642752	0.5124429300970643	8.861700954480773	1.5289835734673096	1.6934198515558263	6.711441705349381	9.948067886658578	10.705761251314385	17.952446299155408	3.674783127959589	9.779116747946745	0.8312155139879638	2.814371958059487	6.679112074246178	3.3918272656409063	8.393054123781411	1.0774033005053099	5.873905978240088	1.5254273779487693	0.9914784425063228	4.3964687139932686	1.6063380624671089	5.024930596068873	7.623319852745558	24.550964475111346	5.925157296790798	4.192980195708844	8.664799267609895	0.3085541300502395	14.089685935302237	3.778819590647857	2
7140000	-6838.733915778223	-6581.039710688278	-257.6942050899445	-6581.039710688278	1.096125824148797	0.7628061598254001	1.0	0.3618363420936817	0.9452174272497972	0.11533764363076872	0.3540931542412661	-113.86997493223656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6.601821270063325	29.38583544918291	6.556296003419332	1.4927245692785727	2.818459897746608	4.714850233468618	0.19266568523131494	0.6404786099350036	9.258514762496327	6.906303036053734	0.46502212172279944	3.3232150619836927	3.859106589852457	5.908425722913738	0.3827414859825181	4.379283497502364	2.4974860732911943	1.5039193880425055	8.40985519255511	6.652095765893091	3.18423937386652	0.8669340253909449	1.9955929229720752	1.3607816682891951	3.553220961798577	0.8214952839233542	5.991397218620847	1.961196712275508	1.6522153822309111	9.915818169709398	4.7036598270596786	6.972023200029055	0.46969087149118377	12.581827297624969	0.8890626437755595	6.853615156156534	4.598962684783215	6.10485179056769	5.593256555107109	2.377134802050744	5.8822043372442705	0.06572421677560683	1.9097914354832102	1.0690834833647849	1.6966241037858012	1.611066759061191	1.0084218147726143	5.9074425586247195	3.9081950607768934	0.4413237089269677	4.152598736529376	3.054656876082486	9.636263559857985	2.816722617638138	1.0724513337345905	3.6664932463189635	2
7150000	-6893.939792901888	-6602.383034632675	-291.5567582692131	-6602.383034632675	1.058649292729354	0.7214080137242738	1.0	0.4501301243724128	0.9464989936439117	0.10440408423015962	0.33925173775376444	-114.27436703033162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.752162038123902	29.432913682028733	4.61058382694699	2.8833657875664476	5.44417303100878	9.10726475363993	0.3721554911516619	9.638767413415941	18.585407957853498	2.0265990788325254	0.8982426522831993	2.000777695327656	7.454299433907312	2.5232021306794503	6.077062226552953	7.023196673200414	4.824175904153433	6.70714711568175	16.252409203622072	16.51798637967223	6.1507173252102545	10.568773672666158	3.854712703488432	2.6285031997489905	3.6588520123879644	1.5868107520040047	11.57305916672977	4.698804106039133	0.746411616307611	19.153520652566005	10.073105683943036	1.4561320493214693	5.05076122220157	24.303217835139176	3.139943098634561	13.238530315046173	3.815421935736826	11.792209462723504	10.804005590845154	8.444572173717274	0.26353687963382455	10.405539992315562	13.776036267582707	2.065055271031128	3.2772207250402814	3.1119570684146014	0.8421949982316318	0.0988015539888805	7.549119349476791	5.8211315644046655	8.021212601992062	2.507522559966151	2.839164588758653	3.059357492500902	2.071560653694342	21.667598606566767	2
7160000	-6918.536425515792	-6588.434776125437	-330.1016493903557	-6588.434776125437	0.8876060290388806	0.8839520738081834	1.0	0.36647279385770637	0.9452005666982741	0.14548193234414303	0.3936253651811711	-115.06926192765792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.869303592576305	19.001717993250736	3.732256639508062	6.5275803460500885	2.864307272643192	16.564138808260775	0.8425135930347942	23.000137046036176	12.711574786076264	4.587967427981267	1.7366427859921345	14.225122027143044	10.734189227411107	5.712214769405262	13.757710562713793	9.309745974912843	32.00837811571523	4.1631511542313175	36.79342640153396	11.294740628275788	4.760184566612	23.92638478442005	7.0340997242566	5.950603249923553	11.111654893944234	7.470275816244314	26.19996182453807	18.39002960767174	1.6897827593304489	24.201351992724053	0.47972245055153745	0.9999419909998152	23.66023825240854	55.01945253374229	7.108439361646639	5.374082991266745	7.302605213554223	26.69609074828699	24.458920494072384	5.493871424556089	9.228229279048541	20.150785404579405	2.9154298163341643	18.620994631818352	7.291728398499055	7.0450824814285475	11.802936690667272	0.22367438940910325	13.170387065321464	20.42742357100242	15.348690467864357	18.90965974522392	6.427514347537587	6.926003605128702	6.397565641338711	19.650981404967567	1
7170000	-6935.898066346294	-6590.398243232645	-345.49982311364937	-6590.398243232645	1.0446006088699331	0.8839520738081834	1.0	0.3911444857315649	0.9738830364951587	0.13156731296888016	0.3594948829536816	-101.30004394533181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.01517354118414	33.604047721407866	6.207456638902046	10.856614608473404	4.763890834090104	27.549330966314745	1.401261247977411	38.25362701234084	21.141780139516168	7.630667347045689	2.8883691108468645	23.659098688942112	17.853009752219617	91.07239256618594	22.881704024476424	15.483888178193817	53.23605486601051	44.169414068346285	61.19450537416942	18.785313945320844	7.917097387576594	39.79415415938524	15.801866995314798	9.896991342502835	18.480807351365268	12.424497479382127	14.468838356559772	30.58613659343467	4.400603080479086	3.974253787648562	0.7978701890390365	0.6178226722236542	98.2429592060177	58.7709368370623	11.822694248995164	8.938127884621117	12.145629197710454	15.258553757596085	40.679862899599186	9.137358960430415	15.348310321738877	21.4006193624542	9.663645421665946	6.230016054373592	23.415113585461274	11.71731963928405	19.630541196834734	0.372013290509654	5.598684061548151	33.97471243515466	25.5278079043769	31.450380898871014	10.690185713895398	37.37110008195431	17.793851582887303	7.656894550221501	1
7180000	-6940.170205702723	-6588.539842689316	-351.6303630134066	-6588.539842689316	1.327324690563025	0.8839520738081834	1.0	0.4537205376450629	0.8491115755144933	0.177249329722945	0.4570570258427727	-112.07677917780273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.810256902409364	45.66858012364714	5.405277907835731	23.02158245151761	4.148261579383816	16.20499646332808	1.220178715277876	33.310177905804444	18.409664983283697	6.644569593050746	2.5151102380148362	20.60167487295791	15.545896623309666	79.3032670525136	33.24517017740881	13.482932473901817	46.356452893157034	38.46147817923539	53.28644680447395	40.208751883786086	6.893984781957495	34.65162543234136	13.759819446349168	8.618020514620014	16.092565040127564	10.818901467694111	12.599055759911352	26.633543821867224	3.8319208648189163	3.4606679431125085	0.08434233970603941	0.931141584667715	85.54719394554178	51.176071777501924	10.294868212964813	7.783069299167662	47.39736696518216	13.286717625150596	35.4228755859473	15.905106558355692	13.364875105978388	8.957712599478874	8.41482947775015	7.02205668149114	20.389219536351757	52.194900922611296	17.093720797843226	0.32393866563823104	4.875175942620993	11.780161842250665	22.22889407495064	27.38610335194463	9.308711768979897	32.541698382324064	15.494383360412924	6.667407500773227	1
7190000	-6946.396822183153	-6594.601331929847	-351.79549025330545	-6594.601331929847	1.4398917461881557	0.8839520738081834	1.0	0.45534418912913627	0.8694247320591351	0.1612641818004211	0.41091571773738245	-112.78809365220853	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.41618894335606	131.3644985719314	4.707926622946707	8.293030173647843	29.917679786288282	14.114340756441644	1.062759761173818	4.044553730973691	16.0345783088578	11.44989222201065	2.190628243560003	27.728966309770197	67.14217613792403	69.07211222237999	28.956110015310145	3.127601394324342	40.37586641099328	33.499446312540805	29.762988594563616	35.02129894093278	22.819226011333516	31.346088896784348	11.98462343712222	7.506183569037956	14.016414451898783	9.423122200055111	7.727290004971839	5.7329002949282755	1.9623845421438195	3.014196683382209	8.804929416578993	1.6098992181645433	74.51049118321136	22.5292945840915	4.341907943895235	6.778951940412267	41.28248900384514	9.329182250236356	30.85286304903129	11.207933365438219	61.92986232270719	19.030170914392947	25.973735925056054	6.116119866974581	17.758744529516754	45.46107856534193	14.888408071067422	44.29575132225501	4.246214718866254	10.260367460358568	19.361077080313347	23.85293915831503	8.107766651366342	28.343395248550294	13.49540600361806	5.807225051911018	2
7200000	-6900.163500728766	-6581.701198963614	-318.46230176515206	-6581.701198963614	0.9853855392141778	0.8380052756801604	1.0	0.3727610559224892	0.9193912344678797	0.09894721967673133	0.33130569586324227	-111.66590117527038	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	21.382696650815504	68.95152508280309	2.7643795178389796	6.711985664218488	17.56693080545846	8.287596137274985	0.6240265729404089	2.3748631591256317	9.41511272460064	6.7230970393032745	1.2862833966402287	17.06403051981482	29.400832332490054	40.557457151256884	17.002320523108445	1.836451144394292	7.706828524937266	2.8223656677379103	9.729293789895165	13.157099583644213	13.398892134641258	18.405657745021177	7.03707814754713	4.407447646752095	6.744138384824618	5.53302718801125	4.537275945217684	3.3662190221634125	1.152264270217281	3.9923258206304215	5.170039485444288	2.314946733510879	43.75074043997537	23.62706393319784	2.5494622898208696	3.216280514492018	24.240069182771997	5.477867944041718	16.43506585029178	6.581024708777038	36.36370246576322	11.174051532646079	1.262544936350559	3.591236194401491	3.15342757973026	26.6936349076404	8.742109557163586	14.884647972009374	2.4932735654731424	10.493971473240796	11.368351550606944	14.00586324521648	4.760682538511338	16.64254937815201	14.405854217012532	3.4098607040175923	3
7210000	-6898.394164394956	-6596.170205546192	-302.223958848764	-6596.170205546192	0.9406708492293314	0.8380052756801604	1.0	0.44125669724223354	0.8764740589875735	0.18882884694047627	0.4619948839713599	-119.22340322606037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.911397370169063	26.658481488659838	2.057043679222509	4.994555775180276	5.382638711270935	1.2043888699729337	0.4643537217847103	1.7671948511312698	7.067136569624343	5.002824026242813	3.2561745900123698	10.191235130654539	3.9248187858013885	30.17981443573633	7.394200363112458	2.508771418391218	2.9061257580453184	14.079280709768552	7.2398099337127295	8.804480869357358	9.970449497359299	11.290320382650462	5.236465192349124	3.27969161424803	5.018481415732099	4.117263396945703	3.3763000860658345	1.1475745551279524	0.8574285544183587	2.970789119847249	2.1924429399570986	0.5426426295968693	17.70578357080938	25.978236634922933	1.8971184147652331	25.78718729342419	18.037639468301805	1.316995678501254	1.4206228695409813	4.8971044650843405	4.012620823591175	8.314890169098366	1.5821067266279647	2.67232833502675	2.346544035979906	19.86339885963279	2.8722485549497065	11.076037436498426	13.27361303576714	7.808825651351351	5.396232206249706	1.7353902197581297	3.542542498754013	14.132299731404848	10.719755073309246	2.537362313302008	1
7220000	-6873.8883564458	-6579.373956617638	-294.5143998281623	-6579.373956617638	1.141388380107477	0.9430571969712289	1.0	0.36853398446561036	1.0703775156622566	0.18285226957589884	0.39911290206059813	-113.06710310922908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.638135704400282	21.93682073727261	1.8924349524945567	0.2694533233175261	5.021163264372417	1.108011277035047	0.42719521335514865	5.564252810961565	6.5016102445936115	22.77089110197264	2.9956090226985905	9.375712224852045	0.20510191962483462	3.1803810101949486	4.0023475370976875	3.7308246746761293	3.962269978244944	9.371803288671725	1.775527464170459	18.673979329292337	9.1725942970818	44.06999234685524	4.817432832183778	3.74986814882187	10.181354250310182	2.9114037439115883	1.6199936106813402	4.459693774087945	0.788815416044778	3.2742283666395364	2.016999295072305	14.67203552509371	16.28893155218176	23.899406467967847	14.940522992417428	23.723645274778242	21.281422336558133	1.583945475818968	1.3069418018622754	4.505228425312558	3.495904533961626	8.482872562529472	1.481227263348928	3.5923415463702955	2.1587689148800395	8.81896287741724	2.3382206507566976	10.189710890286134	6.584489812206905	7.183947890760801	4.964414971851039	1.214153207701166	7.00378916193395	13.001404997364217	4.90305759793777	2.3343175341080165	1
7230000	-6961.1684569772815	-6597.808262608522	-363.36019436875887	-6597.808262608522	1.0814369048042993	0.8885940759169045	1.0	0.3123938947007147	1.012062933783629	0.10255716410418171	0.31119328486202524	-109.54086382945367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.408207227907205	44.59659299326541	6.904674211879416	38.46856201936845	10.968152633382092	5.3156455946157575	1.5586500181702314	20.301544759348545	12.240544528453091	83.08110372092554	87.54951541313665	34.20790676667907	0.7483279324205119	16.754841120005107	14.60282996250409	9.718541953169119	10.154105247724933	41.568506677977375	6.478129500927553	26.843182463947286	33.46681755988923	6.555190084051018	17.576722623937183	72.2646923783278	37.14734503368767	68.04933343509347	1.2997063247140195	16.27148798654036	44.121650399561375	11.946238964324507	3.420418809641015	53.531892968027734	23.69318454215922	12.203259989572961	54.51148726763589	86.55729039701707	77.64667832078118	5.7791299328380825	4.768463689518348	48.72182955697275	12.755039136758175	17.586441476463698	5.404355734233613	13.106895961095054	19.545736212010684	79.23392933389788	8.53115284500651	37.177834787887086	14.91892618240493	8.606334254912552	18.112996691391718	19.5488926506044	30.98178069739259	47.43648688435386	17.889130250535114	38.067823704979936	1
7240000	-6937.402847949179	-6598.242961473318	-339.1598864758608	-6598.242961473318	0.931651370578581	0.8037673963364423	1.0	0.34790093806716	0.9869469652110038	0.14633297455910468	0.37910619850320243	-105.10927225644163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.984628636359005	39.68520526200804	4.910696303174929	14.5569222913408	47.25674985749272	5.201894670153221	1.1085326616863937	14.438729147705413	8.705638371945895	59.08838800882253	9.327205362435606	24.329119107382063	0.5322207968882113	11.916266260142157	10.385727249720857	7.400639759441676	7.221734954020272	29.564075843121163	4.607332021105495	13.240488664406472	23.802046588617234	4.186537603473723	5.175460111244111	51.39561213500527	4.204684644544726	48.39759268558919	1.1393130985366224	11.572499071018365	31.379905678145928	8.496324333162784	8.618293529825884	38.072595582825535	16.85090855430133	8.67912111108379	38.769296101645196	61.56069829249368	55.22335225138528	13.429876287595572	3.3913949150061047	34.65161439155291	9.07155379293134	12.507711514598064	9.993047275283942	19.528498985738914	35.74950030280565	19.030462550286877	6.067469579624154	26.44137148988397	10.610539093246217	13.585808692858617	12.882204599719415	13.903432938996874	22.03465525928847	33.73746155579956	12.722987803997455	27.07434346668123	1
7250000	-6831.564179670746	-6610.858661167994	-220.70551850275248	-6610.858661167994	1.3859602164886131	0.7164869194692054	1.0	0.3241524186112639	0.9698139121034347	0.1331885619346302	0.35254649612645195	-111.51139562537843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8172577815336055	21.418186611801296	0.4934994588337153	5.612943179092549	4.749057779410018	0.5227633814314413	0.11140177173816283	1.4510172449541094	2.703266372015873	0.8279236784647674	0.9373356678190273	2.4449500380692473	0.05348542427161883	2.6741215919559744	0.9123652390651193	0.7437258365878723	0.7257468333656336	2.9710359852769512	2.5499649765704895	4.315797997520177	0.6252089077453811	0.4207252727816843	0.5201068456347315	5.164991929689108	0.4225489561037798	0.5744369718085053	1.133920709052859	1.1629760173132409	2.562511220575781	2.565416536309964	0.866093712675614	3.8260980025117255	1.9366056014253528	0.872206568486618	3.896112784078318	5.494074897028604	1.2658634771302921	1.3496327752639021	3.428551343446059	3.482307170754964	0.9116440136398065	1.2569600078326195	1.0042493198498024	1.6596037827350516	0.4837970266679462	5.496491384048911	0.60974916166138	2.6572204256741534	1.066304038607631	2.0007424117994055	1.2945946167423308	1.3972227577766776	0.1911071483576984	0.697334036573061	1.278594156181326	2.720830819948463	1
7260000	-6899.276828172985	-6597.347621660602	-301.9292065123831	-6597.347621660602	0.8052237026129718	0.7730250191923768	1.0	0.35566838051027794	0.9779861348785608	0.137950774092596	0.3722241060341072	-104.44241816052511	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18.911979612339003	84.68178987074675	8.970986441510965	0.21875430418025676	23.52843036603592	4.675297008806244	0.5519218655031858	7.188827719855897	13.392891295317868	4.928839181962099	7.4964205342885295	1.8255201883268506	25.1741261327957	0.3491428842175891	4.650592840272286	3.3811311472265797	3.5955940368313932	6.494813819522973	7.589446822708861	21.381915608351616	2.210601638579145	4.882783933622707	2.5767843367733523	2.616934902477409	0.6271726491874454	6.920163508870352	12.310180824377273	1.204088051036099	12.69554290893322	12.709936820761255	4.076813493652189	18.955777041927224	9.59459584534096	20.025291578139406	19.30265383079784	27.219495875786652	1.7381551971143556	6.686534939665752	16.98619711269781	17.252521570801868	14.154163967400697	3.939362042564913	4.975389075000978	8.222235620418674	11.642980454267056	3.135615610859776	4.684612129776229	6.494141685600943	26.678580055015477	13.078929045044857	0.4820954265752453	6.922311727753559	0.7615976700451248	0.09004289218096054	8.938832909448761	13.631890716464804	2
7270000	-6880.507113350997	-6598.612611860258	-281.89450149073906	-6598.612611860258	0.8725067344399009	0.7881297337523516	1.0	0.2562968806432853	1.02373011993359	0.08226205631478364	0.2834466616467647	-106.0609746292151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11.872739817563893	19.00657475794237	2.3446773131998886	4.671212133183668	14.770898540381031	1.2425893812555309	29.136637913191688	3.9822198506788813	2.01468618869509	3.9950243259479064	4.706173144802964	1.1460421739019802	1.1445039086935764	10.199028233432362	2.9195927619313564	5.922129455167246	2.257275724907762	12.929546664855243	6.219581999025556	8.520303634420065	21.008514730397135	3.065359862775025	3.423861989793893	16.7169835578454	6.548472419121316	1.255457696507955	5.819676711382905	7.481671649403108	2.4036158271003476	13.977966937205215	1.3651777830696443	2.508616697843903	2.233630817627209	2.816786996886097	7.06646559979466	17.088110241384673	1.0911953608717382	4.197735575386613	13.889172768742673	10.830949694626147	1.705088480096473	7.937669166693136	2.8175854770816167	7.168026214003521	2.8860223689661946	28.932324283764082	7.518158778339617	1.905006418495913	6.276223909754944	1.6091785979288327	25.786330776934957	6.820845095446426	0.44854653825211527	0.0396809956799814	5.611704304996179	18.390479594311905	2
