#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Asp" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Asp" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Asp" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Asp">
#                            <taxonset id="TaxonSet.Asp" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.7" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Asp"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Asp" name="distribution">
#            <parameter id="gammaShape.s:Asp" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.8" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Asp" name="distribution">
#            <parameter id="ucldStdev.c:Asp" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Asp" id="treeLikelihood.Asp" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Asp">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Asp" shape="@gammaShape.s:Asp" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Asp" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Asp" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Asp" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Asp" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Asp">
#                <LogNormal S="@ucldStdev.c:Asp" id="LogNormalDistributionModel.c:Asp" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.4" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="108" id="rateCategories.c:Asp" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Asp" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Asp	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	indicators.alltrees47	indicators.alltrees48	indicators.alltrees49	indicators.alltrees50	indicators.alltrees51	indicators.alltrees52	indicators.alltrees53	indicators.alltrees54	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	popSizes.alltrees48	popSizes.alltrees49	popSizes.alltrees50	popSizes.alltrees51	popSizes.alltrees52	popSizes.alltrees53	popSizes.alltrees54	popSizes.alltrees55	sum(indicators.alltrees)
13680000	-6924.8587915279595	-6610.792887359786	-314.0659041681736	-6610.792887359786	0.7546503846930452	0.7163874616613606	1.0	0.4365062837879596	1.031165748655003	0.17245916992105445	0.42049167882942473	-87.02105348643899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.93394833404482	49.068743730080946	1.8087296354023112	12.06317563734763	11.366656534908234	15.133487031560017	7.343265599029329	24.433518673901634	25.594831051795037	18.326701465091386	9.645565453010095	34.284131865557605	1.3045050728889358	15.489466384839643	6.308529182868194	5.0519883970607	1.8108371281004436	33.926515068735974	94.1642831521985	0.8644291304897819	12.827663254901259	20.478361306446214	25.239618669672286	2.164018904255228	7.796128949404653	9.259802129473973	33.46306692989715	23.888997951571604	13.449081649595513	44.70242482018121	7.36087263199209	1.1256660774623075	10.187583753555463	6.0902823207922	2.6016360106856116	21.77789189267958	4.239809357594072	7.176663458365833	73.3272091994839	16.28672558971584	16.75208476175051	27.28415396165952	13.967582427697385	37.49985408601589	11.89935636931197	10.774469728163325	5.082052766252392	31.419130325279877	13.735709084580261	29.38224418947139	46.06164257688891	15.287808247577136	19.236069236756276	59.67602783898993	9.411625265294232	4.190112356636423	1
13690000	-6948.466940106874	-6627.332606440107	-321.1343336667669	-6627.332606440107	0.9939849982652552	0.6234050760387085	1.0	0.48366785958154196	0.9749176139146276	0.23304819355077236	0.487696727131734	-99.59680496470503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.47248027460798	73.89743718034572	1.6493490074846493	40.13491407461068	10.365055842135188	13.799962872689608	6.6961958218599245	12.716183154881897	23.33948002274296	30.808527445204987	8.795622903039257	31.263101879984827	1.189555423383928	3.615707424631455	5.752637731364001	4.606820104798387	1.651270793318147	30.9369973603525	72.94862242648426	1.0079563743011504	11.697322387882876	18.673860501094953	23.015568046937858	12.56441518302713	6.801959427690287	8.443852056614897	37.10220256782151	21.783960571013434	12.263982983507878	40.7633615141842	6.712251368124816	1.0264752626827127	9.289879937670184	5.553622224399298	2.3723865015935317	19.858879776860395	13.527573157112032	6.544274235587563	2.551675717428622	14.851580999610087	15.275933912005726	24.879944119847405	12.736794799604493	34.19546288565798	10.850815530020014	9.825051021717153	4.63423527869526	28.65055694545787	12.525353542245265	19.469518721302258	42.002808479668715	13.940685697975235	17.54103603023731	54.41752894427004	5.273129093043669	1.9393113100966446	1
13700000	-6866.2517805526195	-6610.67299596256	-255.57878459005917	-6610.67299596256	0.8460195990500353	0.6234050760387085	1.0	0.3294916901613019	0.9471076205727345	0.09554842174547337	0.31783712201134734	-103.19841025556431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.459639592033566	25.75145956378244	10.338991498608765	0.2664892312028228	3.442328184396447	4.583091674930931	2.223866803700479	4.22315869192462	3.970719918510899	10.231788806507168	0.27042482053350997	4.581091935737155	0.3950620453167392	1.2008089260594277	0.27729856445147777	4.580880467410684	0.5484018685941591	3.4089558025820765	0.9074972624704417	1.6915765344318439	3.8847858758362492	7.090931134811846	0.8223576421194064	4.172755184701766	2.2589918475765813	7.837814576738269	12.321974868983304	7.234649053847562	4.072978951591546	1.0033127595967857	2.2291989948883777	0.9884630539170872	4.871046647023805	1.8444078449462602	0.7878908751768776	6.595312423550336	4.492628602724341	2.17341227974918	0.847434434828394	4.932343504603169	5.746884335681509	3.0181567840859254	9.29649232810798	0.8015644767655367	3.603653341724794	3.262987731113177	1.5390711787704967	9.515107412261512	4.159782462794609	2.331657424000543	13.94951012860003	4.629826989727736	5.825535687414189	18.07255035217271	1.7512535555433966	0.6440627125159111	2
13710000	-6873.516107659508	-6607.81010080869	-265.7060068508184	-6607.81010080869	0.9823548935089158	0.7826216251528907	1.0	0.3363979795951769	0.9705446019403609	0.1349080761861101	0.38044925012542297	-92.54732257869212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.472605608680889	39.463177453570474	15.243458299936057	0.39290268144324	5.075251888987691	43.5524698191649	3.2787937673980965	6.226481898454789	5.8542947352931956	2.5992732872718594	0.398705180831703	7.03141723386528	0.5824660765494882	1.770431941359172	0.4088395956624031	6.753894747989937	0.8085451097089061	6.813741740612105	6.41621578587665	1.8698787200892177	5.727596498213473	2.494414105361369	0.7689623491500661	6.152168677419111	3.33058094041984	6.949900268271164	18.167101705565937	5.278922337209997	2.2640982654093453	1.4792502938768597	7.615118581123617	3.538858080164355	7.181705918893748	1.1106976763642296	0.7939017589328515	0.03287626153798447	6.623779192771725	3.2044053290288192	1.9222637860003635	7.272079926122002	8.47301129295877	4.4498679670133905	14.500057800387482	1.1817994702800245	4.14443122839745	4.810838409057566	2.987311523215094	14.028751554514583	6.13304213635802	3.437716601011932	20.566684475798553	6.826059839910869	0.9862099276201636	26.645555101182687	2.581988828420323	1.489481675235999	1
13720000	-6954.422504762286	-6604.448978644284	-349.97352611800227	-6604.448978644284	0.8582675617169753	0.978029804964458	1.0	0.33607189343334637	1.0756880407309461	0.13495529490493552	0.35966939156921485	-98.76376137597502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.03720577840354	40.113003652702744	7.282020281199424	1.796743342607359	19.685781619190685	24.717833302105426	41.05779870566244	2.740607349974402	26.77168059189976	11.88647264347454	1.8232781631598887	32.154659921472685	2.663616449474674	8.09618247575145	1.869622826198063	30.885550031235393	3.6974755115716436	31.15923023411404	29.34134467003257	8.55095243805005	68.02733086270483	11.406951769967474	0.8980828542287485	24.984631047628	15.230741388001451	15.291428169370553	13.344056682721213	24.14050352286426	10.353717797089628	31.978978040440442	34.823925261950805	16.1831924195868	32.841929841093005	5.079218722372576	3.6305114915662444	0.15034309216524266	30.290531802423015	14.653740516097306	8.790509261847124	33.25521003362228	38.74706728022147	20.349239195426765	66.3087414536564	5.404367113817447	18.952477471429283	21.99995645762137	13.660970884481909	64.15345873455959	18.60462978858356	15.720672594929328	94.05141567285419	31.215560882780846	4.50993644369108	121.85008145596939	11.807430840405146	6.811397351846666	1
13730000	-6870.873922936016	-6596.120288255502	-274.7536346805145	-6596.120288255502	1.1649879553753593	0.9055550054427102	1.0	0.45206291745619087	0.985667823794193	0.19293925563384168	0.43271636539718866	-104.42045661517916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.170770922124508	39.37692675502835	2.7743783549896803	7.6568612458779866	4.200611429686433	5.274365788183351	2.680301931041865	0.5847990585937639	5.712621914723442	2.5363713674523134	2.8438521420781777	6.8612582724247195	1.6418207849443436	1.7275878246721466	0.39894575510652786	6.590451777992107	0.7889784716372403	6.648850484760769	6.260944582619782	2.644459331396758	14.515876945133286	1.5940725111422178	1.8036094874931072	5.331295895452458	1.165574335835189	3.2629310426703713	1.6912098112283045	0.8651615431773534	10.535998503138034	6.82377074301245	7.430834157953568	3.4532183868311117	7.007909999822851	1.083819003573439	0.774689487168459	0.032080662253617095	6.463484994494696	3.1268593287436963	1.8757453675135087	7.096096973242748	8.26796602911919	4.342182007464894	14.149159155906705	1.1532001475822717	4.044136779905694	4.694417033377996	1.2820332269643604	13.689258431659221	3.9699119926649717	3.3545245122623326	20.068974618129662	6.660870488396324	10.220649605865997	26.000737729062102	6.8279775612447935	1.4534365016226014	2
13740000	-6861.711815895124	-6605.382848925689	-256.3289669694348	-6605.382848925689	1.104210215955207	0.7648502266324639	1.0	0.36792297540210583	0.9264242566214869	0.1418784619206819	0.3790846888703061	-109.44231544496256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7.6667313063478035	27.44984687525258	0.939354322994953	4.823285081754453	7.992862959737345	1.1454745578108458	6.1610676756886855	0.3683823546701757	1.0406023576431311	0.47492475798063666	17.116191435666295	9.736747604436076	0.23322352976871177	0.9892610947443802	1.28294057093163	8.164048037679548	7.456210096076558	1.7464690292983898	1.358222760763057	2.719293706904845	5.33936925032994	1.1001661558581592	3.24963064581328	2.1274464352612794	2.9179462771281326	2.0554175027499633	0.582396650855188	5.549176392809437	4.777198006134143	2.7512092411044637	1.7441452065309102	0.25407320683513895	0.519481346126243	7.453897875303755	0.39165728195699145	6.212118448537582	5.673724085177158	1.9697018750592272	0.25096066823861435	5.377493831011321	2.700557019209568	1.443755367986659	5.8805873188755085	0.37491407085951955	0.176133834994825	0.4901057442560521	1.9661812371522234	4.505595526224198	0.7042550971780137	0.4866069757865359	17.788092007606576	2.8507843441284506	6.438291773453735	6.558664872546184	1.7273900908455402	10.233489348589318	2
13750000	-6892.693227030254	-6612.58478213097	-280.10844489928434	-6612.58478213097	1.3210254846366578	0.7648502266324639	1.0	0.3593217061418949	1.0407955081682103	0.20905419621851895	0.43910466331595355	-97.76483460147584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.61012255993228	31.37879978583794	1.9126059755103944	9.820622147712495	10.41618009569458	9.705212441209598	12.544462258369183	0.2503746322848063	1.4418573699660093	4.227722173526848	7.113754268793014	8.695169112301322	0.9467316727667701	6.481722761310718	9.011791668103664	9.83799108472956	10.74158920687655	3.5559607484745523	2.76545804359236	5.536715236921273	12.705353238632606	3.422746305944517	6.852586404552458	5.27462687335713	2.6282863290396428	4.746858109256456	14.860210450366496	2.204277431485127	11.781764685013751	10.356886088788771	0.9858097680833906	15.48614083506334	1.0577085796544259	3.3571718575479856	5.859241594208633	7.559791098052135	2.292645563012916	4.010481970425286	6.23262535372037	10.949038698912553	0.5090559393674162	2.120804428845854	18.613127619720515	0.8618485036614147	1.7224985180735808	0.7827418261616534	3.296693706328545	9.173778962568965	24.109456232403204	1.635164546786835	36.2180811157664	9.215611227818709	6.886326978084858	3.431636552476491	3.5171143932728546	7.68035441243891	1
13760000	-6876.710661118714	-6604.460228140427	-272.2504329782864	-6604.460228140427	0.9243986651521123	0.890431506626786	1.0	0.37360812904919977	0.9850384943956366	0.16932232513347248	0.41758550474280837	-106.8620766656913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.370355389860187	35.576750016899716	3.8276293854730707	7.153304757237449	7.587106958201172	0.39270965515109457	17.68585292002888	0.18237195375973783	1.050243561833622	5.108556632248451	3.6708265507189024	5.9941026106775706	0.6895958399343723	2.230929591809403	0.8738390016538095	2.343115772955227	7.824133748159548	2.590148623581617	2.014349384552751	0.8999203604510967	1.1550581553948478	1.3490128201130696	2.5781482583331576	3.6210338657598036	0.7062556100845024	1.0929423287163782	0.9976090284805124	0.25501538873506185	8.581793709433361	7.5439174234349045	1.854797133224128	11.280047561193536	13.158356326501412	2.4453515325457684	0.6889802593787278	5.5065238038929945	1.9147432678567438	30.16277670814352	4.539821196891428	5.674768296362246	0.3707944586408009	1.544786081965997	22.650498604580008	2.079581798480918	1.2546615334895295	1.1050505793229275	2.401299471452294	10.437891673613011	14.127335266599655	0.4797632826658	3.311287808518557	6.712617046585127	2.1184786346569116	15.148166392629973	2.5618530824961265	5.594341675039998	1
13770000	-6943.938902794638	-6598.6190089928305	-345.31989380180806	-6598.6190089928305	0.955261096770634	0.890431506626786	1.0	0.35664376303932926	0.9988941757637885	0.14168793436428953	0.3760353268051696	-100.13410257999497	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.7642704642917	122.37096065317996	41.25210190852135	11.361319895578635	29.202622923847613	7.134625338651826	68.07249413453414	110.46111470147504	4.042366462393648	0.5204782661938697	4.14122881536885	0.3615745100204679	2.6542405945245804	50.654794289701115	3.3633888387277704	9.018605742807946	30.114934297357706	9.969430243686741	11.561919896577225	3.46377546705591	4.781752806512752	5.192323361490916	33.52892414475431	23.00674500250951	2.7183637166016097	2.3396716399503945	5.3331812560856156	0.9815491303913368	33.03115233349069	29.036387268414778	16.664734038456647	20.1710195223381	46.44198466788042	6.7721603114017705	2.6518712372788222	21.194499979001662	7.369808539044673	116.0959242299868	2.5480366908669665	21.842069665268287	0.4110706805065716	0.9586600619651118	87.18131607090335	4.1997608923457	4.829167146503228	4.253317576453121	9.242553634525498	40.17523627171293	54.37583086440325	0.5717998810592172	67.05040788103707	25.83672874569476	8.153981890718054	58.30498944970124	9.860521272019675	21.53250920850236	2
13780000	-6904.018885533999	-6592.795918353646	-311.2229671803537	-6592.795918353646	0.8368496619335591	0.6315839962847202	1.0	0.46477095608914204	0.9700658799454419	0.19938632434900858	0.45597367635761354	-100.12728679840555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.96648145910981	36.63377271317349	23.533348700254066	6.481364353038128	2.3790267476537084	4.070135051845172	38.83374827582	63.01545399682039	7.9591644858103265	0.2969205437435863	1.7881789767000644	37.12230086045933	1.5141814975593701	28.897362369623416	1.9187338025065106	5.144901324210387	17.17985792521676	5.687324218964838	6.59580191026223	1.976002000246535	2.904053120634891	2.962097701140413	25.75613299204292	13.124804011260414	1.5507622224624098	19.788850783295153	3.04245379931043	0.559950569383204	18.843491358550036	16.56457234830185	0.9536515680671553	11.507089677793095	26.494054095588243	3.863357324571091	1.5128298352759904	12.090961077315255	4.2043015065766145	21.8462093046318	1.453594681797953	12.460384271033263	1.1253345561306454	0.6746110301478203	49.73487934731938	2.3958642824172225	2.7549256676056966	2.4264171043103744	5.272658301010336	22.91902231779406	11.590374647843026	0.3261983114841166	38.25067223623731	12.415588015166383	3.2012104839043958	2.1175421506575116	19.33458829933664	15.026498250677358	2
13790000	-6916.872907475294	-6595.339249497523	-321.5336579777703	-6595.339249497523	1.0235503146177873	0.789939150867309	1.0	0.4097286282328901	0.9816184369834972	0.18160561221506916	0.43002095813959407	-108.44546639534525	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.593336317847367	92.52837239221004	24.1242206659045	6.64409752561611	4.6629155745079895	10.701633997835218	39.8087804936981	0.30747800784793	5.626197785987626	0.30437558244455415	1.833076319630532	38.05436230051479	1.552199350828368	29.62291322610936	1.9669090973991878	5.274078773507301	5.122761911042154	5.8301207450076715	6.761408364719578	16.05915074148068	1.948920010889234	6.447002904040802	26.40281430894357	13.45433972008311	29.908076485431167	20.285706428839656	3.118843295752121	18.82312444518533	19.3166110543723	16.980473270362047	1.0729683809562405	11.79600804565631	7.362138052784905	3.9603579497458097	1.5508137512009896	12.39453920507567	4.30986250968839	22.39472081475524	1.4900913299304674	1.7066511054869642	1.15358929580516	0.6403618798575194	50.98361561072332	2.456019301408134	2.824095948689469	2.4873392391995846	5.405043454275302	23.49446986417554	11.881384122866095	0.3287646707244802	39.21106466400225	12.727316829822835	3.2815860205599536	2.170709097225261	19.820038387166566	15.403781427470836	2
13800000	-6872.476108553483	-6590.192209777283	-282.2838987761993	-6590.192209777283	0.9332810715007552	0.7702815944386607	1.0	0.346417132616707	0.9766569694027571	0.18573463503491297	0.43748244678713366	-106.56128103672485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.856513597660355	25.551234242992127	13.06111823556813	5.754600992339971	5.689276568925238	7.5823622260222985	21.55291132686523	16.39459363961417	3.04608532301041	0.16479228595131015	0.9924476681376271	3.117617891564433	0.8403777899028467	1.6907362383591753	1.0649062050760425	2.8554442192545886	2.773519606681061	3.1564914544910425	3.6607008082700574	8.694600729371452	1.0551667159082765	7.7853371972711445	14.294773879607636	0.12759660200754658	16.19256135087195	10.982904435688866	1.6885760418200917	2.4982181072966663	11.258514291160985	9.193414873441167	1.1754978511305556	6.386488414516152	6.514799444185601	13.77025778792576	0.8396276110344412	6.710539763121858	2.333406935613104	12.124748005951389	0.8067518247137994	0.9239996675678132	0.6245659246970773	10.060252849956948	27.60308989005211	1.329715845696373	1.5289965883355578	1.3466728042771294	2.9263499369514867	12.720164229457971	6.432711961148766	5.501711325523947	21.22930140673374	6.890709226963523	1.776686741856002	1.1752457650975268	6.473979180202049	2.2838541494511797	1
13810000	-6830.319090134007	-6599.276449183913	-231.04264095009358	-6599.276449183913	1.0964999799621402	0.7702815944386607	1.0	0.3745408999689655	0.9999896805648011	0.186910827189205	0.4237758982664113	-98.08588973437216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.687435271418795	29.93178026820794	5.360963565155678	8.02784182593115	6.1447820598711695	9.69459608517156	1.5521098400302114	6.729195585119173	5.467161407853483	3.279003448328818	3.617503713081764	0.45561835498183856	1.676044062541292	0.48706763230059213	0.4370930009786056	0.5931532855964659	0.15102066951199408	3.1341348246532292	2.611567449965313	2.270063365537616	6.117099949704102	2.2147524398089455	1.8788485215083846	0.7771558846088559	1.1886752957981759	0.12259264653971742	2.9207155801787423	4.019970832825238	4.934114679177739	2.486855220210572	1.45393505457238	0.3077686674842578	0.4727079444253376	0.7646642665535796	0.34462692626092356	2.3063078771707874	9.520094300503098	4.976628426775128	2.4623540084445055	0.3888880515525172	0.25635440288877787	4.129252029738388	11.329746543700105	0.5457846772549598	1.0728010899769003	0.4210122912137983	0.8309890884145478	1.4930855103380984	4.152206769674029	2.1159946388183224	8.713611599141709	2.8283061555354374	3.52712822846921	0.7155258327311067	5.31398096399994	0.5343696237360835	1
13820000	-6869.948128444869	-6598.03093425254	-271.9171941923296	-6598.03093425254	1.0128405830877414	0.8303141747287425	1.0	0.3640303774211303	0.9654544090919522	0.1263990829008323	0.36870239003315197	-100.21372446448896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.361815435129863	41.92513522499824	7.10420865549971	4.751240725202526	2.1487382616833175	0.10749874112684057	3.5949156105344517	14.62611350816877	2.2238206657404915	10.594993777472663	7.070878072976919	0.9903005035410165	7.7876192796633665	3.2070674580432925	0.052807600066652936	2.0405088308568238	2.0931928685692394	4.400077783465334	5.54234318457715	4.934052523084865	13.295704824368121	7.497793818897775	3.2571077869181595	0.9907296114243184	2.583622303852581	1.4074551458485323	6.34826511734013	8.737530207986723	3.670768974976951	6.037339457061581	1.3838889629898983	22.014728139507046	1.0274452516534605	1.7008496197694785	0.7490572205406197	5.012831083536756	0.1331502576714348	10.816854902977733	2.6356954454926553	0.3340167720454741	9.110313373243368	11.152662304953964	6.401524277149121	1.0850745760392573	3.7890977418224683	0.9150831599016702	1.806180334255454	3.2452672649163885	23.600299218038717	4.229045969106787	18.939302729879792	10.533291505859282	1.975919951164884	1.555217397855855	11.550101015281276	4.844045945535325	2
