#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Tyr" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Tyr" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Tyr" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Tyr">
#                            <taxonset id="TaxonSet.Tyr" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Tyr"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Tyr" name="distribution">
#            <parameter id="gammaShape.s:Tyr" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Tyr" name="distribution">
#            <parameter id="ucldStdev.c:Tyr" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Tyr" id="treeLikelihood.Tyr" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Tyr">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Tyr" shape="@gammaShape.s:Tyr" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Tyr" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Tyr" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Tyr" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Tyr" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Tyr">
#                <LogNormal S="@ucldStdev.c:Tyr" id="LogNormalDistributionModel.c:Tyr" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="106" id="rateCategories.c:Tyr" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Tyr" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Tyr	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	indicators.alltrees47	indicators.alltrees48	indicators.alltrees49	indicators.alltrees50	indicators.alltrees51	indicators.alltrees52	indicators.alltrees53	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	popSizes.alltrees48	popSizes.alltrees49	popSizes.alltrees50	popSizes.alltrees51	popSizes.alltrees52	popSizes.alltrees53	popSizes.alltrees54	sum(indicators.alltrees)
3160000	-7446.390704381327	-7104.5373081103335	-341.8533962709932	-7104.5373081103335	1.4321990455712497	1.3090411541058764	1.0	0.31083281089711345	0.9806009106704859	0.108287025978848	0.3229682018256561	-106.57834744254737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	38.27120351721796	25.53723285474855	27.219747022152166	43.31666046487342	34.93053080928612	28.308410851979033	13.279641376784657	19.26210052628456	14.237455346349547	31.247135134036295	43.08347568453125	26.937248086871513	1.6079697384400324	24.00681352716276	9.366497915009822	2.2613616415697737	26.59515671429706	18.272809629540063	2.2600768469266175	69.11942874356188	0.5446257655850401	0.18565284608903643	1.76482259129434	60.55491493235736	11.310231602979265	52.908912509225104	28.033911250790986	18.223034975999227	17.310678476432994	61.33292414452801	1.2582818268462237	1.473342547178621	21.91553600917612	6.989978224416928	38.44843466720599	58.777773781834945	44.29356902048705	3.4479021626098625	36.10347664588058	2.0781312345181293	19.38003150943786	0.5193505156957255	2.564729288326005	6.269106671739438	1.1766897867264903	34.31945410905159	14.990891919426911	45.2528832602181	61.69330545642278	15.55337891525509	25.132963316655214	11.136568840127381	18.211950003769186	2.018073093384415	5.490481694061593	2
3170000	-7341.494592871638	-7068.196542949557	-273.29804992208136	-7068.196542949557	1.279760260618292	1.4262664442483484	1.0	0.4038597583119851	0.9531425104045752	0.18629630709772244	0.4169300575081115	-110.53025103348153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.246129390238085	20.03083346798383	7.287386450573603	0.8522730608491458	10.084431158675423	7.578848161670817	18.170787786286112	5.1569314832571935	3.811712103613478	8.365615926176753	11.534491363624962	7.21175463402548	10.179666173288188	6.427206229246604	2.3185180896162905	0.6054213572672462	7.120168476691684	3.2965711616493674	3.27294992644671	18.504947459184546	0.5356520192011016	0.04970376961985082	1.4708990209450301	16.21201939292702	0.13255698102637045	14.164999102325458	7.505357960870731	4.878748434522587	4.634488471796962	16.42031132843176	0.33687256272072313	3.206589732551896	5.867320516989161	1.8713867017560883	10.293578467556518	2.9963088810252274	11.858462698597211	0.9401219708122263	9.665776331928177	1.0558206852465366	5.1885044676804055	0.13904272909293927	0.6866402340156083	1.6783919034829584	0.520318568343386	9.18815023011962	4.013425347661717	4.603125260890803	11.848561643973596	4.16401675869453	6.72870384091011	2.981529578705385	4.875780718607795	0.6387213530162591	1.4699351126174907	1
3180000	-7369.776263735535	-7076.801515640632	-292.9747480949034	-7076.801515640632	2.0272746759364235	1.3937980004091077	1.0	0.390190145533653	0.9202211304998944	0.16997387309012893	0.40199746274791953	-120.40968014152365	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12.92662890834779	17.516655424784908	0.8551698317377001	3.614949846633481	11.225154294156871	9.561557736326414	4.003144327627674	6.506041164515515	4.808897681480891	16.77931043146433	14.552040465756557	3.330135642326134	13.828610254542216	8.10863367800604	4.748358646677257	1.6555205425074548	22.206417455225342	1.4541003674735393	10.427797588831366	23.346044117035433	0.5451367834254908	0.0627068193999151	4.417726935108689	20.45326098916613	1.6862426905415144	5.319923358619329	1.7285733665492524	6.155082387534708	5.846921346905135	1.9865716844024466	0.4250021097570495	3.876208236893612	16.620147792176997	0.21860572114803428	4.549778243790626	5.681728635630397	19.416189905234045	2.532032508331219	12.194449142226105	0.9983399377739378	6.545873987001314	0.5193201770160059	0.8662728295347626	2.1174775832686934	1.9501667482906047	10.068280736695757	1.2635186117174868	5.807353176982897	1.3378400568395616	3.559439483417741	5.934841497154375	3.7615303277261707	0.8626976634779666	1.0298965063940686	0.5674030937673584	3
3190000	-7392.024033587006	-7077.698623910167	-314.3254096768386	-7077.698623910167	2.2705359641090332	1.3937980004091077	1.0	0.4892673422082138	0.8762674144034716	0.23966334056465816	0.5118923126138257	-122.97539224058549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.158060586019726	20.93632750254827	11.965811051198518	5.637229825387962	15.621199561039584	11.83424046085998	4.146286330672298	1.1430707910765696	6.962330421052884	26.166014253775163	9.38258030869135	2.588438169671688	0.7905662570950324	30.792361321107975	7.4046916611072415	2.581654013113537	1.2302959553524588	2.2675550999035874	10.620918284797511	8.703625923928357	5.0838459983082025	0.09778635045396761	3.4493433911313334	31.895251045307663	2.629562785446538	4.684580017734976	16.5464412733537	3.8218972899067247	9.117813746203549	3.0979022184813476	0.6627573467461607	6.044641726573484	25.91781264231614	0.3408984200441355	2.380859761515434	19.35757001606485	31.13367068485877	1.493896276101729	19.016283855985524	1.5568325735794957	10.207775387843814	2.6959763447221503	1.3508843106424726	3.302039666776865	3.0411315853196936	10.719159385287645	1.3829626674726163	15.81690151222912	7.693999309284655	5.550665782064017	9.254918302079798	15.074491836758414	1.260098663931772	1.606042559155913	0.8848204757754856	1
3200000	-7391.206095128491	-7069.609615713597	-321.596479414894	-7069.609615713597	1.946992245008454	1.3937980004091077	1.0	0.4273256607935686	0.894261556020425	0.20153954701382618	0.46901460610035345	-120.04574044392253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.87476285519774	60.21907344437608	0.8472058172300962	6.956262209273429	3.3544940894839392	14.603286054186984	5.116458935377488	1.4105332570759606	8.59141768148717	32.288493064644456	0.49267654837917274	3.1940962455773	0.9755476268485194	1.6592609640188503	0.5325884660881475	3.1857246919332165	1.5181678813052966	2.798131056829674	13.106063577465283	10.740151807471966	1.5169066251666208	0.12066697922838175	4.2564411637914095	39.358290574305826	3.2448434422406534	5.780705763835806	12.994281959179304	4.716167427797396	5.622052684022018	5.820986335362296	0.8178332315502783	7.459002757310265	31.982215771798	13.028236180723235	4.905938286274236	23.886968766055087	38.41851113567868	3.617286562457856	23.465826451222398	1.921109469226161	12.596251061366393	3.3267968390121747	1.6669722133558598	4.074670442576986	3.752713544711883	31.026880569165545	23.30151307969381	19.51783369941762	9.4942867846743	6.849443398987507	0.3861623441272385	12.439244809755618	1.9838163902424262	1.981833898349567	1.0918560052152477	1
3210000	-7298.408030386158	-7071.303732524915	-227.10429786124354	-7071.303732524915	1.6515395999419724	1.267864904098815	1.0	0.3650555360063464	0.9703334216240221	0.13450706250000277	0.37070083257838077	-116.52950030018295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.96377483973082	9.87500397718861	0.1690604627718736	3.6215833167131053	0.6721068565426855	4.827282246754211	1.0209926534690914	0.9154331716685778	1.7144228941291568	1.1609266875220312	0.09831392038613748	0.5496573070279154	0.19467115297937176	0.3311065867718724	0.32413574734082085	1.2281522817094834	9.142043731935415	0.20324009472284932	0.19524953229239378	0.03799706441667736	1.653581531367364	0.024079172893702826	1.5558888929222532	4.173204361991571	0.6475105845720304	0.5755810263067089	4.315032709108107	0.4982559379272295	1.1218842094311008	0.13693213746826652	0.16319914451030665	4.081178655037074	6.382071615758978	2.599792863811434	0.9789831232739459	4.766659897366797	0.2703392228545731	0.7218318474571028	4.682620679044129	0.16487484423663604	2.5135899569100113	0.4703530663033727	1.1764724111033689	0.9572803578462117	1.026059657050751	4.616005084320279	0.8976599650648169	3.8947961999555467	0.7141504777525137	0.1965809583876939	0.07705894279228198	0.79436718700278	0.3958718296875478	3.3809448725625084	0.6681990504585467	1
3220000	-7347.878870638547	-7075.632140028815	-272.2467306097313	-7075.632140028815	1.6900960898935193	1.267864904098815	1.0	0.4572577204819473	0.9359907430940307	0.1768387628717333	0.409998868486473	-114.2278831363274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.161221215913095	21.256109488861892	0.3460795093563929	1.5012771866919181	0.46711191487021336	9.881810590663202	0.9021369127149171	20.33975487302636	3.5095528800853133	1.5633178900886406	10.896878755561518	6.673469166871044	5.260009460476904	1.5748664815574953	0.663530304870558	2.760122091768141	18.714452553771558	0.4160477920739038	3.921593075650774	15.427720461766484	1.6406257140831009	0.049291881757150956	3.185021830930285	8.542863862799505	1.6637522228022268	0.4799357457325804	8.833197178928847	1.406855045230486	1.9368823617360318	0.2803104059527267	0.3340809491082644	8.354480304699567	3.644200450850577	4.26066562513702	2.0040522391566684	8.31693723156153	14.854091305432341	5.972969074196617	9.585677458439445	6.748060378332456	5.145508090702431	4.530083659817392	2.408327696082255	1.3066355780800964	2.1004214519492588	17.315911990867146	1.8375776049880352	7.972941371529285	1.4619198533765154	4.552455549758032	0.15774546381705562	1.6261295031334604	1.071056444934596	6.921048975456301	1.367853818353406	1
3230000	-7400.2236738243655	-7102.440849501648	-297.78282432271743	-7102.440849501648	1.9651482972481595	1.299628090435006	1.0	0.3912134716017217	0.9434958386612206	0.13105651748582933	0.36831152178511045	-112.43158758868512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.941411174355537	28.083617036521265	16.945362395393314	0.6264625499135392	1.6819932195924012	6.90579235387266	1.50409798675894	33.911686712410265	5.851341794090263	2.606459460870783	18.167944540559688	11.126417062772976	4.794041739118968	12.307282185740293	0.4027706050637503	3.5524487221351557	31.201883009878152	0.6936603941530672	12.623800016365095	25.722041698736664	0.9438390873651833	0.08218244821772329	1.3975997659855781	1.3109233471186295	2.7739097397662236	1.1852177898856544	14.727248055384813	2.3455950104344314	3.2292890578092113	2.867367816994236	1.6687623660994186	13.929101924118665	6.075834481680821	3.909397398081655	3.3412787968114444	13.866507810156824	5.299096317825905	24.538521898647833	15.98182932518521	11.250780105020512	8.578906650417778	7.552833296750485	4.015311631836318	16.360201472262236	13.036048770972291	0.563415938473547	12.265643520668329	13.292976815874782	2.437402435567341	7.590133083673563	0.3140508519775083	2.7111828342238162	1.7857309903030143	11.539197303118746	2.2805697731338	1
3240000	-7331.544097694459	-7086.426042239092	-245.1180554553678	-7086.426042239092	1.833408155497659	1.299628090435006	1.0	0.3322434958996259	1.0095079122834247	0.12113048040749501	0.3351992919939948	-122.3135896477151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.528586533087074	15.04391301195741	0.8424596333055063	0.20443706733108874	4.261906430713785	1.589791485428934	0.4908408035468853	2.8739992718578407	1.2889020851822208	0.8505806586065449	5.9288481040383	3.630946613695947	1.6391744485033461	4.016305008521498	4.8453845423810495	1.139214355404007	10.18228696771671	0.4442529210141208	2.411260366548113	0.6097025774726522	1.4885919334411934	0.026819063169920058	0.45608663678322214	0.4278010307523976	4.5685235612509665	1.3835069210182231	4.806026158652073	0.7654512869856803	3.5980146703343916	0.9357243582186207	0.5445766618370697	4.806218688972471	0.4302432444008269	1.2757757653764092	0.34212629430411906	4.5251359258799155	5.823267649701953	8.007794646769582	5.215440760629328	3.6715307086988593	1.8938633821908855	2.4647588103093683	1.3103393563530938	5.33891708354579	1.1906192780411948	0.28962919891753425	3.4069958106832585	4.218968842985252	0.7954113233134389	2.4769310607522415	1.8050380973883284	0.8847556293725818	0.5827476945751565	1.264211458170269	0.7442312334995084	1
3250000	-7336.652844419426	-7074.680380261215	-261.97246415821115	-7074.680380261215	2.1449490032496703	1.299628090435006	1.0	0.4651451894727153	0.9066227550770604	0.24871089479347117	0.4907016644075381	-116.35531355782393	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.084135044726484	18.322085731579396	0.8394710825217094	4.962106546263591	6.231941370128113	2.324660920878708	2.7380145651253462	2.5993015211078276	1.8846876057169109	9.101668074014773	5.578875514320666	1.1865189776429512	3.7242402020276746	2.8063394598254767	2.0530932557658224	0.3783220007258051	14.888974318941706	0.5647559504463379	3.525847757742715	0.3120840821933758	11.607861430618302	4.292228860249052	0.6669093342004516	5.310466172751602	1.16511230948808	1.6789306358898786	7.027576445174462	2.146195817298342	5.261170520496249	1.522602080312642	1.3196706532192324	4.50696783768055	2.6004726194177112	3.422587109912553	0.5002716605689017	6.616846765737417	8.515030342754004	11.709338896568841	2.532109944556097	5.368668807542106	2.76928781819113	1.9599491574211174	1.9160340980072277	0.20242723498305348	3.5702339036793695	1.1088059739883622	1.8791433902858796	6.169156197893785	1.0779742017342375	3.621874247922413	1.4379741901769738	1.0419589505982643	0.8521185354980845	5.541674117379162	8.55153397649465	2
3260000	-7391.035133687514	-7069.602723655971	-321.43241003154276	-7069.602723655971	2.268982723222915	1.3131684846255551	1.0	0.4058593343077308	0.8861888626873831	0.1765731443171659	0.41890357757677327	-116.38800997212984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.450955890825657	20.2680655794948	6.871413682664907	13.780575730042173	17.307113258359962	6.455960904539773	15.98982295402351	7.218682453284326	1.743914079383258	0.844039715836758	11.091390488608946	15.99191799082039	25.16431552878478	7.1380209931818515	0.11820910742456457	19.82241096003896	24.14597848532516	11.058683181196065	13.42915129417929	0.8667081790182235	6.015712642106219	11.920216607173316	19.235453007504375	14.748026986751288	15.355789348665663	0.1361787778190709	19.516721073695958	4.8811007181361	14.611124954774928	1.6906620552445957	2.366392090718277	56.34461658357995	7.221934783478405	9.505080235798442	1.3893356460180872	18.376058050988362	23.64762211127567	32.51873572412481	7.032080533220903	3.9546005298047175	1.5030113098885445	47.18739302255852	41.78065938947725	8.475224221794067	9.915119360075932	1.2827127328843748	11.676328583872404	17.13274863869042	2.5234118792549483	17.18358198828716	3.800025017205865	0.25931137226827183	9.554402624084828	22.605580051616705	9.570111251862265	1
3270000	-7349.386450006321	-7073.996946868265	-275.38950313805645	-7073.996946868265	2.1217351188065816	1.3131684846255551	1.0	0.30908341363872927	0.9341376557871935	0.08151559306526449	0.29518377343977353	-120.37466704057213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8.701857901114325	22.64096331713959	3.8671618027262316	4.801243627554144	6.7081348778687255	4.786719072052705	8.481704265932573	2.7979186831602365	3.070433172555423	4.293738973090018	4.298957444261251	6.198372960113409	3.3688203260084486	0.04950646550766127	0.13530957610444638	5.855312621491482	9.358838647423655	4.286280285087314	5.2050597249744115	0.3359309711455125	2.331654689452962	4.62020555251781	6.564994015013343	5.71624815373459	5.951813255583353	0.052782089969417016	7.5645658164775655	1.3595166171646162	5.663185734725563	1.190577532809273	0.9171995977314252	21.838840599363458	1.3758798656942932	3.7066169416216996	0.5384982905579814	7.122451565978632	15.373891857908768	12.604069901133146	4.694103969253427	1.5327798082795359	0.5825583064711464	18.289554832457345	0.1818001260225646	3.2849468511169873	3.8430417022566807	0.497171879174689	1.2364657191674486	6.640552181135257	0.97805954036164	2.3677219920115236	1.4728672525661815	0.10050755631939699	3.7032300258892175	8.761789312579628	5.469830519472439	3
3280000	-7412.204962627732	-7070.2484402226	-341.95652240513175	-7070.2484402226	2.146044519239275	1.3131684846255551	1.0	0.3736523321977934	0.9113217151031983	0.1930205706609638	0.42605219590946625	-112.83616329928715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.93105409383649	17.60990854828502	17.3012116541542	21.480180153029387	17.299381543220694	21.41519905791833	37.94611350096399	12.51754795838694	3.14571603265953	16.708163892914186	9.375318351024026	20.378116260666193	15.071692486205265	0.22148590663915593	10.079460994327631	26.19595665592487	30.079426532842735	19.17629677895686	23.286804268394132	4.852512925221665	10.431539548768846	6.071458125310006	29.370984912482665	4.726919187485025	26.627688758265805	36.6855509796102	33.842947603173606	3.9253585963887563	25.336404327380578	1.1705995864241676	4.673543122367218	97.70431721386954	6.155519210570619	6.990728961789612	2.4091758699560732	31.864982208033606	2.7374965343074003	56.38907606853413	37.6544748260667	6.857470474486774	6.145121150188934	81.82524428988958	0.8133516567242967	14.69645275865015	17.1933012576849	3.124885579409791	5.531797271927199	2.6188698714080605	4.375719450433207	10.592900274591123	5.631840025389021	0.44965858514061596	16.567800818874623	38.64547298956617	3.258525579621992	1
3290000	-7459.847546857094	-7082.530101290788	-377.31744556630645	-7082.530101290788	1.7388814218232571	1.327729849595515	1.0	0.29611877094273464	0.9562265563858775	0.08995522059872545	0.2968909490386799	-118.17904538276578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.11188842832398	19.427771730030518	27.649283496699926	35.92543603297338	28.933082526001346	22.14858659229024	63.46458286508231	20.935502647787835	5.261185860830439	27.944275554815125	15.680147806440706	34.082242652504455	25.207289718445384	0.3704334746954125	16.85782095954622	43.81253594990201	33.32765336175974	32.072208816394365	38.94700096537967	8.115790531190749	17.446669632883605	10.15446699952091	49.12274627966795	7.905735971170531	44.53460456923074	61.35630174714795	56.60206947163864	5.614139270622314	42.374941293985835	1.3431714800847208	7.816464912947533	163.40971878288357	10.295058517835844	11.691940400472284	29.4231571302442	53.29393756714363	4.578441890762122	94.31029585535812	62.97681942524515	11.469066605776774	34.569718868396095	136.85209149441283	1.360324387774778	19.8218452170324	28.75566406464648	5.226347088044078	139.7823228354027	4.380039709801158	7.318357113155101	17.71654420527843	9.41920910991605	0.7520505238811164	27.709519393466618	64.63425622875221	5.449858960145061	1
3300000	-7380.431602705663	-7076.186055401984	-304.245547303679	-7076.186055401984	1.3788565035285214	1.33426913414659	1.0	0.3920065796362751	1.0314279314982795	0.20492608846004343	0.4102300596734917	-111.62295665797323	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.344992403891926	23.765854383244463	7.365423178460553	7.459117577543595	5.6041769024171595	8.06871498804006	16.906170812766238	5.576955962462579	7.693800446810578	23.311540034957204	4.1769951872000615	2.641400479493235	15.985639710853777	11.512372145264564	4.4907125802590695	11.671111399001001	8.878069863318599	8.543635144429429	10.374993756209674	0.7266888092423756	4.647574499220647	2.705022957000346	13.085684990031913	2.105989146944757	5.303681187258192	16.344551101550312	15.078083107831729	1.0798323815492288	11.288154169704987	2.199352183288799	2.0822084539846695	43.53030451775814	2.7424747784124777	3.1145866343008977	7.837960919907867	14.196838159488665	4.491222648996554	25.123082814910376	16.776236735240833	5.217797158892013	9.208940573687565	36.45568489447691	0.3623733966609793	8.286346389160686	7.660149118838883	1.3922334727246783	37.23626186095612	10.282760697007022	1.9495187683947697	13.110007843473133	1.97341521447738	8.15046547217402	7.38146926769371	17.21775716201217	4.824529440325459	2
3310000	-7301.853092497863	-7091.201289260449	-210.651803237414	-7091.201289260449	1.5876902913811177	1.33426913414659	1.0	0.4448318026189857	0.9300382209767813	0.22822076675043498	0.47910972182802375	-120.74678890416796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6994286334005864	14.32836720935205	0.16625842654877393	1.1608742800143732	0.23607676929700505	2.497380473725415	2.6311341343050847	0.8679504874794651	3.427207771292639	0.354696179975518	0.9580003650650678	0.41108533924881757	2.562089400019953	0.6336151882617905	0.332615893948113	2.1863850017194513	0.9561984988757363	1.3296594662690893	1.6146767069543642	0.11309573008521386	0.7233093786909668	0.42098700616866264	3.194389944848216	0.327758425747015	0.42182170389819984	0.8723629016371031	2.346625950031651	1.6015036898362953	0.16453826675687358	0.15769882570795588	0.3240573988452006	6.774690221802386	0.42681569243953277	0.5913279770435672	1.2198342692803137	2.209476403280445	0.6989760926593523	3.909945160578222	3.1654071451112684	0.8120540341562144	1.4418859894309206	1.1039656199587093	1.5538731884724604	1.2896172098730236	1.1921611371171394	0.9617704837057011	3.037305417931758	1.6003223299007379	0.30340669296435385	1.5702614086967523	0.15539803031996893	3.326321701590962	0.3014919613585926	0.9945605880643916	0.7508491563810891	1
