#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Tyr" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Tyr" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Tyr" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Tyr">
#                            <taxonset id="TaxonSet.Tyr" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Tyr"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Tyr" name="distribution">
#            <parameter id="gammaShape.s:Tyr" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Tyr" name="distribution">
#            <parameter id="ucldStdev.c:Tyr" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Tyr" id="treeLikelihood.Tyr" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Tyr">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Tyr" shape="@gammaShape.s:Tyr" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Tyr" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Tyr" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Tyr" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Tyr" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Tyr">
#                <LogNormal S="@ucldStdev.c:Tyr" id="LogNormalDistributionModel.c:Tyr" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="106" id="rateCategories.c:Tyr" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Tyr" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Tyr	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	indicators.alltrees47	indicators.alltrees48	indicators.alltrees49	indicators.alltrees50	indicators.alltrees51	indicators.alltrees52	indicators.alltrees53	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	popSizes.alltrees48	popSizes.alltrees49	popSizes.alltrees50	popSizes.alltrees51	popSizes.alltrees52	popSizes.alltrees53	popSizes.alltrees54	sum(indicators.alltrees)
15000000	-7377.672576107386	-7078.6964470720395	-298.9761290353461	-7078.6964470720395	1.7052714678580472	1.0963828154263566	1.0	0.5390066472323657	0.8976038273977358	0.2648094476712728	0.5219252736183524	-118.15922103131165	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.598754255374308	60.50867279465934	7.330285578839263	1.602864145862991	2.131447820241956	11.101265671348536	0.7573534261045285	10.613963595256621	6.572017920254902	0.605566700137542	6.118455647492131	6.298133661880928	7.6192175074638975	6.579317969798177	1.884241730420388	3.9651351724786243	0.4339709818773601	13.85041792650164	29.401676388875195	3.2256987475355676	8.634963543851258	1.924298414074529	0.699525074547277	2.88342707645761	27.474218629081363	19.127349716922858	14.552405526173645	0.2425071907578734	1.955768192747789	9.044400421495066	2.5317448457055463	2.0545672673680637	1.9273834150987403	11.27119795768727	6.731284735859701	10.45574257547144	10.184283420557668	1.5482646477142794	2.005989396654316	5.784626231064939	5.178043288530284	3.441559666111593	3.4241102743338447	20.85635291437764	0.4357463276824496	10.470060143652237	16.546748041232892	2.8684876334215588	19.236439033015873	0.5031758371784897	1.167443808850267	2.9562115364368107	11.903356069540594	0.4962769921094127	2.888186992987298	2
15010000	-7440.458510767429	-7073.721891599512	-366.73661916791787	-7073.721891599512	1.720542161939446	1.529990476369635	1.0	0.5440092526225023	0.9408435651777799	0.33870661109557443	0.5775572568942182	-120.07904040653573	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.58782651023099	37.448202718782525	14.436265500377772	5.115091016717714	12.413118249765185	90.45017512227992	2.41688087935981	33.8714856015668	9.637140713146866	1.932496148155591	3.1924189632224955	28.85361588901086	20.16934122899305	9.99755974127763	5.320840025388636	47.86434035261293	64.23361545695349	44.19972116569527	93.82719749602043	0.2238338198768253	27.55606241916273	6.140858260958389	2.232337927091805	23.71212198501538	87.67625706998938	61.03956780315502	23.821141344009614	0.773893630434402	20.834498098202165	28.862665290126085	11.515070317553546	6.556574741334912	6.150703175804254	35.968864591435725	21.481005843341205	33.366567627671145	32.500281930103455	4.691563723102813	2.5345651683978505	67.57532717815596	16.524271740495127	10.982771669739604	16.329444732126746	66.55719619730408	1.3905620960135625	30.41185173973812	52.80430189923061	9.153973131878042	61.38769573539898	10.183085585027714	0.29344314658830845	53.35724176564505	37.986219766190864	26.888461627281785	1.2802189739304002	2
15020000	-7338.855782337932	-7070.038790892997	-268.8169914449354	-7070.038790892997	1.567295440450232	1.3733044273016661	1.0	0.4525372123508573	0.8972506724398985	0.22158678741067162	0.46757711474515495	-122.16725440980305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.662741592355908	30.485601487327486	2.0645974236754014	1.5341651156917473	1.7752577325190295	6.165618567813527	0.8580589937111782	4.844118578120036	1.3782522832819675	0.2763752556809283	9.534244173899225	0.4129401237399573	0.6282041404528036	4.130035309384427	1.382195349158035	5.211787845738634	14.95295892355855	3.3437296533708	2.8360577367986965	0.03201151487807042	2.4592275068230744	14.727581964268358	0.7544056963030307	9.574576519394942	20.469359721565368	3.8031708150539316	2.2422967251771437	2.5583510000009997	9.161192826583044	4.127783906221483	8.559900691666096	1.4731494990254843	0.8796406473838596	5.144074495309353	3.0720984814914862	4.303447460654382	4.6480163682123985	0.6709623327081073	2.5814232847523755	3.300350320010339	3.827430419488483	0.08285126767179002	2.3353497844104165	6.270561358060355	6.512807019872451	12.45745490601371	7.551788629633949	1.394347781441029	1.2369576086215657	0.21729292357631197	3.859271159182424	7.630867129791537	5.432585834777907	3.811859751738891	1.59284356096622	1
15030000	-7431.228478912673	-7084.8097250526525	-346.4187538600205	-7084.8097250526525	1.447983067437149	1.3733044273016661	1.0	0.3943152019136524	0.997584405494829	0.15703024017531692	0.3916551740909393	-116.79475058456667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.75734302671619	64.90825705266285	10.460457227253976	7.772977137436252	44.34373056467459	31.238627234825163	4.347428365089121	29.93819000583539	6.983031603309232	7.365758385447244	9.480947246397958	2.092196014712218	13.588616862440022	20.925172726388496	7.003009479609894	54.94924491288551	75.7604293442931	16.9412887071805	2.27297337578917	0.162189043889026	12.45988387480118	74.61853794424157	3.822260178997154	48.510400624207804	103.7097399141063	3.0329686531317397	11.360785747166002	12.962101425164025	46.41595722932781	5.613590528260181	7.976361593716704	0.6417256853575755	4.4567736362532235	26.06288790974079	15.565046432318884	21.803780037549533	23.549567510700474	1.7303836117174918	13.078999104590135	16.721503650800788	19.391999493090832	0.41977294544991517	11.832246931226768	31.77032874529757	32.997686851442204	4.231182180569213	2.7878469822232015	6.416975546892548	6.267150200099523	1.5975050266824093	41.211587492348485	38.662432832034995	27.5246549794274	19.313109389806485	6.702012743939517	1
15040000	-7368.557698065273	-7088.311534807117	-280.24616325815595	-7088.311534807117	1.6033996253598044	1.5618010069629689	1.0	0.43674584402591937	0.9768999100048913	0.19351367856601012	0.42492819861953	-112.24185562218257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.953225560442373	34.79021375575287	3.703970558458063	2.7523537301618988	18.772710918634015	11.061366922181207	1.5393922387389551	2.64158150449881	2.4726398574672555	2.608160581100549	3.357133316835983	0.8335847721115557	4.81162875533859	7.409448939502916	2.4797138757468176	0.7072383346607582	5.526075086556789	5.998785065555633	1.2576638432967193	0.057429941198384786	2.733056550016351	26.4218725487979	1.3534340671921716	17.177174170066397	13.942977687744795	1.0739517739871551	4.022770230235862	4.589784271519696	16.435547250472457	3.092480314465934	2.0497773745693024	1.5669725934625511	5.056902550476203	9.228675897125633	3.454258624981401	7.7205572918708745	25.008079257284724	1.1972403758324763	4.631176875450841	1.066960287287757	6.866563634035127	1.2974515775249336	4.189711149478574	3.152749315106245	11.684236925754904	1.4982303243368762	0.5270069241531506	4.399413092379761	2.219151545892514	3.7985153518944923	14.59271840826113	5.688212274892122	3.1911497464165235	6.838629231783798	2.373133157247216	1
15050000	-7457.916953269145	-7084.880898707202	-373.0360545619435	-7084.880898707202	1.5219612678877465	1.299027893686399	1.0	0.49723325854734324	0.9787075484205917	0.33124852358247203	0.5407309747638942	-124.51359561049563	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.511042383592084	138.22965339037296	16.271704570391343	12.09121024683654	5.201646325527212	65.98387364823434	6.7626173943297045	22.790803363950232	46.1959395593608	61.702840969337174	14.74803340707806	3.6619743413464794	43.13526168640162	22.90848664544109	10.893491448822264	3.1069289187995355	24.276289409731238	26.352925010459984	1.2649606985495367	0.2522922420485123	12.006436890943377	15.386160906501118	5.94569501816507	75.46007697367664	61.2521104544061	4.717917087451529	17.67220546380705	20.163122932350632	16.643575925097853	13.585401199216989	9.00476160586677	29.33279520876893	25.01767195194178	40.541976617771155	15.174709131279391	39.79258911147681	109.86158532449792	5.259529304520231	20.344962450763845	4.687203180770861	30.165114193921955	0.6147776194823232	18.405584219322268	13.850165553494179	51.32936355344248	6.736130488989992	2.3151644542068217	19.32681402092893	9.748829744133364	16.687043980677217	64.10644984094705	24.988565165390813	14.018860326790806	30.042397143769893	10.425277693622343	2
15060000	-7311.174266864445	-7080.297588853955	-230.87667801048934	-7080.297588853955	1.2794254112082106	1.0913979701684662	1.0	0.4907710041584199	0.9602116754928599	0.265363528479998	0.4986668627221468	-109.00208867234969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.043814495103284	18.28534157437452	1.562937158486551	0.33180936191105603	2.0865885733949905	0.6017335293302488	4.174662934008248	2.603578574643018	4.437233370123022	1.21469759346258	1.4165848038113038	10.027975091299744	0.2300580155395743	0.8655835590980511	1.04634658878952	0.2984281477678925	2.331797177394916	6.365376499954143	2.023053040581154	0.02423328903187058	1.7285009860782083	2.4532756325241185	4.112532699426143	2.9272925489769945	1.6911504373691248	9.84851281314334	1.697458706450001	5.79326503083972	1.5986563147638309	1.3049111268797648	0.5204642885240445	6.909225818552044	1.8503875980233095	1.6238210227780085	5.76178541959415	3.822175844310983	2.322529007820379	1.1050153297221799	5.509099580851233	1.1377631031260567	2.897433250445058	0.05905089915676361	2.2334488928192187	1.01826108525561	4.9303113433561485	0.6470218654789299	4.905382676567987	0.11268177499887727	0.9363990227914097	0.4797504652758841	2.0141729727272937	4.091052388732387	0.4270443551818369	0.8475025077567456	1.0013735084984678	1
15070000	-7407.42957276932	-7073.3070574707135	-334.1225152986065	-7073.3070574707135	1.7761349115808396	1.2548449877014027	1.0	0.5189657341705128	0.8971517102529817	0.3420190482064264	0.6460264487082824	-125.2147904122673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.413040117856884	75.85838265520897	7.5649188900314845	1.6060216472432414	1.232144786529676	0.15490946701266817	15.705384584649364	12.601825117569298	4.872121237162859	5.879371874016347	35.57767649948605	35.79465447497309	1.9945099960383879	43.296194013083614	21.218788298000014	1.4444500983984154	11.286350458311588	30.809656463279953	1.767432442490258	0.11729381758528837	5.438306392496024	12.059289420696304	1.7761151140195508	32.3838082677473	8.18549601951177	47.6687115757164	19.910253077628866	20.72308421107331	2.643233432627242	6.316022867550209	2.519148070965912	0.26508914418000806	28.294362986766526	5.202396479867969	27.888158602104678	18.500072180540574	8.08698275881686	5.3484884508628285	23.973065845356345	3.0805534786613613	2.6328595946588953	0.9683602022164132	10.810325691897226	6.797901819166441	30.65239245591126	3.131711282086767	23.743003275151615	0.8519479977888548	8.10726308732664	2.3220852723095327	1.9529713839431695	2.8796887278037233	33.98528756967496	5.414599195899666	4.8468419406910845	1
15080000	-7408.6136215449615	-7071.608162730415	-337.00545881454656	-7071.608162730415	1.574863814223949	1.2663856043073953	1.0	0.5154712139144401	0.9657139392120268	0.3791608132838308	0.5989554186806078	-113.92291412201807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.90426364700728	37.824190267819176	10.196111767487363	2.1646201967709526	40.767176917370676	8.226593472421122	23.731159321178005	16.984929943185595	6.566718480527501	12.867507855299547	47.95212893746682	48.2445751251007	2.6882306521191977	58.355263246236916	7.969451895268301	30.61424247140823	15.211913358597586	1.3894361273493918	2.3821721008615935	0.15809037626441722	5.275439788874833	5.092660990572884	1.5757319772647238	43.647385167596745	11.032534981603428	31.51054540571891	1.315771146806777	27.93088542715053	3.5625898834342244	8.5128308736275	36.04688385484971	11.417113886593432	38.13556914444699	7.011868433568339	13.644083096167055	24.93467628687163	10.899757323147828	7.208773395306788	32.31125968722314	4.152016436758187	2.749164959842312	1.305170484510524	14.570319999434322	9.162314591893557	41.3137568247023	4.220967695732284	32.00117788549837	1.1482683597558152	10.927091455763515	3.1297415496818073	22.05385834730177	35.96904754949595	14.693665818967503	8.368069135543887	6.532646663502559	1
15090000	-7463.208891955237	-7087.197450169152	-376.011441786085	-7087.197450169152	1.6645554513849157	1.0953515535546638	1.0	0.4525951998847827	0.9482332281193491	0.19423015462385787	0.4531837161724753	-110.44687434766172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.9999453647639	28.95228716267719	23.240387133359533	3.031546745585638	92.92218401479262	45.28109957077645	54.091338181115546	38.71439979417751	14.967772339440938	29.329402307287616	7.4625021583283075	109.96570345247325	6.127386839582439	133.0113812047652	18.165076208493105	69.78021260014077	34.67309534799777	3.166994853826834	5.429775889555094	0.36034143507127697	12.024511479280573	11.607896780542898	1.2706567593796168	99.4871527289837	25.146878524065105	71.8231901250213	2.999087449021713	7.842638636288446	8.120347243781254	19.403620675754194	18.21138035244658	18.60727229281764	86.92385986725579	37.92471729349172	11.463429717647244	56.83456038602266	24.84423333386533	16.431232638878594	73.64828878122732	9.463849708084512	6.266276735405683	2.974924954410727	33.210687089911254	20.884013730825306	94.1680244817644	9.621012947212622	72.9415074826864	2.6172919464072524	24.906537066742125	86.10146559552379	50.26820198361473	81.98562441558086	33.49183392927539	19.073659714960392	14.890111145050984	1
15100000	-7347.253832811443	-7070.741298943668	-276.51253386777574	-7070.741298943668	2.072749330617043	1.317563657785992	1.0	0.4588968752613021	0.9343197540847225	0.22423105796528278	0.45916291168230766	-113.19932089234442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.130352869991862	30.09454378878941	3.13911325336459	0.4094754752859631	6.2986187632763775	6.116184682031952	1.42016852332808	5.229210890188401	0.5744103229073022	6.018139416021164	1.0079711363691015	7.220502542764318	0.8276351476527467	17.966042785443516	2.4535835460592716	9.425315892491167	4.68334595794404	2.1266213959572555	6.327976950197071	13.012016719233127	2.4897941560323313	0.7526596261640595	2.712361495111915	13.43787596475873	3.3966258480407316	0.8559987604101044	8.715779689592951	16.046174344346188	1.3447663409918165	2.6208755679068734	7.179879189866171	2.5133116211951876	10.454353612287134	5.122547313991146	0.20479953734053774	7.676727617881279	3.355747117313414	2.219390746369402	9.947782628324644	0.6070146380100526	1.1150667660395417	0.4018274867181963	4.485816324790906	2.820834434026277	12.719413493312873	6.344653666382872	8.899355310925932	23.422787836513017	1.2252398378230867	6.716268221323174	6.789799935951531	11.073918808301642	4.523791241668376	2.5763072558913658	2.0112292007566306	2
15110000	-7391.330836620923	-7083.907111843699	-307.42372477722455	-7083.907111843699	1.509850236576093	1.3203594156563307	1.0	0.34077199068467606	0.9800772380929623	0.1400013997665289	0.37724449777300967	-109.665912048614	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.81008034551062	46.316639680817495	5.518846181724916	0.7198950725558496	11.073543802406869	6.13931194705463	2.496785238307164	5.803467208133655	1.0098655134288494	9.522907993925289	9.97146809640859	12.694299208720407	5.715010398251121	22.365184418007576	4.313622699085069	16.57056131029132	8.23374751770841	3.7387935457485315	0.051853015633604	22.876307094212354	4.377284239927393	1.323243976477066	2.276992335046191	23.62500632276112	5.971576709478646	1.8105031312201	12.805227636705563	28.210631749800665	1.5232732168058474	13.664280517941341	12.622879665067273	4.418630079450313	18.37970307497913	9.005903388233625	0.36005618575864196	13.496384323399765	5.899708188409394	3.9018904887321666	17.489105280325646	15.757442928444663	1.9603886408143336	0.7064492140925224	7.886472483736235	4.959283112457988	22.361884049934023	11.154477342782654	15.645874842162813	41.17938818497254	2.1540829065085774	19.916179869400025	11.937084911173159	19.468954956124033	7.9532358363441436	4.529382126269805	12.06997410016237	4
15120000	-7462.192866141798	-7083.069352396383	-379.1235137454151	-7083.069352396383	1.8576101714759723	1.4235349064433533	1.0	0.3972161780364241	0.9296744456270802	0.16561740357462634	0.4175449845641262	-124.60052749690269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.263875170874094	43.87118127186227	0.09522136735480764	8.23405738570726	31.87367806169864	17.671167966864168	7.186654091502916	22.883825858632193	2.9067594651720228	27.4103854218356	2.875513971217317	110.82411636066254	23.66341846483092	38.06457534049033	41.12640061182401	11.409247210233579	23.69971368729369	6.532838708872204	0.14925179836959615	65.84631447459431	12.59941272076495	54.58460144142274	27.033567749162273	68.0013425849829	40.5803172356885	2.530807981248279	36.85809262888424	81.20043685697458	47.37241813239576	39.330758603125695	36.333228985689935	12.003622801469104	31.077346696323886	25.922258526572865	56.17051544293346	38.847492419499865	2.7266911875571958	11.231056966860189	50.33999243955599	32.69871493504465	2.3580024112556246	2.0334172346914747	21.27196716330886	2.591502487473239	64.3656182500232	32.106634164673615	4.3599096851486525	118.52922471849051	31.590410482272663	57.32599398199552	124.86139285334212	56.0387183671348	22.892299260269247	20.87091503962968	34.74176610002639	1
15130000	-7381.716850617753	-7085.979332221504	-295.7375183962491	-7085.979332221504	1.4147601901975655	1.4235349064433533	1.0	0.3803307386929996	1.0111729835799101	0.13254899714934723	0.35087896130737145	-118.32347658399483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11.676821102112132	30.52997160386582	0.021689403463831643	1.7274204695345623	3.9347426358420696	10.520850188717743	1.636967042962057	2.7230194048248983	20.789884860773252	11.82426780917544	36.23073010125445	2.372815572050358	2.339631169314676	8.67030116426518	8.923473491271544	2.598784000226372	2.223234595592749	2.5997528085067345	37.923896702749204	14.998390812056606	2.8698784054397066	5.82263004719527	6.15767210938716	1.7919766298710487	9.2433336935346	2.253309522641647	0.5157328504753498	18.495733524471223	10.790429905320925	8.958710797579098	4.149810181437131	7.209284715503394	8.875820222689615	3.8868308308978468	0.3369792867857056	8.848633033225742	6.297079372926549	4.889125206918667	11.46638025391302	4.9269973531649525	7.695314978805551	0.4631692238696411	5.857784964578376	5.292811869490845	14.661119685688208	7.313208806049434	2.8417718344205705	26.99843794087995	7.1956240240176985	13.05764291125682	0.5596427527138581	1.4565142981138999	9.304511344248057	4.753950815126841	7.913435848718635	2
15140000	-7397.365920099226	-7079.986390204666	-317.37952989456016	-7079.986390204666	1.713242741026276	1.2206019024288255	1.0	0.360436046406337	0.9410172976533816	0.1300839287763602	0.3712423615132282	-119.91497443944195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.89978011883633	35.15681745988583	7.978842839023658	2.500083357672629	9.510068642492255	15.226751638798895	2.369170756828367	3.492279406745436	30.089052471604624	17.305681756021524	52.43647795077992	10.242923705863644	3.3861315485463717	20.036849413779365	14.132200536703998	15.16002736804296	2.321483748851686	4.0238115807673225	54.88698592890106	4.435563301262449	0.7164973614454764	0.15593385750933036	8.911955041745976	12.671321341244097	13.377811102844616	3.261198843359498	6.259632988916333	26.768743561859857	10.175874085637329	1.8333470994633112	6.005990756209353	10.433946486005242	6.2174662739572355	2.9570646569828636	0.4877077246863538	12.806563644855153	9.11371818260271	7.075996133523034	16.595210576194006	7.1308082213844175	20.38858871919417	2.1995495921313815	8.47793051029046	7.660248968666892	21.218934230246614	10.584355082995781	0.8108964872409347	39.07464718033477	10.41417546439237	18.89823370083203	13.153084346740819	18.22720648330687	13.466353081539264	6.880359197836311	3.8737316857603	1
15150000	-7381.2104628938205	-7081.666836644385	-299.543626249436	-7081.666836644385	1.64693435790083	1.3238315201551514	1.0	0.35322062413213123	0.956167934496421	0.13760132355222723	0.38163411524118324	-124.72108512657599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.108022192862583	24.2187819022988	1.6450180043040064	1.702405944804203	2.0696673593468633	10.008360696981136	2.4747510454214696	8.759912860624837	19.777172262984752	11.374816456590716	34.465866224117484	6.732550544708863	2.2256635367274353	13.169980106145438	5.062447051200897	9.96450363640712	14.063407624572333	0.1854382958332568	3.0875039710340397	3.1807597661989817	0.47094509727928124	24.290449340696036	5.05150928134469	8.328707100428506	8.793074322706257	2.318235271568925	17.285080410982427	17.594773154993057	6.688479635841429	1.2050369960352465	3.947665480910102	0.5875070432527751	5.131167619687781	1.9436430299400254	2.9512326707120624	8.417600239828056	5.990337336934352	4.650967144843292	10.907832296002917	4.686994470886594	3.8096557082776124	7.413455811692592	13.612355926005105	5.034989505689709	13.946950237285126	7.714417336660121	3.51978298204128	25.683295581677715	5.499560420849394	12.421581693880658	8.645364129048252	3.566532874058203	8.851271900273785	4.52237734023811	0.14423655383378173	1
