#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:ClassII" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="relativeDeathRate2.t:ClassII" lower="0.0" name="relativeDeathRate" upper="1.0">0.5</parameter>
#            <parameter id="birthRate2.t:ClassII" lower="0.0" name="birthDiffRate" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:ClassII">
#                <taxonset id="TaxonSet.ClassII" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:ClassII" name="distribution" x="@birthRate2.t:ClassII">
#            <Uniform id="Uniform.4" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:ClassII" name="distribution" x="@relativeDeathRate2.t:ClassII">
#            <Uniform id="Uniform.5" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:ClassII" name="distribution">
#            <parameter id="ucldStdev.c:ClassII" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@ClassII" id="treeLikelihood.ClassII" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:ClassII">
#            <siteModel id="SiteModel.s:ClassII" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:ClassII" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:ClassII" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:ClassII" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:ClassII" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:ClassII" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:ClassII">
#                <LogNormal S="@ucldStdev.c:ClassII" id="LogNormalDistributionModel.c:ClassII" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="1028" id="rateCategories.c:ClassII" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:ClassII" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	BirthDeath	birthRate2	relativeDeathRate2	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation
350000	-75088.35747860646	-74780.18494812457	-308.17253048188365	-74780.18494812457	3.881978190709948	-298.29326907221747	1.522342986845605	0.0368615037373141	1.1225510387294586	0.701026507378489	1.1149720553283233	1.2004808759342347
360000	-74773.03852244915	-74477.40125962641	-295.6372628227448	-74477.40125962641	3.218098685649291	-285.72782302474525	1.6127322694783157	0.020222821939068977	1.1325213895382842	0.6988939354686565	1.13920930411034	1.2011486285253836
370000	-74217.35518130929	-73944.61086839078	-272.7443129185099	-73944.61086839078	3.0240293574798653	-262.9806171043795	1.5792464511099804	0.03848726123952065	1.0844826877187015	0.7165074444113635	1.0150841536497581	1.124174986261213
380000	-73807.81205731703	-73542.06237209447	-265.74968522255233	-73542.06237209447	2.90808990552511	-255.98107427856507	1.6337142779693876	0.047629668243680125	1.0860980694557676	0.7049128063564172	0.9969951449886362	1.1309813424379758
390000	-73477.3615641991	-73211.65409934716	-265.7074648519511	-73211.65409934716	3.1848236258683524	-255.9677137670998	1.488902644474857	0.030036592159017956	1.0766179487579495	0.7135873635189995	0.9887195365781752	1.1226975549835208
400000	-73281.08473899827	-73028.10688495474	-252.977854043518	-73028.10688495474	3.786895943809568	-243.28171009495387	1.6011421135541088	0.07246821432334394	1.0623157805891876	0.7254930432165304	0.9993277021211352	1.1236166819321811
410000	-72938.73772974372	-72698.49552419459	-240.24220554913498	-72698.49552419459	2.880416826070564	-230.70173723972894	1.9838285219909715	1.9028188518907744E-4	1.0114844332060036	0.7486978298869548	0.8857589065992797	1.04929144454088
420000	-72653.65145519607	-72447.83918562638	-205.81226956969073	-72447.83918562638	2.5815257062273873	-196.34601720862682	1.8751816630446747	0.011725799203731156	0.987381850691673	0.7866843855355988	0.8302758989611704	1.0107195793146022
430000	-72371.96667051267	-72169.10979471952	-202.856875793143	-72169.10979471952	2.442837670309176	-193.47599096976566	1.948898273204544	0.01519705503128697	0.9597674583626159	0.7892176970590344	0.7857928542106503	0.9774437114515266
440000	-72142.26899952162	-71950.88747790347	-191.3815216181593	-71950.88747790347	2.605970470676112	-182.06107505691995	1.9079154176950153	0.014960451210020818	0.9402908482698298	0.8074953316676285	0.7576060630356062	0.9663808997742765
450000	-71831.0639393933	-71643.93647306018	-187.1274663331191	-71643.93647306018	2.559967886447572	-177.81470157752148	1.910056047123524	0.0737469395755265	0.9378198344304302	0.8004968943557734	0.7976888337969946	0.9806333450313266
460000	-71601.9656650912	-71429.7761160868	-172.18954900439633	-71429.7761160868	2.9280207180949316	-162.9691184624741	1.9295037258371992	0.014356619539662987	0.9082002079718605	0.8127587717087141	0.7659665180965686	0.9436858199401208
470000	-71548.18718939283	-71383.74874767137	-164.4384417214577	-71383.74874767137	2.696153099224052	-155.22333232089284	2.0823636910872625	0.012439279968033243	0.9064979323811445	0.8077397936320313	0.7518100932197016	0.9418254190218572
480000	-71391.7205931616	-71203.56565199274	-188.15494116885796	-71203.56565199274	3.247321005498772	-178.88452118886443	1.7949023129913644	0.018892160523598128	0.9242173050290085	0.7806958780887169	0.765635864329521	0.9703029018286283
490000	-70987.52236786103	-70811.3649397222	-176.15742813882488	-70811.3649397222	2.7727336317671907	-166.95272370457818	2.0365355223438777	0.06591425171229648	0.9031708020357581	0.795416472307711	0.7288244172108069	0.9366364150965956
500000	-70742.14664768561	-70578.53418051774	-163.6124671678643	-70578.53418051774	2.592481929972539	-154.50316199277978	2.1257277041692757	0.010313933773016029	0.8727600679015755	0.7777117820971652	0.6729201831481167	0.8953556371886034
510000	-70594.27893900828	-70433.40413934186	-160.87479966641848	-70433.40413934186	2.517885188418167	-151.81942052274175	2.10053755815074	3.6840390621594696E-4	0.8556474762139464	0.7858872901413949	0.6313153801880753	0.8621529896175142
520000	-70412.18382123961	-70267.52327680553	-144.66054443407972	-70267.52327680553	2.6385837649918122	-135.61317567278655	1.9554667466462134	0.0898523410703551	0.8531104238029461	0.7938972868363207	0.6602586705160971	0.8784321099549952
530000	-70138.63933231005	-70002.62895415782	-136.0103781522268	-70002.62895415782	2.706610491045844	-127.10140104313547	2.223873024664424	0.006083461227330864	0.8094874073593629	0.8131612229971545	0.5668413609448207	0.8145961600424498
540000	-69985.37344135885	-69848.57753130238	-136.79591005647336	-69848.57753130238	2.5828080156559445	-127.89303181456582	2.239463978995706	0.0323006492733433	0.8075742861351508	0.8202711218616394	0.5588810911904422	0.8071986700267745
550000	-69652.00552083657	-69534.93346150857	-117.07205932800133	-69534.93346150857	2.9820794593070916	-108.23499885389722	2.3198992345436498	0.0031585967164670576	0.7869803879006118	0.8295741049741185	0.5254025542836344	0.7742520326317746
560000	-69530.35588363702	-69414.1614940118	-116.19438962521602	-69414.1614940118	2.7940879111007595	-107.44374284568698	2.2112688098194853	0.09829752477506712	0.7600915232409382	0.8383395105699966	0.4863302941603698	0.745809086992177
570000	-69456.23466538214	-69356.08078138932	-100.15388399283123	-69356.08078138932	2.8517630078164053	-91.45315875586662	2.211450940786229	0.006327766644825942	0.744638067405401	0.8573100394400164	0.4924423006405991	0.7348231903818937
580000	-69355.503895769	-69263.60759331948	-91.89630244951859	-69263.60759331948	2.866409635335614	-83.16546872434361	2.400321867154958	0.016750303385254253	0.7539511067596594	0.8497072981876922	0.49286120335618355	0.7382029931716317
590000	-69231.79257558106	-69151.2515262126	-80.54104936846441	-69151.2515262126	2.927827827359074	-71.99708735995077	2.4493776464987205	0.015467062774497914	0.6965165910171347	0.8716095817132361	0.4364803592670522	0.6889711519845221
600000	-68979.98991990757	-68912.56326579567	-67.42665411190565	-68912.56326579567	2.670549850651388	-58.93050630787317	2.512654972293371	0.024658195185124465	0.6819678822379429	0.8751061719947283	0.4118338633433115	0.6669368859697117
610000	-68773.64229121087	-68704.99356718699	-68.64872402387597	-68704.99356718699	2.7945936701132092	-60.171617910988225	2.2093724367345757	0.132536213180544	0.6761914885618647	0.8896681440212689	0.448439351565699	0.6923645383416656
620000	-68419.18893834647	-68370.16945408979	-49.01948425668	-68370.16945408979	2.827301412514717	-40.58604178230047	2.3403087872711423	0.06651037021436114	0.662984479173164	0.8814043490057704	0.42557209517154443	0.67032700151861
630000	-68102.37835956142	-68054.51596080749	-47.86239875392949	-68054.51596080749	2.5657652555273565	-39.51822201368893	2.312220123159836	0.09820290704532537	0.6361567094608693	0.8779436304042624	0.3808655278745668	0.636213154593483
640000	-68007.4107648492	-67952.24360658458	-55.16715826462207	-67952.24360658458	2.393772394536799	-46.77490597071201	2.578266120938608	0.01849240363279754	0.6505759404314686	0.8773152868534885	0.3839726394817806	0.6467180580001624
650000	-67912.24908688331	-67851.07172065882	-61.17736622449078	-67851.07172065882	2.213364476556046	-52.75423060402278	2.524471223737854	0.04203460891708459	0.6598749059010683	0.8738443810192076	0.37503461172127833	0.6374798642685429
660000	-67749.40900264977	-67700.59219923549	-48.81680341429054	-67700.59219923549	2.549213263027977	-40.396716468295644	2.407841516736226	0.010368439043259152	0.6589557115157206	0.8719053907831682	0.37664283225508455	0.6385299602819179
670000	-67684.99107181455	-67654.14699246315	-30.84407935140106	-67654.14699246315	2.789502773521111	-22.61170019585861	2.68780374182184	0.02673281184766375	0.602901533813603	0.8783671447783374	0.3379909986398076	0.5966564155960077
680000	-67465.12338691577	-67439.97130911001	-25.152077805759912	-67439.97130911001	2.7653567031382775	-17.03689051988824	2.6514017796977525	0.013922989771457102	0.5684818480796296	0.880618802589183	0.2856328741571748	0.5494761452777247
690000	-67344.34898312572	-67316.17374567711	-28.17523744860464	-67316.17374567711	3.410804870734621	-20.046390519931002	2.485934311882	0.004882886789632372	0.5724694413221206	0.8880921937982398	0.3027838741575258	0.5621763868676654
700000	-67255.90895457541	-67225.75950353319	-30.149451042221408	-67225.75950353319	3.4694147098695463	-22.074773629925705	2.6327166833260236	0.0020508877371348926	0.5566950202885206	0.8912107902989241	0.2926676792449202	0.553587749719048
710000	-67069.95910430429	-67066.15659129283	-3.802513011460409	-67066.15659129283	2.688287265571892	4.175835269678105	2.842197712159284	0.01022719824792111	0.5289093440458336	0.9139083291750103	0.2819881853577803	0.5388202663987723
720000	-66862.52070971	-66857.16217050399	-5.35853920602174	-66857.16217050399	3.086600354084997	2.6532944513528456	2.8228462128940723	0.005679574744656022	0.5385284378642353	0.8879595046636652	0.28673178146119405	0.5466596764415551
730000	-66768.17680105178	-66743.12894289657	-25.047858155213703	-66743.12894289657	3.1195748355436774	-17.020498153945525	2.49016881349018	0.071608930974687	0.5430030475960725	0.8916082527796452	0.3094838045939064	0.5702567758870708
740000	-66489.54384202124	-66479.8326505641	-9.71119145713655	-66479.8326505641	2.674532101312079	-1.7283560020799662	2.601063410393894	0.025668188732549294	0.5301958412989886	0.8888071498087009	0.2706116785925926	0.5432237105904711
750000	-66260.6629200771	-66263.46270662677	2.7997865496782084	-66263.46270662677	2.6582566413201847	10.621720979878958	2.7883326538312234	0.030318206548899256	0.48456958312425535	0.9048481501759628	0.22724487007142033	0.4938146192592039
760000	-65975.98328541299	-65986.9654603875	10.982174974504128	-65986.9654603875	2.7812175834925372	18.9016979810037	2.8154673241380004	0.0031606620164146516	0.5121168764198257	0.9020739825345547	0.25855280847705003	0.5255015457688824
770000	-65928.01568393083	-65932.76816672955	4.752482798726366	-65932.76816672955	2.231221868506529	12.645099813244643	2.6421857390769086	0.012736057740772421	0.5044823866273012	0.910849719324999	0.25029257507940156	0.5091952868122072
780000	-65879.7697281348	-65892.59323125267	12.823503117883423	-65892.59323125267	2.272222849866326	20.5893157264887	2.648126219970791	0.008559369507280258	0.4689118919805144	0.9198112146760756	0.21197414119925428	0.4710259200367292
790000	-65725.93173471093	-65744.80353296269	18.871798251758438	-65744.80353296269	2.101761448999754	26.51607000787742	2.9203589044659197	0.06545042577735123	0.43549470734655676	0.9204078860352004	0.18325240217745276	0.4398145482875025
800000	-65552.9189049712	-65595.80456440209	42.88565943089499	-65595.80456440209	2.0260444254061065	50.35735868384803	2.9194759461676965	0.012939170717785086	0.3893035428445092	0.9469800092438857	0.14852236590411305	0.3920419380737494
810000	-65263.87892766859	-65308.30215214529	44.42322447669423	-65308.30215214529	1.8934796115900572	51.86410368741143	3.2057737083202187	0.0010091982227432945	0.381221842420321	0.9414964802515384	0.15223022514285228	0.3917669728828229
820000	-65059.296263886084	-65105.843719877834	46.547455991751725	-65105.843719877834	1.869276704519066	53.92105989247608	2.900573963884934	0.04714958563084099	0.36376904633823076	0.934802366754504	0.14269345497669092	0.3860986004714047
830000	-64790.481878965635	-64838.88665392564	48.40477496000437	-64838.88665392564	1.9495046389023214	55.800738843558925	2.9342793818520754	0.006414529017442993	0.36954057179536426	0.9376148291102392	0.13564172112191836	0.37803736013960765
840000	-64748.09703693546	-64805.459736316094	57.36269938063191	-64805.459736316094	1.8690072582846893	64.66262572806528	2.90970364230141	0.008673514040915733	0.344964210273361	0.9512054443901329	0.12211668293313722	0.3531767181833801
850000	-64692.260400872445	-64752.86938958744	60.60898871499173	-64752.86938958744	1.912082614106348	67.94465680517175	3.1962021832567182	0.04003557385895856	0.3540452762993696	0.9526534783601154	0.12829673564520439	0.3595547733151174
860000	-64676.84227952496	-64737.73962172792	60.8973422029568	-64737.73962172792	1.9405660463927026	68.22951345183259	3.3047981431862437	0.020529976232001694	0.3531533446160246	0.9475853544050943	0.1305929425613749	0.3625168861765357
