#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:Euk_READY" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="relativeDeathRate2.t:Euk_READY" lower="0.0" name="relativeDeathRate" upper="1.0">0.5</parameter>
#            <parameter id="birthRate2.t:Euk_READY" lower="0.0" name="birthDiffRate" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:Euk_READY">
#                <taxonset id="TaxonSet.Euk_READY" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:Euk_READY" name="distribution" x="@birthRate2.t:Euk_READY">
#            <Uniform id="Uniform.4" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:Euk_READY" name="distribution" x="@relativeDeathRate2.t:Euk_READY">
#            <Uniform id="Uniform.5" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Euk_READY" name="distribution">
#            <parameter id="ucldStdev.c:Euk_READY" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Euk_READY" id="treeLikelihood.Euk_READY" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Euk_READY">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Euk_READY" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:Euk_READY" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:Euk_READY" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Euk_READY" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Euk_READY" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Euk_READY" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Euk_READY">
#                <LogNormal S="@ucldStdev.c:Euk_READY" id="LogNormalDistributionModel.c:Euk_READY" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="640" id="rateCategories.c:Euk_READY" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Euk_READY" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	BirthDeath	birthRate2	relativeDeathRate2
280000	-50306.82061364987	-49906.7465371491	-400.0740765007751	-49906.7465371491	8.722572276065465	1.3491639400467603	0.6952152257113879	3.5739069458194854	2.0901962781096035	-389.51677331969114	0.6924230055844907	0.17417307748200786
290000	-49611.64343604775	-49216.4555887856	-395.1878472621522	-49216.4555887856	8.188544883263054	1.388441623118178	0.7753060783903456	4.7770320316384005	2.3548538843714155	-384.51448395092126	0.790749990727847	0.023564221136938106
300000	-49096.96425343811	-48738.93844044206	-358.02581299604816	-48738.93844044206	7.797178906885918	1.3629201189430213	0.6589693287169626	4.557127010340152	2.236027888007237	-347.4278189425054	0.9390194118531612	0.036486002589905205
310000	-48255.60419421243	-47933.33244646946	-322.2717477429683	-47933.33244646946	7.708418657788666	1.232732609156594	0.7815579494284245	3.3108836656821143	1.8643480320189045	-312.060870341226	0.8056727695714121	0.32915916222338826
320000	-47506.529833517	-47188.64025488196	-317.8895786350403	-47188.64025488196	7.202722225749587	1.2254606599915594	0.7004274257918625	3.78099303148641	1.9595627697895217	-307.70046669826695	0.9172296611119403	0.1131166827651873
330000	-46915.63795401353	-46608.34096128528	-307.29699272825076	-46608.34096128528	6.689458155980879	1.192926755577505	0.7281471935238852	3.773157970925154	1.990465276889979	-297.2054583993448	1.068591953781292	0.022576037397144675
340000	-46576.894281645975	-46290.904829418396	-285.98945222758215	-46290.904829418396	6.256081570936785	1.189161970142521	0.7550458478922372	3.8360901413334374	2.0000736632576737	-275.90923122328485	1.1669114770297702	0.008690476691800866
350000	-46385.48828182176	-46104.42324907882	-281.0650327429391	-46104.42324907882	6.465566865031918	1.1148559361543826	0.7666998122625684	3.189447198434598	1.803360324610499	-271.20908777089943	0.9014027109089706	0.20823171358905598
360000	-46045.18945401692	-45817.50278459395	-227.6866694229742	-45817.50278459395	4.553258620253007	1.0453392940441597	0.7885158832676229	2.5803623193861367	1.6103118166510986	-218.04239508496545	1.3930417325788198	0.10592390461630344
370000	-45704.83225679095	-45489.19562494964	-215.63663184130485	-45489.19562494964	4.4409752024781755	0.9950992965104838	0.8295551896843529	2.324307342701578	1.514230162142169	-206.14658692401972	1.4679176341359144	0.02625439427847661
380000	-45523.96087791058	-45312.305795537526	-211.65508237304985	-45312.305795537526	4.886131769864725	0.9937774745551083	0.8683340322168799	2.283030855942684	1.5263550756951665	-202.16911059919147	1.3322990831559698	0.052663339136069146
390000	-45267.84181405255	-45063.26404991419	-204.5777641383549	-45063.26404991419	4.40129241932258	0.9427403283894246	0.8890584916785732	1.880015519938276	1.3994568233882096	-195.24970585292087	1.4517677896726453	0.11475432921570673
400000	-45008.5816399322	-44816.28769121716	-192.29394871503607	-44816.28769121716	4.67490387034052	0.8829896934384918	0.9545022538663583	1.4536811733418171	1.2365950256259668	-183.15249243287073	1.5574467629327855	0.05737271286816398
410000	-44821.9197821456	-44641.31498383565	-180.60479830994802	-44641.31498383565	4.112596479969539	0.8955251756357092	0.8998387410048664	1.3359019284256546	1.199912870365334	-171.42402786708342	1.5383084626912218	0.028721454364921916
420000	-44473.7409024093	-44301.80272244321	-171.93817996608982	-44301.80272244321	4.354659810007686	0.8001785171525064	0.9350994997169922	0.9038821589771656	0.9776212596558358	-163.05890321616616	1.654381776927633	0.015763826546804943
430000	-44295.85862088955	-44146.39598757517	-149.4626333143834	-44146.39598757517	4.041874819608094	0.7579145687546445	0.9520223104429579	0.7874597455520682	0.9035126185101028	-140.7190073700563	1.7861543816991095	0.04440082751752
440000	-44238.0756937508	-44089.71506026961	-148.36063348118262	-44089.71506026961	5.685249210892499	0.7486889504099241	0.9958148421376269	0.7542365243730026	0.8767803639262114	-139.64680324161185	1.7088076273571184	0.00739412883962325
450000	-44136.96447631687	-43998.12511745544	-138.83935886142834	-43998.12511745544	3.973975520302708	0.7029781233032749	0.9474819099440589	0.5871639606936738	0.8118167422466699	-130.27422601105715	1.7899969174669499	0.03834975160474143
460000	-43730.60141441237	-43595.16770130388	-135.43371310849165	-43595.16770130388	4.990342583615264	0.6980554619516015	1.0072658688978608	0.5558843712162876	0.7701571411968074	-126.8847055099416	1.8392819885856406	0.04152826504440954
470000	-43152.87413799808	-43032.55821481082	-120.3159231872589	-43032.55821481082	5.244346094362677	0.6454444101158318	1.0010833019191034	0.4155449598728775	0.6582098748731253	-111.94075361869685	1.9376714844813334	0.0719048976222241
480000	-42984.51261499126	-42875.17329070902	-109.33932428224472	-42875.17329070902	4.245685307106181	0.6187455609205872	0.9830865389232614	0.4037330723979473	0.639171531725366	-101.05351486426622	2.1047895649320822	0.004916519056137214
490000	-42919.974773569025	-42820.30513446912	-99.66963909990749	-42820.30513446912	4.5186302739505235	0.5534994679895516	0.9742039592810006	0.3309735218499227	0.5787964529133217	-91.60597961011396	1.9309167297381944	0.0037231998300509203
500000	-42932.618110619325	-42807.42587920489	-125.19223141443494	-42807.42587920489	4.65880941894574	0.553346712137529	0.95488805652907	0.34014896395459276	0.5815961886984831	-117.12909899339772	1.7386015128926262	0.09625565923916597
510000	-42852.98099386519	-42750.308105947865	-102.67288791732621	-42750.308105947865	3.9224216549811337	0.4704612077950971	0.9861155323649051	0.2250546199010146	0.47792397890510047	-94.90149976172856	2.0913106547532916	0.10095783246156954
520000	-42819.339902761145	-42704.8670709999	-114.47283176124854	-42704.8670709999	4.198699599215294	0.486751134135208	0.9471889588642948	0.23313287285157222	0.49407277431304214	-106.64311688234982	1.873179455418337	0.07241643732084577
530000	-42796.06075040734	-42684.341956724245	-111.71879368309723	-42684.341956724245	4.424645218227084	0.4559865997417323	0.9687134972839109	0.22210646581908847	0.4728366154941101	-103.99969463225094	2.1353338492599443	0.011281841204499767
540000	-42734.03709972046	-42613.251234989504	-120.78586473095838	-42613.251234989504	4.643215555256826	0.47536734313114054	0.9800618858248095	0.24352030756956006	0.49097161568998987	-112.99685357430822	1.6965336282520478	0.05871017588051643
550000	-42637.36103356228	-42528.116368535404	-109.24466502687842	-42528.116368535404	4.924666472775973	0.5014695360726539	0.9637804707938689	0.2764706930726848	0.5251970401366292	-101.36269494762303	1.7974056889007897	0.09917629377560763
560000	-42605.10528289299	-42512.71179695545	-92.39348593753829	-42512.71179695545	3.988104403382436	0.43192450209728583	0.9640799549579265	0.1975170631664204	0.4457846024281866	-84.76235265202911	2.02933997532487	0.0025362629584258587
570000	-42626.704364811776	-42514.351048799326	-112.35331601244735	-42514.351048799326	4.813026219868118	0.47268422214472977	0.9866429686132342	0.22429127590610382	0.47398935820496435	-104.57393657404995	1.7247624156317267	0.21414020097337896
580000	-42632.56196615288	-42529.6710876749	-102.89087847798493	-42529.6710876749	4.864345236049012	0.446194721199282	0.9873837695212266	0.21965167954453507	0.4622131795309833	-95.20741367899413	1.8779305471239482	0.001989845506088265
590000	-42404.70087631068	-42304.95606121429	-99.7448150963916	-42304.95606121429	4.927045972790402	0.4488252229191551	0.9732156062327794	0.23558877378656073	0.4749765123664652	-92.05175608592626	2.0572149447016095	0.015167767016730139
600000	-42431.133010193684	-42335.855905222495	-95.27710497118592	-42335.855905222495	4.474771790467449	0.41886790217579606	0.9906840437628653	0.18641040046383794	0.4308656853902501	-87.6942922904307	1.9039197099983645	0.058672396527197065
610000	-42450.37847294741	-42349.660723292815	-100.71774965459036	-42349.660723292815	4.302804857091467	0.46839296109562895	0.9565483024511088	0.23574785899732825	0.49432650036947484	-92.95380565267428	1.9723478383306485	0.025783343452194536
620000	-42426.989466802304	-42319.7280938922	-107.26137291010382	-42319.7280938922	4.564046280032129	0.44890041350942594	0.9662219438585761	0.21133453305274894	0.4643150554205974	-99.56803989086742	2.0299849226713773	0.0016228929239782617
630000	-42429.767052125084	-42320.004650768795	-109.76240135628929	-42320.004650768795	5.293418667226861	0.4487840693755961	0.9821239996741261	0.20800742286596052	0.4531017163760758	-102.06949232261272	1.7828820428549732	0.09128594898750342
640000	-42390.81146597368	-42297.53133106003	-93.28013491365189	-42297.53133106003	4.439229526048	0.41031245929963767	0.981155268763452	0.162192518611173	0.3988775101574083	-85.72922565174493	1.861883352805151	0.1500248720699009
650000	-42459.998700091484	-42344.48919289889	-115.50950719259498	-42344.48919289889	5.562675994541419	0.4568115374429714	0.9813381653277147	0.20697046984849599	0.4580268045581094	-107.78741588392282	1.66038462151771	0.06136802178367602
660000	-42413.14748579864	-42307.42635857792	-105.72112722072157	-42307.42635857792	4.830297682738082	0.4257640243479101	0.9723902762169053	0.1870765978947805	0.4333802568098356	-98.11273896233071	1.8689262926941441	0.08126295646453706
670000	-42424.37497627466	-42303.01656330445	-121.35841297020593	-42303.01656330445	6.473682281324635	0.42488815580079525	0.9817866249628289	0.19233808544963482	0.44015188978947534	-113.7532662579282	1.6767045712040545	0.07553252081374937
680000	-42425.448759307576	-42320.41540472486	-105.03335458271755	-42320.41540472486	4.600813793034437	0.4143740613370388	0.9615028118185186	0.19638655729909535	0.4462743651427895	-97.46727507061837	1.8825805171893126	0.054744614828583525
690000	-42401.480808530156	-42296.77787103941	-104.7029374907446	-42296.77787103941	5.01764959039601	0.43018727735828877	0.9610255005559137	0.1895018654202353	0.43962362210463557	-97.07820859353393	2.1108794502289254	0.08340546780921733
700000	-42384.77926316806	-42274.32139126293	-110.45787190512993	-42274.32139126293	4.707236144916643	0.43577025363034344	0.9830924931544449	0.21986432288293287	0.4670154599423701	-102.81258742253617	1.8187965145955267	0.08780722476003924
710000	-42403.72327619459	-42311.75464022541	-91.96863596918708	-42311.75464022541	4.5768652523941915	0.3808973076075359	0.9672283056309173	0.17447387864011965	0.417209705538873	-84.52899865473985	2.1012936256631582	0.008899621668673707
720000	-42431.916873685936	-42324.05168050547	-107.86519318046358	-42324.05168050547	4.481049341976066	0.37974526651302776	0.9594959010693523	0.17339267289546031	0.41399355710743957	-100.42996708075816	1.9439524664792924	0.09177559238740839
730000	-42415.75095583688	-42308.943774322404	-106.80718151447164	-42308.943774322404	5.444956657354183	0.3763565323051196	0.9535076912841074	0.16300792831418412	0.40685683096876635	-99.38495568392605	1.8519878141477915	0.14929256645045996
740000	-42426.93179238554	-42316.804014331705	-110.12777805383394	-42316.804014331705	5.491378029642927	0.4083722599912638	0.9624261377020191	0.19234763776424174	0.4379760134739646	-102.58413138384893	1.8051041393183846	0.10819142142171002
750000	-42395.11020770888	-42298.43778777597	-96.67241993291304	-42298.43778777597	4.76291940598084	0.41158224377437175	0.9776974884119273	0.19927303295930576	0.4381807065327617	-89.11676316834743	1.9068401614132557	0.04889619117243194
760000	-42397.648428314315	-42299.23002380628	-98.41840450803225	-42299.23002380628	4.453530770003136	0.41051878993587626	0.9920415957548724	0.20141569986465935	0.4408109103951188	-90.86672351255956	2.1830988299573764	0.05383086954328245
770000	-42418.74341532403	-42317.30686537816	-101.43654994587537	-42317.30686537816	5.303843290832978	0.4049749857000481	1.0099226171134517	0.1822123546629896	0.417290338122426	-93.90564510942922	1.9252757033203443	0.03723732715614674
780000	-42383.589749165454	-42264.95667311494	-118.63307605051735	-42264.95667311494	5.758299931864295	0.4524676380635161	0.9568190964591713	0.23235514681726202	0.48548082522387603	-110.92675815507141	1.907820854967899	0.09108914106769457
790000	-42392.014108481206	-42280.30622991856	-111.70787856264444	-42280.30622991856	4.6626744559019295	0.4502878809775254	0.9345463038295712	0.24712750606934372	0.5042526088569246	-104.0094916626168	1.8483376938988452	0.07659849409000423
800000	-42412.75996458745	-42292.72367516957	-120.03628941788345	-42292.72367516957	5.181256037657994	0.44818544248478764	0.9391648662651575	0.24272129141525697	0.5010327435704277	-112.3455624118171	1.6347994250547324	0.2564394973956681
810000	-42417.77057093139	-42297.52813288422	-120.24243804717379	-42297.52813288422	4.669738659751365	0.4568349914263233	0.9475401640332476	0.2639080292935014	0.5142951783947791	-112.52026168694425	1.822369613591595	0.0015473641887823648
820000	-42388.14429301937	-42284.856739061244	-103.28755395812894	-42284.856739061244	5.311624141738476	0.3899813130135615	0.9877252565999146	0.19438583498740683	0.428340929461212	-95.81327912229116	2.068517858148869	0.03701731323069455
830000	-42389.96211064993	-42292.19002409025	-97.77208655968542	-42292.19002409025	4.017925486251469	0.434377585623061	0.9712271294102733	0.21595308036282718	0.4547523308444383	-90.13192249732712	2.164137151307688	0.034268275708428504
840000	-42383.16805116699	-42283.77439865509	-99.39365251190007	-42283.77439865509	4.596943139618221	0.4435380956699534	0.9603866560070936	0.21643899695884256	0.4618225256275453	-91.71989344726799	1.8902813878156297	0.026542353211718064
850000	-42422.67577971022	-42298.75805664743	-123.91772306279186	-42298.75805664743	6.61654170154311	0.46586144215570485	0.9497973685417693	0.23415563769626213	0.4866123829051592	-116.16290287716703	1.9567783585496072	0.048260772254406795
